"StationID","SampleDate","SampleDepth","QABatch","Matrix","Dilution","Concentration","ConcentrationUnits","TimePoint","Parameter","Qualifier","Value","ValueUnits","LabRep","LabCode","Comments","SampleType"
"6419",8/28/2008 0:00:00,,"0808-S081","OL",-99.00,-99.00,"NR",2.00,"TEMP","None","14.6","C",0,"NE",,"Result"
"6419",8/28/2008 0:00:00,,"0808-S081","OL",-99.00,-99.00,"NR",2.00,"DO","None","8.3","MG/L",0,"NE",,"Result"
"6419",8/28/2008 0:00:00,,"0808-S081","OL",-99.00,-99.00,"NR",2.00,"NH3T","None","2.6","MG/L",0,"NE",,"Result"
"6419",8/28/2008 0:00:00,,"0808-S081","OL",-99.00,-99.00,"NR",2.00,"NH3U","None","0.057","MG/L",0,"NE",,"Result"
"6482",8/28/2008 0:00:00,,"0808-S081","OL",-99.00,-99.00,"NR",2.00,"PH","None","7.95","PH",0,"NE",,"Result"
"6482",8/28/2008 0:00:00,,"0808-S081","OL",-99.00,-99.00,"NR",2.00,"SAL","None","31.2","PPT",0,"NE",,"Result"
"6482",8/28/2008 0:00:00,,"0808-S081","OL",-99.00,-99.00,"NR",2.00,"TEMP","None","15.7","C",0,"NE",,"Result"
"6482",8/28/2008 0:00:00,,"0808-S081","OL",-99.00,-99.00,"NR",2.00,"DO","None","7.8","MG/L",0,"NE",,"Result"
"6482",8/28/2008 0:00:00,,"0808-S081","OL",-99.00,-99.00,"NR",2.00,"NH3T","None","1","MG/L",0,"NE",,"Result"
"6482",8/28/2008 0:00:00,,"0808-S081","OL",-99.00,-99.00,"NR",2.00,"NH3U","None","0.019","MG/L",0,"NE",,"Result"
"6487",8/28/2008 0:00:00,,"0808-S081","OL",-99.00,-99.00,"NR",2.00,"PH","None","8.03","PH",0,"NE",,"Result"
"6487",8/28/2008 0:00:00,,"0808-S081","OL",-99.00,-99.00,"NR",2.00,"SAL","None","33","PPT",0,"NE",,"Result"
"6487",8/28/2008 0:00:00,,"0808-S081","OL",-99.00,-99.00,"NR",2.00,"TEMP","None","15.2","C",0,"NE",,"Result"
"6487",8/28/2008 0:00:00,,"0808-S081","OL",-99.00,-99.00,"NR",2.00,"DO","None","8","MG/L",0,"NE",,"Result"
"6487",8/28/2008 0:00:00,,"0808-S081","OL",-99.00,-99.00,"NR",2.00,"NH3T","None","6.5","MG/L",0,"NE",,"Result"
"6487",8/28/2008 0:00:00,,"0808-S081","OL",-99.00,-99.00,"NR",2.00,"NH3U","None","0.152","MG/L",0,"NE",,"Result"
"6443",8/28/2008 0:00:00,,"0808-S081","OL",-99.00,-99.00,"NR",2.00,"PH","None","8.02","PH",0,"NE",,"Result"
"6443",8/28/2008 0:00:00,,"0808-S081","OL",-99.00,-99.00,"NR",2.00,"SAL","None","32.9","PPT",0,"NE",,"Result"
"6443",8/28/2008 0:00:00,,"0808-S081","OL",-99.00,-99.00,"NR",2.00,"TEMP","None","15.8","C",0,"NE",,"Result"
"6443",8/28/2008 0:00:00,,"0808-S081","OL",-99.00,-99.00,"NR",2.00,"DO","None","7.9","MG/L",0,"NE",,"Result"
"6443",8/28/2008 0:00:00,,"0808-S081","OL",-99.00,-99.00,"NR",2.00,"NH3T","None","1","MG/L",0,"NE",,"Result"
"6443",8/28/2008 0:00:00,,"0808-S081","OL",-99.00,-99.00,"NR",2.00,"NH3U","None","0.023","MG/L",0,"NE",,"Result"
"6466",8/28/2008 0:00:00,,"0808-S081","OL",-99.00,-99.00,"NR",2.00,"PH","None","7.91","PH",0,"NE",,"Result"
"6466",8/28/2008 0:00:00,,"0808-S081","OL",-99.00,-99.00,"NR",2.00,"SAL","None","32.3","PPT",0,"NE",,"Result"
"6466",8/28/2008 0:00:00,,"0808-S081","OL",-99.00,-99.00,"NR",2.00,"TEMP","None","15.5","C",0,"NE",,"Result"
"6466",8/28/2008 0:00:00,,"0808-S081","OL",-99.00,-99.00,"NR",2.00,"DO","None","7.7","MG/L",0,"NE",,"Result"
"6466",8/28/2008 0:00:00,,"0808-S081","OL",-99.00,-99.00,"NR",2.00,"NH3T","None","0.5","MG/L",0,"NE",,"Result"
"6466",8/28/2008 0:00:00,,"0808-S081","OL",-99.00,-99.00,"NR",2.00,"NH3U","None","0.009","MG/L",0,"NE",,"Result"
"6467",8/28/2008 0:00:00,,"0808-S081","OL",-99.00,-99.00,"NR",2.00,"PH","None","7.94","PH",0,"NE",,"Result"
"6467",8/28/2008 0:00:00,,"0808-S081","OL",-99.00,-99.00,"NR",2.00,"SAL","None","32.3","PPT",0,"NE",,"Result"
"6467",8/28/2008 0:00:00,,"0808-S081","OL",-99.00,-99.00,"NR",2.00,"TEMP","None","15.6","C",0,"NE",,"Result"
"6467",8/28/2008 0:00:00,,"0808-S081","OL",-99.00,-99.00,"NR",2.00,"DO","None","7.7","MG/L",0,"NE",,"Result"
"6467",8/28/2008 0:00:00,,"0808-S081","OL",-99.00,-99.00,"NR",2.00,"NH3T","None","1.1","MG/L",0,"NE",,"Result"
"6467",8/28/2008 0:00:00,,"0808-S081","OL",-99.00,-99.00,"NR",2.00,"NH3U","None","0.021","MG/L",0,"NE",,"Result"
"0000",9/17/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",0.00,"PH","None","7.96","PH",0,"NE",,"CNEG"
"0000",9/17/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",0.00,"SAL","None","31.4","PPT",0,"NE",,"CNEG"
"0000",9/17/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",0.00,"TEMP","None","15.9","C",0,"NE",,"CNEG"
"0000",9/17/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",0.00,"DO","None","7.9","MG/L",0,"NE",,"CNEG"
"0000",9/17/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",0.00,"NH3T","None","0","MG/L",0,"NE",,"CNEG"
"0000",9/17/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",0.00,"NH3U","None","0","MG/L",0,"NE",,"CNEG"
"6448",9/17/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",0.00,"PH","None","7.87","PH",0,"NE",,"Result"
"6448",9/17/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",0.00,"SAL","None","32","PPT",0,"NE",,"Result"
"6448",9/17/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",0.00,"TEMP","None","15.7","C",0,"NE",,"Result"
"6448",9/17/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",0.00,"DO","None","7.3","MG/L",0,"NE",,"Result"
"6448",9/17/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",0.00,"NH3T","None","0","MG/L",0,"NE",,"Result"
"6448",9/17/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",0.00,"NH3U","None","0","MG/L",0,"NE",,"Result"
"6405",9/17/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",0.00,"PH","None","7.91","PH",0,"NE",,"Result"
"6405",9/17/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",0.00,"SAL","None","31.9","PPT",0,"NE",,"Result"
"6405",9/17/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",0.00,"TEMP","None","15.9","C",0,"NE",,"Result"
"6405",9/17/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",0.00,"DO","None","7.4","MG/L",0,"NE",,"Result"
"6405",9/17/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",0.00,"NH3T","None","0","MG/L",0,"NE",,"Result"
"6405",9/17/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",0.00,"NH3U","None","0","MG/L",0,"NE",,"Result"
"6413",9/17/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",0.00,"PH","None","7.89","PH",0,"NE",,"Result"
"6413",9/17/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",0.00,"SAL","None","31.6","PPT",0,"NE",,"Result"
"6413",9/17/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",0.00,"TEMP","None","16","C",0,"NE",,"Result"
"6413",9/17/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",0.00,"DO","None","7","MG/L",0,"NE",,"Result"
"6413",9/17/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",0.00,"NH3T","None","0.5","MG/L",0,"NE",,"Result"
"6413",9/17/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",0.00,"NH3U","None","0.008","MG/L",0,"NE",,"Result"
"6432",9/17/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",0.00,"PH","None","7.87","PH",0,"NE",,"Result"
"6432",9/17/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",0.00,"SAL","None","31.6","PPT",0,"NE",,"Result"
"6432",9/17/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",0.00,"TEMP","None","16","C",0,"NE",,"Result"
"6432",9/17/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",0.00,"DO","None","7.3","MG/L",0,"NE",,"Result"
"6432",9/17/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",0.00,"NH3T","None","0","MG/L",0,"NE",,"Result"
"6432",9/17/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",0.00,"NH3U","None","0","MG/L",0,"NE",,"Result"
"6437",9/17/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",0.00,"PH","None","7.87","PH",0,"NE",,"Result"
"6437",9/17/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",0.00,"SAL","None","31.5","PPT",0,"NE",,"Result"
"6437",9/17/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",0.00,"TEMP","None","16","C",0,"NE",,"Result"
"6437",9/17/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",0.00,"DO","None","7","MG/L",0,"NE",,"Result"
"6437",9/17/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",0.00,"NH3T","None","0.1","MG/L",0,"NE",,"Result"
"6437",9/17/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",0.00,"NH3U","None","0.001","MG/L",0,"NE",,"Result"
"6462",9/17/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",0.00,"PH","None","7.89","PH",0,"NE",,"Result"
"6462",9/17/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",0.00,"SAL","None","31.4","PPT",0,"NE",,"Result"
"6462",9/17/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",0.00,"TEMP","None","15.7","C",0,"NE",,"Result"
"6462",9/17/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",0.00,"DO","None","7.2","MG/L",0,"NE",,"Result"
"6462",9/17/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",0.00,"NH3T","None","0","MG/L",0,"NE",,"Result"
"6462",9/17/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",0.00,"NH3U","None","0","MG/L",0,"NE",,"Result"
"0000",9/19/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",2.00,"PH","None","7.92","PH",0,"NE",,"CNEG"
"0000",9/19/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",2.00,"SAL","None","31.6","PPT",0,"NE",,"CNEG"
"0000",9/19/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",2.00,"TEMP","None","16.2","C",0,"NE","Temperature out of recomemended range of 15 +/-1 degree C.","CNEG"
"0000",9/19/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",2.00,"DO","None","8.1","MG/L",0,"NE",,"CNEG"
"0000",9/19/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",2.00,"NH3T","None","0","MG/L",0,"NE",,"CNEG"
"0000",9/19/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",2.00,"NH3U","None","0","MG/L",0,"NE",,"CNEG"
"6448",9/19/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",2.00,"PH","None","7.86","PH",0,"NE",,"Result"
"6448",9/19/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",2.00,"SAL","None","32.3","PPT",0,"NE",,"Result"
"6448",9/19/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",2.00,"TEMP","None","16.2","C",0,"NE","Temperature out of recomemended range of 15 +/-1 degree C.","Result"
"6448",9/19/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",2.00,"DO","None","7.9","MG/L",0,"NE",,"Result"
"6448",9/19/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",2.00,"NH3T","None","0","MG/L",0,"NE",,"Result"
"6448",9/19/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",2.00,"NH3U","None","0","MG/L",0,"NE",,"Result"
"6405",9/19/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",2.00,"PH","None","7.88","PH",0,"NE",,"Result"
"6405",9/19/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",2.00,"SAL","None","32.3","PPT",0,"NE",,"Result"
"6405",9/19/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",2.00,"TEMP","None","16.5","C",0,"NE","Temperature out of recomemended range of 15 +/-1 degree C.","Result"
"6405",9/19/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",2.00,"DO","None","7.7","MG/L",0,"NE",,"Result"
"6405",9/19/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",2.00,"NH3T","None","0","MG/L",0,"NE",,"Result"
"6405",9/19/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",2.00,"NH3U","None","0","MG/L",0,"NE",,"Result"
"6413",9/19/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",2.00,"PH","None","7.83","PH",0,"NE",,"Result"
"6413",9/19/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",2.00,"SAL","None","31.9","PPT",0,"NE",,"Result"
"6413",9/19/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",2.00,"TEMP","None","16.5","C",0,"NE","Temperature out of recomemended range of 15 +/-1 degree C.","Result"
"6413",9/19/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",2.00,"DO","None","7.7","MG/L",0,"NE",,"Result"
"6413",9/19/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",2.00,"NH3T","None","0","MG/L",0,"NE",,"Result"
"6413",9/19/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",2.00,"NH3U","None","0","MG/L",0,"NE",,"Result"
"6432",9/19/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",2.00,"PH","None","7.92","PH",0,"NE",,"Result"
"6432",9/19/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",2.00,"SAL","None","31.9","PPT",0,"NE",,"Result"
"6432",9/19/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",2.00,"TEMP","None","16.3","C",0,"NE","Temperature out of recomemended range of 15 +/-1 degree C.","Result"
"6432",9/19/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",2.00,"DO","None","7.7","MG/L",0,"NE",,"Result"
"6432",9/19/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",2.00,"NH3T","None","0","MG/L",0,"NE",,"Result"
"6432",9/19/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",2.00,"NH3U","None","0","MG/L",0,"NE",,"Result"
"6437",9/19/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",2.00,"PH","None","7.89","PH",0,"NE",,"Result"
"6437",9/19/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",2.00,"SAL","None","31.9","PPT",0,"NE",,"Result"
"6437",9/19/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",2.00,"TEMP","None","16.1","C",0,"NE","Temperature out of recomemended range of 15 +/-1 degree C.","Result"
"6437",9/19/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",2.00,"DO","None","7.4","MG/L",0,"NE",,"Result"
"6437",9/19/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",2.00,"NH3T","None","0","MG/L",0,"NE",,"Result"
"6437",9/19/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",2.00,"NH3U","None","0","MG/L",0,"NE",,"Result"
"6462",9/19/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",2.00,"PH","None","7.91","PH",0,"NE",,"Result"
"6462",9/19/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",2.00,"SAL","None","31.8","PPT",0,"NE",,"Result"
"6462",9/19/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",2.00,"TEMP","None","15.7","C",0,"NE",,"Result"
"6462",9/19/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",2.00,"DO","None","7.8","MG/L",0,"NE",,"Result"
"6462",9/19/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",2.00,"NH3T","None","0","MG/L",0,"NE",,"Result"
"6462",9/19/2008 0:00:00,,"0809-S099","OL",-99.00,-99.00,"NR",2.00,"NH3U","None","0","MG/L",0,"NE",,"Result"
"0000",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"PH","None","7.99","PH",0,"NE",,"CNEG"
"0000",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"SAL","None","31.8","PPT",0,"NE",,"CNEG"
"0000",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"TEMP","None","15.2","C",0,"NE",,"CNEG"
"0000",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"DO","None","8.1","MG/L",0,"NE",,"CNEG"
"0000",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"NH3T","None","0","MG/L",0,"NE",,"CNEG"
"0000",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"NH3U","None","0","MG/L",0,"NE",,"CNEG"
"6384",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"PH","None","7.88","PH",0,"NE",,"Result"
"6384",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"SAL","None","32.2","PPT",0,"NE",,"Result"
"6384",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"TEMP","None","15.2","C",0,"NE",,"Result"
"6384",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"DO","None","8","MG/L",0,"NE",,"Result"
"6384",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"NH3T","None","0.7","MG/L",0,"NE",,"Result"
"6384",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"NH3U","None","0.011","MG/L",0,"NE",,"Result"
"6428",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"PH","None","7.87","PH",0,"NE",,"Result"
"6428",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"SAL","None","32.1","PPT",0,"NE",,"Result"
"6428",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"TEMP","None","15.2","C",0,"NE",,"Result"
"6428",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"DO","None","8","MG/L",0,"NE",,"Result"
"6428",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"NH3T","None","0.5","MG/L",0,"NE",,"Result"
"6428",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"NH3U","None","0.008","MG/L",0,"NE",,"Result"
"6383",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"PH","None","7.91","PH",0,"NE",,"Result"
"6383",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"SAL","None","31.9","PPT",0,"NE",,"Result"
"6383",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"TEMP","None","15.2","C",0,"NE",,"Result"
"6383",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"DO","None","8","MG/L",0,"NE",,"Result"
"6383",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"NH3T","None","1.1","MG/L",0,"NE",,"Result"
"6383",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"NH3U","None","0.019","MG/L",0,"NE",,"Result"
"6386",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"PH","None","7.95","PH",0,"NE",,"Result"
"6386",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"SAL","None","31.9","PPT",0,"NE",,"Result"
"6386",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"TEMP","None","15.2","C",0,"NE",,"Result"
"6386",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"DO","None","8","MG/L",0,"NE",,"Result"
"6386",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"NH3T","None","1.6","MG/L",0,"NE",,"Result"
"6386",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"NH3U","None","0.031","MG/L",0,"NE",,"Result"
"6450",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"PH","None","7.9","PH",0,"NE",,"Result"
"6450",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"SAL","None","32","PPT",0,"NE",,"Result"
"6450",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"TEMP","None","15.2","C",0,"NE",,"Result"
"6450",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"DO","None","7.9","MG/L",0,"NE",,"Result"
"6450",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"NH3T","None","0.1","MG/L",0,"NE",,"Result"
"6450",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"NH3U","None","0.001","MG/L",0,"NE",,"Result"
"6402",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"PH","None","7.85","PH",0,"NE",,"Result"
"6402",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"SAL","None","32","PPT",0,"NE",,"Result"
"6402",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"TEMP","None","15.2","C",0,"NE",,"Result"
"6402",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"DO","None","8","MG/L",0,"NE",,"Result"
"6402",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"NH3T","None","0","MG/L",0,"NE",,"Result"
"6402",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"NH3U","None","0","MG/L",0,"NE",,"Result"
"6387",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"PH","None","7.9","PH",0,"NE",,"Result"
"6387",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"SAL","None","32.2","PPT",0,"NE",,"Result"
"6387",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"TEMP","None","15.2","C",0,"NE",,"Result"
"6387",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"DO","None","8","MG/L",0,"NE",,"Result"
"6387",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"NH3T","None","0.1","MG/L",0,"NE",,"Result"
"6387",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"NH3U","None","0.001","MG/L",0,"NE",,"Result"
"6416",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"PH","None","7.9","PH",0,"NE",,"Result"
"6416",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"SAL","None","32.3","PPT",0,"NE",,"Result"
"6416",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"TEMP","None","15.2","C",0,"NE",,"Result"
"6416",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"DO","None","8.1","MG/L",0,"NE",,"Result"
"6416",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"NH3T","None","0.4","MG/L",0,"NE",,"Result"
"6416",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"NH3U","None","0.007","MG/L",0,"NE",,"Result"
"6404",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"PH","None","7.95","PH",0,"NE",,"Result"
"6404",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"SAL","None","32.2","PPT",0,"NE",,"Result"
"6404",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"TEMP","None","15.2","C",0,"NE",,"Result"
"6404",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"DO","None","7.9","MG/L",0,"NE",,"Result"
"6404",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"NH3T","None","0","MG/L",0,"NE",,"Result"
"6404",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"NH3U","None","0","MG/L",0,"NE",,"Result"
"6424",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"PH","None","7.96","PH",0,"NE",,"Result"
"6424",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"SAL","None","32.1","PPT",0,"NE",,"Result"
"6424",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"TEMP","None","15.2","C",0,"NE",,"Result"
"6424",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"DO","None","7.6","MG/L",0,"NE",,"Result"
"6424",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"NH3T","None","0","MG/L",0,"NE",,"Result"
"6424",10/20/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",0.00,"NH3U","None","0","MG/L",0,"NE",,"Result"
"0000",10/22/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",2.00,"PH","None","7.85","PH",0,"NE",,"CNEG"
"0000",10/22/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",2.00,"SAL","None","32.8","PPT",0,"NE",,"CNEG"
"0000",10/22/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",2.00,"TEMP","None","14.8","C",0,"NE",,"CNEG"
"0000",10/22/2008 0:00:00,,"0809-S251","OL",-99.00,-99.00,"NR",2.00,"DO","None","8.1","MG/L",0,"NE",,"CNEG"
