"B08Component","SampleType","B08_StationID","NominalLongitude","Orig_Survey","StratumB08","StratumB08_Actual","Region","RHMP","RHMP_stratum","RHMP_name","SD_Intense","PanelStatus","Abandoned","EvalStatus","EvalCode","EvalCodeReason","Replaced_ID","Replacement_ID","counter","sumTS","sumTNS","sumNT","sumNN","DisjointPolygonArea","DisjPolyArea_Adj","DisjPolyArea_AdjB","areawt_Unadj","areawt_Unadj4FRAMEERROR","areawt_Adj","areawt_AdjB","AREAWT_Final","GIS_Area_sqkm","FinalEstStratumArea","AdditionalComments","SCCWRP_SiteID","Orig_StationID","FinalPanel","MSPanel","Filename","EvalCode2","EvalCode2Reason","SampleLatitude","SampleLongitude","SampleDepth","InDepthRange","Region_Code","SD_CoPer_Lagoon","SD_Lagoon_Name","BenthicStation","SedGrabAttempt","SuccessSedGrab","SedGrabFailCode","SedGrabFailReason","SuccessBenthic","SumDisjPoly","SumDisjPolyArea_Adj","LastChangeDate","ToxicityStation","SuccessTox","CounterB","BsumTS","BsumTNS","BsumNT","BsumNN","areawt_FINALB","sameweight","adjust","Comments","AnalysisLatitude","AnalysisLongitude","AnalysisDepth"
"Coastal Ecology","Toxicity","6124",-117.12,"B08","Estuaries Large","Estuaries","San Diego Bay","N","NA","NA","N","Panel1",0,"Eval","TNS","Targetted Not Sampled",,,1.00,12.00,1.00,0.00,0.00,6.29,6.29,6.29,0.52,0.48,0.48,0.48,0.48,9.03,9.02,,"Bight08_SiteID-0057",6124.00,"B08_LG_Panel_1","NA","Bight08_Sites_04222008.shp","AD","Access Denied",,,-99.00,"NA","1","N","NA",,"Y","N","Z","No Access","N",9.03,9.02,4/15/2010 12:36:44,"Y","N",1.00,12.00,1.00,0.00,0.00,0.48,"Y","Y","In Naval restricted area",,,-99.00
"Coastal Ecology","Toxicity","6354",-117.88,"B03","Estuaries Large","Estuaries","Upper Newport Bay","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",1.00,12.00,1.00,0.00,0.00,6.29,6.29,6.29,0.52,0.48,0.48,0.48,0.48,9.03,9.02,,"MSBight03-4104",4104.00,"B03_TCB_LG_Panel_1","MSB03Panel_1","B03_and_B98_Panel1_043008.shp","TS","Targetted Sampled",33.63,-117.88,3.00,"Y","2","N","NA",,"Y","Y","None","No Failure","Y",9.03,9.02,4/15/2010 12:36:44,"Y","Y",1.00,12.00,1.00,0.00,0.00,0.48,"Y","Y",,33.63,-117.88,3.00
"Coastal Ecology","Toxicity","6362",-117.88,"B03","Estuaries Large","Estuaries","Upper Newport Bay","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",2.00,12.00,1.00,0.00,0.00,6.29,6.29,6.29,0.52,0.48,0.48,0.48,0.48,9.03,9.02,,"MSBight03-4017",4017.00,"B03_TCB_LG_Panel_1","MSB03Panel_1","B03_and_B98_Panel1_043008.shp","TS","Targetted Sampled",33.64,-117.88,4.00,"Y","2","N","NA",,"Y","Y","None","No Failure","Y",9.03,9.02,4/15/2010 12:36:44,"Y","Y",2.00,12.00,1.00,0.00,0.00,0.48,"Y","Y",,33.64,-117.88,3.90
"Coastal Ecology","Toxicity","6363",-117.88,"B03","Estuaries Large","Estuaries","Upper Newport Bay","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",3.00,12.00,1.00,0.00,0.00,6.29,6.29,6.29,0.52,0.48,0.48,0.48,0.48,9.03,9.02,,"MSBight03-4075",4075.00,"B03_TCB_LG_Panel_1","MSB03Panel_1","B03_and_B98_Panel1_043008.shp","TS","Targetted Sampled",33.64,-117.88,3.20,"Y","2","N","NA",,"Y","Y","None","No Failure","Y",9.03,9.02,4/15/2010 12:36:44,"Y","Y",3.00,12.00,1.00,0.00,0.00,0.48,"Y","Y",,33.64,-117.88,3.00
"Coastal Ecology","Toxicity","6372",-118.03,"B08","Estuaries Large","Estuaries","Bolsa Chica","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",4.00,12.00,1.00,0.00,0.00,6.29,6.29,6.29,0.52,0.48,0.48,0.48,0.48,9.03,9.02,,"Bight08_SiteID-0083",6372.00,"B08_LG_Panel_1","NA","Bight08_Sites_04222008.shp","TS","Targetted Sampled",33.68,-118.03,1.00,"Y","2","N","NA",,"Y","Y","None","No Failure","Y",9.03,9.02,4/15/2010 12:36:44,"Y","Y",4.00,12.00,1.00,0.00,0.00,0.48,"Y","Y",,33.68,-118.03,1.10
"Coastal Ecology","Toxicity","6375",-118.04,"B08","Estuaries Large","Estuaries","Bolsa Chica","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",5.00,12.00,1.00,0.00,0.00,6.29,6.29,6.29,0.52,0.48,0.48,0.48,0.48,9.03,9.02,,"Bight08_SiteID-0019",6375.00,"B08_LG_Panel_1","NA","Bight08_Sites_04222008.shp","TS","Targetted Sampled",33.69,-118.04,0.80,"Y","2","N","NA",,"Y","Y","None","No Failure","Y",9.03,9.02,4/15/2010 12:36:44,"Y","Y",5.00,12.00,1.00,0.00,0.00,0.48,"Y","Y",,33.69,-118.04,0.80
"Coastal Ecology","Toxicity","6382",-118.04,"B03","Estuaries Large","Estuaries","Bolsa Chica","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",6.00,12.00,1.00,0.00,0.00,6.29,6.29,6.29,0.52,0.48,0.48,0.48,0.48,9.03,9.02,,"MSBight03-4161",4161.00,"B03_TCB_LG_Panel_1","MSB03Panel_1","B03_and_B98_Panel1_043008.shp","TS","Targetted Sampled",33.70,-118.04,1.20,"Y","2","N","NA",,"Y","Y","None","No Failure","Y",9.03,9.02,4/15/2010 12:36:44,"Y","Y",6.00,12.00,1.00,0.00,0.00,0.48,"Y","Y",,33.70,-118.04,1.20
"Coastal Ecology","Toxicity","6438",-118.08,"B08","Estuaries Large","Estuaries","Seal Beach","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",7.00,12.00,1.00,0.00,0.00,6.29,6.29,6.29,0.52,0.48,0.48,0.48,0.48,9.03,9.02,,"Bight08_SiteID-0099",6438.00,"B08_LG_Panel_1","NA","Bight08_Sites_04222008.shp","TS","Targetted Sampled",33.74,-118.08,1.80,"Y","2","N","NA",,"Y","Y","None","No Failure","Y",9.03,9.02,4/15/2010 12:36:44,"Y","Y",7.00,12.00,1.00,0.00,0.00,0.48,"Y","Y",,33.74,-118.08,1.80
"Coastal Ecology","Toxicity","6451",-118.08,"B08","Estuaries Large","Estuaries","Seal Beach","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",8.00,12.00,1.00,0.00,0.00,6.29,6.29,6.29,0.52,0.48,0.48,0.48,0.48,9.03,9.02,,"Bight08_SiteID-0051",6451.00,"B08_LG_Panel_1","NA","Bight08_Sites_04222008.shp","TS","Targetted Sampled",33.74,-118.08,0.60,"Y","2","N","NA",,"Y","Y","None","No Failure","Y",9.03,9.02,4/15/2010 12:36:44,"Y","Y",8.00,12.00,1.00,0.00,0.00,0.48,"Y","Y",,33.74,-118.08,0.40
"Coastal Ecology","Toxicity","6485",-118.10,"B03","Estuaries Large","Estuaries","Los Alamitos Estuary","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",9.00,12.00,1.00,0.00,0.00,6.29,6.29,6.29,0.52,0.48,0.48,0.48,0.48,9.03,9.02,,"MSBight03-4118",4118.00,"B03_TCB_LG_Panel_1","MSB03Panel_1","B03_and_B98_Panel1_043008.shp","TS","Targetted Sampled",33.76,-118.10,3.90,"Y","2","N","NA",,"Y","Y","None","No Failure","Y",9.03,9.02,4/15/2010 12:36:44,"Y","Y",9.00,12.00,1.00,0.00,0.00,0.48,"Y","Y",,33.76,-118.10,3.50
"Coastal Ecology","Toxicity","6500",-118.20,"B03","Estuaries Large","Estuaries","Los Angeles River Estuary","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",10.00,12.00,1.00,0.00,0.00,6.29,6.29,6.29,0.52,0.48,0.48,0.48,0.48,9.03,9.02,,"MSBight03-4142",4142.00,"B03_TCB_LG_Panel_1","MSB03Panel_1","B03_and_B98_Panel1_043008.shp","TS","Targetted Sampled",33.78,-118.20,2.90,"Y","2","N","NA",,"Y","Y","None","No Failure","Y",9.03,9.02,4/15/2010 12:36:44,"Y","Y",10.00,12.00,1.00,0.00,0.00,0.48,"Y","Y",,33.78,-118.20,2.80
"Coastal Ecology","Toxicity","6539",-119.11,"B08","Estuaries Large","Estuaries","Mugu Lagoon-south","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",11.00,12.00,1.00,0.00,0.00,6.29,6.29,6.29,0.52,0.48,0.48,0.48,0.48,9.03,9.02,,"Bight08_SiteID-0004",6539.00,"B08_LG_Panel_1","NA","Bight08_Sites_04222008.shp","TS","Targetted Sampled",34.10,-119.11,0.50,"Y","3","N","NA",,"Y","Y","None","No Failure","Y",9.03,9.02,4/15/2010 12:36:44,"Y","Y",11.00,12.00,1.00,0.00,0.00,0.48,"Y","Y",,34.10,-119.11,0.50
"Coastal Ecology","Toxicity","6543",-119.09,"B08","Estuaries Large","Estuaries","Mugu Lagoon-south","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",12.00,12.00,1.00,0.00,0.00,6.29,6.29,6.29,0.52,0.48,0.48,0.48,0.48,9.03,9.02,,"Bight08_SiteID-0068",6543.00,"B08_LG_Panel_1","NA","Bight08_Sites_04222008.shp","TS","Targetted Sampled",34.11,-119.09,1.20,"Y","3","N","NA",,"Y","Y","None","No Failure","Y",9.03,9.02,4/15/2010 12:36:44,"Y","Y",12.00,12.00,1.00,0.00,0.00,0.48,"Y","Y",,34.11,-119.09,1.20
"Coastal Ecology","Toxicity","6270",-117.31,"B03","Estuaries Large","Estuaries","Agua Hedionda Lagoon","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",1.00,1.00,0.00,0.00,0.00,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,9.03,9.02,,"MSBight03-4087",4087.00,"B03_SM_CoPermit_Panel_1","MSB03Panel_1","B03_and_B98_Panel1_043008.shp","TS","Targetted Sampled",33.13,-117.31,0.60,"Y","1","Y","Agua Hedionda Lagoon-10",,"Y","Y","None","No Failure","Y",9.03,9.02,4/15/2010 12:36:44,"Y","Y",1.00,1.00,0.00,0.00,0.00,0.17,"Y","N",,33.13,-117.31,0.60
"Coastal Ecology","Toxicity","6271",-117.32,"B03","Estuaries Large","Estuaries","Agua Hedionda Lagoon","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",1.00,1.00,0.00,0.00,0.00,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,9.03,9.02,,"MSBight03-4304",4304.00,"B03_SM_Intense_CoPermit_Panel_1","MSB03Panel_1","B03_and_B98_Panel1_043008.shp","TS","Targetted Sampled",33.14,-117.32,2.36,"Y","1","Y","Agua Hedionda Lagoon-6",,"Y","Y","None","No Failure","Y",9.03,9.02,4/15/2010 12:36:44,"Y","Y",1.00,1.00,0.00,0.00,0.00,0.22,"Y","N",,33.14,-117.32,2.36
"Coastal Ecology","Toxicity","6269",-117.33,"B03","Estuaries Large","Estuaries","Agua Hedionda Lagoon","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",1.00,1.00,0.00,0.00,0.00,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,9.03,9.02,,"MSBight03-4049",4049.00,"B03_SM_CoPermit_Panel_1","MSB03Panel_1","B03_and_B98_Panel1_043008.shp","TS","Targetted Sampled",33.13,-117.33,6.70,"Y","1","Y","Agua Hedionda Lagoon-7",,"Y","Y","None","No Failure","Y",9.03,9.02,4/15/2010 12:36:44,"Y","Y",1.00,1.00,0.00,0.00,0.00,0.21,"Y","N",,33.13,-117.33,6.70
"Coastal Ecology","Toxicity","6282",-117.33,"B08","Estuaries Large","Estuaries","Agua Hedionda Lagoon","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",1.00,1.00,0.00,0.00,0.00,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,9.03,9.02,,"Bight08_SiteID-0089",6282.00,"B08_SM_CoPermit_Panel_1","NA","Bight08_Sites_04222008.shp","TS","Targetted Sampled",33.14,-117.33,2.40,"Y","1","Y","Agua Hedionda Lagoon-8",,"Y","Y","None","No Failure","Y",9.03,9.02,4/15/2010 12:36:44,"Y","Y",1.00,1.00,0.00,0.00,0.00,0.17,"Y","N",,33.14,-117.33,2.40
"Coastal Ecology","Toxicity","6280",-117.32,"B08","Estuaries Large","Estuaries","Agua Hedionda Lagoon","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",1.00,1.00,0.00,0.00,0.00,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,9.03,9.02,,"SD_estuaries_B08-010",6280.00,"CoPermit_Panel_1","NA","CoPermittee08_Panel_1_0506200808.shp","TS","Targetted Sampled",33.14,-117.32,2.74,"Y","1","Y","Agua Hedionda Lagoon-9",,"Y","Y","None","No Failure","Y",9.03,9.02,4/15/2010 12:36:44,"Y","Y",1.00,1.00,0.00,0.00,0.00,0.24,"Y","N",,33.14,-117.32,2.74
"Coastal Ecology","Toxicity","6264",-117.28,"B08","Estuaries Large","Estuaries","Batiquitos Lagoon","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",1.00,1.00,0.00,0.00,0.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,9.03,9.02,,"SD_estuaries_B08-011",6264.00,"CoPermit_Panel_1","NA","CoPermittee08_Panel_1_0506200808.shp","TS","Targetted Sampled",33.09,-117.28,0.45,"Y","1","Y","Batiquitos Lagoon-11",,"Y","Y","None","No Failure","Y",9.03,9.02,4/15/2010 12:36:44,"Y","Y",1.00,1.00,0.00,0.00,0.00,0.18,"Y","N",,33.09,-117.28,0.45
"Coastal Ecology","Toxicity","6251",-117.31,"B08","Estuaries Large","Estuaries","Batiquitos Lagoon","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",1.00,1.00,0.00,0.00,0.00,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,9.03,9.02,,"Bight08_SiteID-0041",6251.00,"B08_SM_CoPermit_Panel_1","NA","Bight08_Sites_04222008.shp","TS","Targetted Sampled",33.08,-117.31,1.67,"Y","1","Y","Batiquitos Lagoon-12",,"Y","Y","None","No Failure","Y",9.03,9.02,4/15/2010 12:36:44,"Y","Y",1.00,1.00,0.00,0.00,0.00,0.18,"Y","N",,33.08,-117.31,1.68
"Coastal Ecology","Toxicity","6253",-117.30,"B08","Estuaries Large","Estuaries","Batiquitos Lagoon","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",1.00,1.00,0.00,0.00,0.00,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,9.03,9.02,,"SD_estuaries_B08-003",6253.00,"CoPermit_Panel_1","NA","CoPermittee08_Panel_1_0506200808.shp","TS","Targetted Sampled",33.08,-117.30,1.61,"Y","1","Y","Batiquitos Lagoon-13",,"Y","Y","None","No Failure","Y",9.03,9.02,4/15/2010 12:36:44,"Y","Y",1.00,1.00,0.00,0.00,0.00,0.21,"Y","N",,33.08,-117.30,1.61
"Coastal Ecology","Toxicity","6250",-117.29,"B08","Estuaries Large","Estuaries","Batiquitos Lagoon","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",1.00,1.00,0.00,0.00,0.00,0.21,0.21,0.21,0.20,0.20,0.20,0.20,0.20,9.03,9.02,,"SD_estuaries_B08-019",6250.00,"CoPermit_Panel_1","NA","CoPermittee08_Panel_1_0506200808.shp","TS","Targetted Sampled",33.08,-117.29,0.57,"Y","1","Y","Batiquitos Lagoon-14",,"Y","Y","None","No Failure","Y",9.03,9.02,4/15/2010 12:36:44,"Y","Y",1.00,1.00,0.00,0.00,0.00,0.20,"Y","N",,33.08,-117.29,0.57
"Coastal Ecology","Toxicity","6252",-117.27,"B08","Estuaries Large","Estuaries","Batiquitos Lagoon","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",1.00,1.00,0.00,0.00,0.00,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,9.03,9.02,,"SD_estuaries_B08-031",6252.00,"CoPermit_Panel_1","NA","CoPermittee08_Panel_1_0506200808.shp","TS","Targetted Sampled",33.08,-117.27,1.52,"Y","1","Y","Batiquitos Lagoon-15",,"Y","Y","None","No Failure","Y",9.03,9.02,4/15/2010 12:36:44,"Y","Y",1.00,1.00,0.00,0.00,0.00,0.13,"Y","N",,33.08,-117.27,1.52
"Coastal Ecology","Toxicity","6192",-117.22,"B03","Estuaries Large","Estuaries","San Diego River","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",1.00,1.00,0.00,0.00,0.00,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,9.03,9.02,,"MSBight03-4033",4033.00,"B03_LG_CoPermit_Panel_1","MSB03Panel_1","B03_and_B98_Panel1_043008.shp","TS","Targetted Sampled",32.75,-117.22,0.53,"Y","1","Y","San Diego River-26",,"Y","Y","None","No Failure","Y",9.03,9.02,4/15/2010 12:36:44,"Y","Y",1.00,1.00,0.00,0.00,0.00,0.16,"Y","N",,32.75,-117.22,0.53
"Coastal Ecology","Toxicity","6189",-117.24,"B08","Estuaries Large","Estuaries","San Diego River","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",1.00,1.00,0.00,0.00,0.00,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,9.03,9.02,,"SD_estuaries_B08-013",6189.00,"CoPermit_Panel_1","NA","CoPermittee08_Panel_1_0506200808.shp","TS","Targetted Sampled",32.75,-117.24,0.30,"Y","1","Y","San Diego River-27",,"Y","Y","None","No Failure","Y",9.03,9.02,4/15/2010 12:36:44,"Y","Y",1.00,1.00,0.00,0.00,0.00,0.08,"Y","N",,32.75,-117.24,0.30
"Coastal Ecology","Toxicity","6181",-117.23,"B03","Estuaries Large","Estuaries","San Diego River","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",1.00,1.00,0.00,0.00,0.00,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,9.03,9.02,,"MSBight03-4264",4264.00,"B03_LG__Intense_CoPermit_Panel_1","MSB03Panel_1","B03_and_B98_Panel1_043008.shp","TS","Targetted Sampled",32.75,-117.23,1.10,"Y","1","Y","San Diego River-28",,"Y","Y","None","No Failure","Y",9.03,9.02,4/15/2010 12:36:44,"Y","Y",1.00,1.00,0.00,0.00,0.00,0.17,"Y","N",,32.75,-117.23,1.10
"Coastal Ecology","Toxicity","6203",-117.20,"B08","Estuaries Large","Estuaries","San Diego River","N","NA","NA","N","Panel1",0,"Eval","NT","Non Target Outside Population",,,1.00,1.00,0.00,1.00,0.00,0.03,0.02,0.02,0.03,0.03,0.01,0.01,0.01,9.03,9.02,,"SD_estuaries_B08-033",6203.00,"CoPermit_Panel_1","NA","CoPermittee08_Panel_1_0506200808.shp","NT","Non Target Outside Population",,,-99.00,"NA","1","Y","San Diego River-29",,"Y","N","Other","salinity too low","N",9.03,9.02,4/15/2010 12:36:44,"Y","N",1.00,1.00,0.00,1.00,0.00,0.01,"Y","Y",,,,-99.00
"Coastal Ecology","Toxicity","6200",-117.21,"B08","Estuaries Large","Estuaries","San Diego River","N","NA","NA","N","Overdraw1",0,"Eval","TS","Targetted Sampled",,"NA",1.00,1.00,0.00,1.00,0.00,0.03,0.02,0.02,0.03,0.03,0.01,0.01,0.01,9.03,9.02,,"SD_estuaries_B08-097",6200.00,"CoPermit_OverSamp","NA","CoPermittee08_Panel_1_0506200808.shp","TS","Targetted Sampled",32.76,-117.21,1.70,"Y","1","Y","San Diego River-29",,"Y","Y","None","No Failure","Y",9.03,9.02,4/15/2010 12:36:44,"Y","Y",1.00,1.00,0.00,1.00,0.00,0.01,"Y","Y",,32.76,-117.21,1.70
"Coastal Ecology","Toxicity","6197",-117.22,"B08","Estuaries Large","Estuaries","San Diego River","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",1.00,1.00,0.00,0.00,0.00,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,9.03,9.02,,"SD_estuaries_B08-133",6197.00,"CoPermit_Panel_1","NA","CoPermittee08_Panel_1_0506200808.shp","TS","Targetted Sampled",32.76,-117.22,0.54,"Y","1","Y","San Diego River-30",,"Y","Y","None","No Failure","Y",9.03,9.02,4/15/2010 12:36:44,"Y","Y",1.00,1.00,0.00,0.00,0.00,0.03,"Y","N",,32.76,-117.22,0.54
"Coastal Ecology","Toxicity","6060",-117.09,"B08","Estuaries Large","Estuaries","Sweetwater River","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",1.00,1.00,0.00,0.00,0.00,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,9.03,9.02,,"SD_estuaries_B08-188",6060.00,"CoPermit_Panel_1","NA","CoPermittee08_Panel_1_0506200808.shp","TS","Targetted Sampled",32.65,-117.09,1.03,"Y","1","Y","Sweetwater River-31",,"Y","Y","None","No Failure","Y",9.03,9.02,4/15/2010 12:36:44,"Y","Y",1.00,1.00,0.00,0.00,0.00,0.03,"Y","N",,32.65,-117.09,1.03
"Coastal Ecology","Toxicity","6052",-117.10,"B08","Estuaries Large","Estuaries","Sweetwater River","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",1.00,1.00,0.00,0.00,0.00,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,9.03,9.02,,"SD_estuaries_B08-108",6052.00,"CoPermit_Panel_1","NA","CoPermittee08_Panel_1_0506200808.shp","TS","Targetted Sampled",32.65,-117.10,2.28,"Y","1","Y","Sweetwater River-32",,"Y","Y","None","No Failure","Y",9.03,9.02,4/15/2010 12:36:44,"Y","Y",1.00,1.00,0.00,0.00,0.00,0.04,"Y","N",,32.65,-117.10,2.28
"Coastal Ecology","Toxicity","6057",-117.10,"B08","Estuaries Large","Estuaries","Sweetwater River","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",1.00,1.00,0.00,0.00,0.00,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,9.03,9.02,,"SD_estuaries_B08-044",6057.00,"CoPermit_Panel_1","NA","CoPermittee08_Panel_1_0506200808.shp","TS","Targetted Sampled",32.65,-117.10,1.67,"Y","1","Y","Sweetwater River-33",,"Y","Y","None","No Failure","Y",9.03,9.02,4/15/2010 12:36:44,"Y","Y",1.00,1.00,0.00,0.00,0.00,0.03,"Y","N",,32.65,-117.10,1.67
"Coastal Ecology","Toxicity","6069",-117.08,"B08","Estuaries Large","Estuaries","Sweetwater River","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",1.00,1.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,9.03,9.02,,"SD_estuaries_B08-016",6069.00,"CoPermit_Panel_1","NA","CoPermittee08_Panel_1_0506200808.shp","TS","Targetted Sampled",32.65,-117.08,1.50,"Y","1","Y","Sweetwater River-34",,"Y","Y","None","No Failure","Y",9.03,9.02,4/15/2010 12:36:44,"Y","Y",1.00,1.00,0.00,0.00,0.00,0.01,"Y","N",,32.65,-117.08,1.50
"Coastal Ecology","Toxicity","6065",-117.09,"B08","Estuaries Large","Estuaries","Sweetwater River","N","NA","NA","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",1.00,1.00,0.00,0.00,0.00,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,9.03,9.02,,"SD_estuaries_B08-060",6065.00,"CoPermit_Panel_1","NA","CoPermittee08_Panel_1_0506200808.shp","TS","Targetted Sampled",32.65,-117.09,1.20,"Y","1","Y","Sweetwater River-35",,"Y","Y","None","No Failure","Y",9.03,9.02,4/15/2010 12:36:44,"Y","Y",1.00,1.00,0.00,0.00,0.00,0.02,"Y","N",,32.65,-117.09,1.20
"Coastal Ecology","Toxicity","6044",-117.11,"B08","Estuaries Large","Estuaries","San Diego Bay","Y","Fresh","San Diego Bay-Fresh","N","Overdraw1",0,"Eval","TS","Targetted Sampled",,"NA",1.00,5.00,0.00,0.00,0.00,0.13,0.13,0.13,0.02,0.02,0.02,0.02,0.02,9.03,9.02,,"ALL_RHMP_B08-107",6044.00,"RHMP_OverSamp","NA","ALL_RHMP_B08_05022008_SitesD.shp","TS","Targetted Sampled",32.64,-117.11,12.13,"Y","1","N","NA",,"Y","Y","None","No Failure","Y",9.03,9.02,4/15/2010 12:36:44,"Y","Y",1.00,5.00,0.00,0.00,0.00,0.02,"Y","N",,32.64,-117.11,12.13
"Coastal Ecology","Toxicity","6045",-117.11,"B08","Estuaries Large","Estuaries","San Diego Bay","Y","Fresh","San Diego Bay-Fresh","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",2.00,5.00,0.00,0.00,0.00,0.13,0.13,0.13,0.02,0.02,0.02,0.02,0.02,9.03,9.02,,"ALL_RHMP_B08-027",6045.00,"RHMP_Panel_1","NA","ALL_RHMP_B08_05022008_SitesD.shp","TS","Targetted Sampled",32.64,-117.11,10.97,"Y","1","N","NA",,"Y","Y","None","No Failure","Y",9.03,9.02,4/15/2010 12:36:44,"Y","Y",2.00,5.00,0.00,0.00,0.00,0.02,"Y","N",,32.64,-117.11,10.97
"Coastal Ecology","Toxicity","6046",-117.11,"B08","Estuaries Large","Estuaries","San Diego Bay","Y","Fresh","San Diego Bay-Fresh","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",3.00,5.00,0.00,0.00,0.00,0.13,0.13,0.13,0.02,0.02,0.02,0.02,0.02,9.03,9.02,,"ALL_RHMP_B08-043",6046.00,"RHMP_Panel_1","NA","ALL_RHMP_B08_05022008_SitesD.shp","TS","Targetted Sampled",32.64,-117.11,11.82,"Y","1","N","NA",,"Y","Y","None","No Failure","Y",9.03,9.02,4/15/2010 12:36:44,"Y","Y",3.00,5.00,0.00,0.00,0.00,0.02,"Y","N",,32.64,-117.11,11.82
"Coastal Ecology","Toxicity","6047",-117.11,"B08","Estuaries Large","Estuaries","San Diego Bay","Y","Fresh","San Diego Bay-Fresh","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",4.00,5.00,0.00,0.00,0.00,0.13,0.13,0.13,0.02,0.02,0.02,0.02,0.02,9.03,9.02,,"ALL_RHMP_B08-091",6047.00,"RHMP_Panel_1","NA","ALL_RHMP_B08_05022008_SitesD.shp","TS","Targetted Sampled",32.64,-117.11,4.57,"Y","1","N","NA",,"Y","Y","None","No Failure","Y",9.03,9.02,4/15/2010 12:36:44,"Y","Y",4.00,5.00,0.00,0.00,0.00,0.02,"Y","N",,32.64,-117.11,4.57
"Coastal Ecology","Toxicity","6049",-117.11,"B08","Estuaries Large","Estuaries","San Diego Bay","Y","Fresh","San Diego Bay-Fresh","N","Panel1",0,"Eval","TS","Targetted Sampled",,"NA",5.00,5.00,0.00,0.00,0.00,0.13,0.13,0.13,0.02,0.02,0.02,0.02,0.02,9.03,9.02,,"ALL_RHMP_B08-059",6049.00,"RHMP_Panel_1","NA","ALL_RHMP_B08_05022008_SitesD.shp","TS","Targetted Sampled",32.64,-117.11,10.75,"Y","1","N","NA",,"Y","Y","None","No Failure","Y",9.03,9.02,4/15/2010 12:36:44,"Y","Y",5.00,5.00,0.00,0.00,0.00,0.02,"Y","N",,32.64,-117.11,10.75
