objectid,stationid,lab,sampletypecode,toxbatch,fieldreplicate,species,endpoint,units,mean,control_mean,adjusted_control_mean,stddev,coefficientvariance,pvalue,n,sigeffect,qacode,sqocategory,matrix,treatment,dilution,comments,latitude,longitude,stationwaterdepth,stationwaterdepthunits,stratum,areaweight
388,B23-12079,Aquatic Bioassay and Consulting Laboratories,Grab,MYT081523_B23,1,Mytilus galloprovincialis,10 day survival percent;Percent normal-alive,percentage,97.872,97.13,100.763924637084,1.3750345450206,0.0140493148706535,0.195053279011271,5,NSC,"A;E;X;C;D;O,X,C;O,X",Nontoxic,Whole Sediment;Sediment Water Interface,None,-88,"NA;Survival in Sample A replicate 1 was 90% in initial (3/27/23) test. ;Survival in Sample A replicate 2 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 3 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 4 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 5 was 55% in initial (3/27/23) test. ;Survival in Sample B replicate 1 was 75% in initial (3/27/23) test. ;Survival in Sample B replicate 2 was 90% in initial (3/27/23) test. ;Survival in Sample B replicate 3 was 65% in initial (3/27/23) test. ;Survival in Sample B replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample B replicate 5 was 85% in initial (3/27/23) test. ;Increased debris observed in the vial during scoring.;An error occurred when terminating the test where portions of one replicate were inadvertently mixed with the prior replicate. Therefore, this replicate was removed from the data analysis.;Observations of significant debris during scoring, counts verified by senior analyst; replicate is a statistical outlier, not excluded from mean normal-alive because replicate 2 was already removed due to error at termination.;More sediment observed in vial compared to others during counting;Survival in Sample C replicate 1 was 75% in initial (3/27/23) test. ;Survival in Sample C replicate 2 was 85% in initial (3/27/23) test. ;Survival in Sample C replicate 3 was 85% in initial (3/27/23) test. ;Survival in Sample C replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample C replicate 5 was 85% in initial (3/27/23) test. ;Survival in Sample D replicate 1 was 95% in initial (3/27/23) test. ;Survival in Sample D replicate 2 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 3 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 5 was 90% in initial (3/27/23) test. ;Sample was 14 days and 13 hours old at time of test initiation.;Partial loss of embryos during termination.  Heavy debris also observed. Excluded from analysis using Grubbs Outlier Test;Replicate equilibrated an additional 24 hours with one water exchange prior to test initiation;Salinity at 27 ppt;Salinity at 17 ppt;Previously was the exact same as another batch. Error noticed by Darrin Greenstein, DB change was requested by Angelika Moskova;Complete loss of embryos during test termination.  No bottom on vial due to manufacturer error. Excluded from analysis using Grubbs outlier test;Replicate Likely not initiated, no bodies recovered;SAMPLE NOT INNOCULATED, TECH ERROR;Screen Tube Control;Yaquina Bay Control;Test initially performed within 14 days of sample receipt (3/27/23) was run with incorrect control sediment. Retest initiated on 4/12/23.;Salinity at 32 ppt",33.7594917,-118.185567,10,m,Marina,
389,0000,Aquatic Bioassay and Consulting Laboratories,CNEG,MYT081623_B2312027,1,Mytilus galloprovincialis,10 day survival percent;Percent normal-alive,percentage,97.132,97.132,100,1.5085323993869,0.0155307457829232,0.5,5,NSC,"A;E;X;C;D;O,X,C;O,X",Nontoxic,Whole Sediment;Sediment Water Interface,None,-88,"NA;Survival in Sample A replicate 1 was 90% in initial (3/27/23) test. ;Survival in Sample A replicate 2 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 3 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 4 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 5 was 55% in initial (3/27/23) test. ;Survival in Sample B replicate 1 was 75% in initial (3/27/23) test. ;Survival in Sample B replicate 2 was 90% in initial (3/27/23) test. ;Survival in Sample B replicate 3 was 65% in initial (3/27/23) test. ;Survival in Sample B replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample B replicate 5 was 85% in initial (3/27/23) test. ;Increased debris observed in the vial during scoring.;An error occurred when terminating the test where portions of one replicate were inadvertently mixed with the prior replicate. Therefore, this replicate was removed from the data analysis.;Observations of significant debris during scoring, counts verified by senior analyst; replicate is a statistical outlier, not excluded from mean normal-alive because replicate 2 was already removed due to error at termination.;More sediment observed in vial compared to others during counting;Survival in Sample C replicate 1 was 75% in initial (3/27/23) test. ;Survival in Sample C replicate 2 was 85% in initial (3/27/23) test. ;Survival in Sample C replicate 3 was 85% in initial (3/27/23) test. ;Survival in Sample C replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample C replicate 5 was 85% in initial (3/27/23) test. ;Survival in Sample D replicate 1 was 95% in initial (3/27/23) test. ;Survival in Sample D replicate 2 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 3 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 5 was 90% in initial (3/27/23) test. ;Sample was 14 days and 13 hours old at time of test initiation.;Partial loss of embryos during termination.  Heavy debris also observed. Excluded from analysis using Grubbs Outlier Test;Replicate equilibrated an additional 24 hours with one water exchange prior to test initiation;Salinity at 27 ppt;Salinity at 17 ppt;Previously was the exact same as another batch. Error noticed by Darrin Greenstein, DB change was requested by Angelika Moskova;Complete loss of embryos during test termination.  No bottom on vial due to manufacturer error. Excluded from analysis using Grubbs outlier test;Replicate Likely not initiated, no bodies recovered;SAMPLE NOT INNOCULATED, TECH ERROR;Screen Tube Control;Yaquina Bay Control;Test initially performed within 14 days of sample receipt (3/27/23) was run with incorrect control sediment. Retest initiated on 4/12/23.;Salinity at 32 ppt",,,,,,
390,B23-12027,Aquatic Bioassay and Consulting Laboratories,Grab,MYT081623_B2312027,1,Mytilus galloprovincialis,10 day survival percent;Percent normal-alive,percentage,94.44,97.132,97.228513775069,2.79099444642944,0.02955309663733,0.0526740595700961,5,NSC,"A;E;X;C;D;O,X,C;O,X",Nontoxic,Whole Sediment;Sediment Water Interface,None,-88,"NA;Survival in Sample A replicate 1 was 90% in initial (3/27/23) test. ;Survival in Sample A replicate 2 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 3 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 4 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 5 was 55% in initial (3/27/23) test. ;Survival in Sample B replicate 1 was 75% in initial (3/27/23) test. ;Survival in Sample B replicate 2 was 90% in initial (3/27/23) test. ;Survival in Sample B replicate 3 was 65% in initial (3/27/23) test. ;Survival in Sample B replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample B replicate 5 was 85% in initial (3/27/23) test. ;Increased debris observed in the vial during scoring.;An error occurred when terminating the test where portions of one replicate were inadvertently mixed with the prior replicate. Therefore, this replicate was removed from the data analysis.;Observations of significant debris during scoring, counts verified by senior analyst; replicate is a statistical outlier, not excluded from mean normal-alive because replicate 2 was already removed due to error at termination.;More sediment observed in vial compared to others during counting;Survival in Sample C replicate 1 was 75% in initial (3/27/23) test. ;Survival in Sample C replicate 2 was 85% in initial (3/27/23) test. ;Survival in Sample C replicate 3 was 85% in initial (3/27/23) test. ;Survival in Sample C replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample C replicate 5 was 85% in initial (3/27/23) test. ;Survival in Sample D replicate 1 was 95% in initial (3/27/23) test. ;Survival in Sample D replicate 2 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 3 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 5 was 90% in initial (3/27/23) test. ;Sample was 14 days and 13 hours old at time of test initiation.;Partial loss of embryos during termination.  Heavy debris also observed. Excluded from analysis using Grubbs Outlier Test;Replicate equilibrated an additional 24 hours with one water exchange prior to test initiation;Salinity at 27 ppt;Salinity at 17 ppt;Previously was the exact same as another batch. Error noticed by Darrin Greenstein, DB change was requested by Angelika Moskova;Complete loss of embryos during test termination.  No bottom on vial due to manufacturer error. Excluded from analysis using Grubbs outlier test;Replicate Likely not initiated, no bodies recovered;SAMPLE NOT INNOCULATED, TECH ERROR;Screen Tube Control;Yaquina Bay Control;Test initially performed within 14 days of sample receipt (3/27/23) was run with incorrect control sediment. Retest initiated on 4/12/23.;Salinity at 32 ppt",33.712403,-118.257957,26,m,Bay,
391,0000,Aquatic Bioassay and Consulting Laboratories,CNEG,MYT081623_B2312028,1,Mytilus galloprovincialis,10 day survival percent;Percent normal-alive,percentage,97.58,97.58,100,0.877211491032805,0.00898966479845055,0.5,5,NSC,"A;E;X;C;D;O,X,C;O,X",Nontoxic,Whole Sediment;Sediment Water Interface,None,-88,"NA;Survival in Sample A replicate 1 was 90% in initial (3/27/23) test. ;Survival in Sample A replicate 2 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 3 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 4 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 5 was 55% in initial (3/27/23) test. ;Survival in Sample B replicate 1 was 75% in initial (3/27/23) test. ;Survival in Sample B replicate 2 was 90% in initial (3/27/23) test. ;Survival in Sample B replicate 3 was 65% in initial (3/27/23) test. ;Survival in Sample B replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample B replicate 5 was 85% in initial (3/27/23) test. ;Increased debris observed in the vial during scoring.;An error occurred when terminating the test where portions of one replicate were inadvertently mixed with the prior replicate. Therefore, this replicate was removed from the data analysis.;Observations of significant debris during scoring, counts verified by senior analyst; replicate is a statistical outlier, not excluded from mean normal-alive because replicate 2 was already removed due to error at termination.;More sediment observed in vial compared to others during counting;Survival in Sample C replicate 1 was 75% in initial (3/27/23) test. ;Survival in Sample C replicate 2 was 85% in initial (3/27/23) test. ;Survival in Sample C replicate 3 was 85% in initial (3/27/23) test. ;Survival in Sample C replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample C replicate 5 was 85% in initial (3/27/23) test. ;Survival in Sample D replicate 1 was 95% in initial (3/27/23) test. ;Survival in Sample D replicate 2 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 3 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 5 was 90% in initial (3/27/23) test. ;Sample was 14 days and 13 hours old at time of test initiation.;Partial loss of embryos during termination.  Heavy debris also observed. Excluded from analysis using Grubbs Outlier Test;Replicate equilibrated an additional 24 hours with one water exchange prior to test initiation;Salinity at 27 ppt;Salinity at 17 ppt;Previously was the exact same as another batch. Error noticed by Darrin Greenstein, DB change was requested by Angelika Moskova;Complete loss of embryos during test termination.  No bottom on vial due to manufacturer error. Excluded from analysis using Grubbs outlier test;Replicate Likely not initiated, no bodies recovered;SAMPLE NOT INNOCULATED, TECH ERROR;Screen Tube Control;Yaquina Bay Control;Test initially performed within 14 days of sample receipt (3/27/23) was run with incorrect control sediment. Retest initiated on 4/12/23.;Salinity at 32 ppt",,,,,,
392,B23-12028,Aquatic Bioassay and Consulting Laboratories,Grab,MYT081623_B2312028,1,Mytilus galloprovincialis,10 day survival percent;Percent normal-alive,percentage,86.906,97.58,89.0612830498053,19.015859959518,0.218809517864336,0.138959214766592,5,NSC,"A;E;X;C;D;O,X,C;O,X",Nontoxic,Whole Sediment;Sediment Water Interface,None,-88,"NA;Survival in Sample A replicate 1 was 90% in initial (3/27/23) test. ;Survival in Sample A replicate 2 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 3 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 4 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 5 was 55% in initial (3/27/23) test. ;Survival in Sample B replicate 1 was 75% in initial (3/27/23) test. ;Survival in Sample B replicate 2 was 90% in initial (3/27/23) test. ;Survival in Sample B replicate 3 was 65% in initial (3/27/23) test. ;Survival in Sample B replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample B replicate 5 was 85% in initial (3/27/23) test. ;Increased debris observed in the vial during scoring.;An error occurred when terminating the test where portions of one replicate were inadvertently mixed with the prior replicate. Therefore, this replicate was removed from the data analysis.;Observations of significant debris during scoring, counts verified by senior analyst; replicate is a statistical outlier, not excluded from mean normal-alive because replicate 2 was already removed due to error at termination.;More sediment observed in vial compared to others during counting;Survival in Sample C replicate 1 was 75% in initial (3/27/23) test. ;Survival in Sample C replicate 2 was 85% in initial (3/27/23) test. ;Survival in Sample C replicate 3 was 85% in initial (3/27/23) test. ;Survival in Sample C replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample C replicate 5 was 85% in initial (3/27/23) test. ;Survival in Sample D replicate 1 was 95% in initial (3/27/23) test. ;Survival in Sample D replicate 2 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 3 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 5 was 90% in initial (3/27/23) test. ;Sample was 14 days and 13 hours old at time of test initiation.;Partial loss of embryos during termination.  Heavy debris also observed. Excluded from analysis using Grubbs Outlier Test;Replicate equilibrated an additional 24 hours with one water exchange prior to test initiation;Salinity at 27 ppt;Salinity at 17 ppt;Previously was the exact same as another batch. Error noticed by Darrin Greenstein, DB change was requested by Angelika Moskova;Complete loss of embryos during test termination.  No bottom on vial due to manufacturer error. Excluded from analysis using Grubbs outlier test;Replicate Likely not initiated, no bodies recovered;SAMPLE NOT INNOCULATED, TECH ERROR;Screen Tube Control;Yaquina Bay Control;Test initially performed within 14 days of sample receipt (3/27/23) was run with incorrect control sediment. Retest initiated on 4/12/23.;Salinity at 32 ppt",33.71369,-118.241353,24.5,m,Bay,
393,0000,Aquatic Bioassay and Consulting Laboratories,CNEG,MYT081623_B2312029,1,Mytilus galloprovincialis,10 day survival percent;Percent normal-alive,percentage,96.772,96.772,100,1.39766591143949,0.0144428751233776,0.5,5,NSC,"A;E;X;C;D;O,X,C;O,X",Nontoxic,Whole Sediment;Sediment Water Interface,None,-88,"NA;Survival in Sample A replicate 1 was 90% in initial (3/27/23) test. ;Survival in Sample A replicate 2 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 3 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 4 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 5 was 55% in initial (3/27/23) test. ;Survival in Sample B replicate 1 was 75% in initial (3/27/23) test. ;Survival in Sample B replicate 2 was 90% in initial (3/27/23) test. ;Survival in Sample B replicate 3 was 65% in initial (3/27/23) test. ;Survival in Sample B replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample B replicate 5 was 85% in initial (3/27/23) test. ;Increased debris observed in the vial during scoring.;An error occurred when terminating the test where portions of one replicate were inadvertently mixed with the prior replicate. Therefore, this replicate was removed from the data analysis.;Observations of significant debris during scoring, counts verified by senior analyst; replicate is a statistical outlier, not excluded from mean normal-alive because replicate 2 was already removed due to error at termination.;More sediment observed in vial compared to others during counting;Survival in Sample C replicate 1 was 75% in initial (3/27/23) test. ;Survival in Sample C replicate 2 was 85% in initial (3/27/23) test. ;Survival in Sample C replicate 3 was 85% in initial (3/27/23) test. ;Survival in Sample C replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample C replicate 5 was 85% in initial (3/27/23) test. ;Survival in Sample D replicate 1 was 95% in initial (3/27/23) test. ;Survival in Sample D replicate 2 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 3 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 5 was 90% in initial (3/27/23) test. ;Sample was 14 days and 13 hours old at time of test initiation.;Partial loss of embryos during termination.  Heavy debris also observed. Excluded from analysis using Grubbs Outlier Test;Replicate equilibrated an additional 24 hours with one water exchange prior to test initiation;Salinity at 27 ppt;Salinity at 17 ppt;Previously was the exact same as another batch. Error noticed by Darrin Greenstein, DB change was requested by Angelika Moskova;Complete loss of embryos during test termination.  No bottom on vial due to manufacturer error. Excluded from analysis using Grubbs outlier test;Replicate Likely not initiated, no bodies recovered;SAMPLE NOT INNOCULATED, TECH ERROR;Screen Tube Control;Yaquina Bay Control;Test initially performed within 14 days of sample receipt (3/27/23) was run with incorrect control sediment. Retest initiated on 4/12/23.;Salinity at 32 ppt",,,,,,
394,B23-12029,Aquatic Bioassay and Consulting Laboratories,Grab,MYT081623_B2312029,1,Mytilus galloprovincialis,10 day survival percent;Percent normal-alive,percentage,96.594,96.772,99.8160624974166,1.12471329680057,0.0116437180031945,0.415114684119198,5,NSC,"A;E;X;C;D;O,X,C;O,X",Nontoxic,Whole Sediment;Sediment Water Interface,None,-88,"NA;Survival in Sample A replicate 1 was 90% in initial (3/27/23) test. ;Survival in Sample A replicate 2 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 3 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 4 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 5 was 55% in initial (3/27/23) test. ;Survival in Sample B replicate 1 was 75% in initial (3/27/23) test. ;Survival in Sample B replicate 2 was 90% in initial (3/27/23) test. ;Survival in Sample B replicate 3 was 65% in initial (3/27/23) test. ;Survival in Sample B replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample B replicate 5 was 85% in initial (3/27/23) test. ;Increased debris observed in the vial during scoring.;An error occurred when terminating the test where portions of one replicate were inadvertently mixed with the prior replicate. Therefore, this replicate was removed from the data analysis.;Observations of significant debris during scoring, counts verified by senior analyst; replicate is a statistical outlier, not excluded from mean normal-alive because replicate 2 was already removed due to error at termination.;More sediment observed in vial compared to others during counting;Survival in Sample C replicate 1 was 75% in initial (3/27/23) test. ;Survival in Sample C replicate 2 was 85% in initial (3/27/23) test. ;Survival in Sample C replicate 3 was 85% in initial (3/27/23) test. ;Survival in Sample C replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample C replicate 5 was 85% in initial (3/27/23) test. ;Survival in Sample D replicate 1 was 95% in initial (3/27/23) test. ;Survival in Sample D replicate 2 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 3 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 5 was 90% in initial (3/27/23) test. ;Sample was 14 days and 13 hours old at time of test initiation.;Partial loss of embryos during termination.  Heavy debris also observed. Excluded from analysis using Grubbs Outlier Test;Replicate equilibrated an additional 24 hours with one water exchange prior to test initiation;Salinity at 27 ppt;Salinity at 17 ppt;Previously was the exact same as another batch. Error noticed by Darrin Greenstein, DB change was requested by Angelika Moskova;Complete loss of embryos during test termination.  No bottom on vial due to manufacturer error. Excluded from analysis using Grubbs outlier test;Replicate Likely not initiated, no bodies recovered;SAMPLE NOT INNOCULATED, TECH ERROR;Screen Tube Control;Yaquina Bay Control;Test initially performed within 14 days of sample receipt (3/27/23) was run with incorrect control sediment. Retest initiated on 4/12/23.;Salinity at 32 ppt",33.714,-118.27665,17,m,Bay,
395,0000,Aquatic Bioassay and Consulting Laboratories,CNEG,MYT081623_B2312031,1,Mytilus galloprovincialis,10 day survival percent;Percent normal-alive,percentage,97.4,97.4,100,0.804984471899922,0.0082647276375762,0.5,5,NSC,"A;E;X;C;D;O,X,C;O,X",Nontoxic,Whole Sediment;Sediment Water Interface,None,-88,"NA;Survival in Sample A replicate 1 was 90% in initial (3/27/23) test. ;Survival in Sample A replicate 2 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 3 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 4 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 5 was 55% in initial (3/27/23) test. ;Survival in Sample B replicate 1 was 75% in initial (3/27/23) test. ;Survival in Sample B replicate 2 was 90% in initial (3/27/23) test. ;Survival in Sample B replicate 3 was 65% in initial (3/27/23) test. ;Survival in Sample B replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample B replicate 5 was 85% in initial (3/27/23) test. ;Increased debris observed in the vial during scoring.;An error occurred when terminating the test where portions of one replicate were inadvertently mixed with the prior replicate. Therefore, this replicate was removed from the data analysis.;Observations of significant debris during scoring, counts verified by senior analyst; replicate is a statistical outlier, not excluded from mean normal-alive because replicate 2 was already removed due to error at termination.;More sediment observed in vial compared to others during counting;Survival in Sample C replicate 1 was 75% in initial (3/27/23) test. ;Survival in Sample C replicate 2 was 85% in initial (3/27/23) test. ;Survival in Sample C replicate 3 was 85% in initial (3/27/23) test. ;Survival in Sample C replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample C replicate 5 was 85% in initial (3/27/23) test. ;Survival in Sample D replicate 1 was 95% in initial (3/27/23) test. ;Survival in Sample D replicate 2 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 3 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 5 was 90% in initial (3/27/23) test. ;Sample was 14 days and 13 hours old at time of test initiation.;Partial loss of embryos during termination.  Heavy debris also observed. Excluded from analysis using Grubbs Outlier Test;Replicate equilibrated an additional 24 hours with one water exchange prior to test initiation;Salinity at 27 ppt;Salinity at 17 ppt;Previously was the exact same as another batch. Error noticed by Darrin Greenstein, DB change was requested by Angelika Moskova;Complete loss of embryos during test termination.  No bottom on vial due to manufacturer error. Excluded from analysis using Grubbs outlier test;Replicate Likely not initiated, no bodies recovered;SAMPLE NOT INNOCULATED, TECH ERROR;Screen Tube Control;Yaquina Bay Control;Test initially performed within 14 days of sample receipt (3/27/23) was run with incorrect control sediment. Retest initiated on 4/12/23.;Salinity at 32 ppt",,,,,,
396,B23-12031,Aquatic Bioassay and Consulting Laboratories,Grab,MYT081623_B2312031,1,Mytilus galloprovincialis,10 day survival percent;Percent normal-alive,percentage,96.406,97.4,98.9794661190965,1.13456158933748,0.0117685786085667,0.0764350296548641,5,NSC,"A;E;X;C;D;O,X,C;O,X",Nontoxic,Whole Sediment;Sediment Water Interface,None,-88,"NA;Survival in Sample A replicate 1 was 90% in initial (3/27/23) test. ;Survival in Sample A replicate 2 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 3 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 4 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 5 was 55% in initial (3/27/23) test. ;Survival in Sample B replicate 1 was 75% in initial (3/27/23) test. ;Survival in Sample B replicate 2 was 90% in initial (3/27/23) test. ;Survival in Sample B replicate 3 was 65% in initial (3/27/23) test. ;Survival in Sample B replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample B replicate 5 was 85% in initial (3/27/23) test. ;Increased debris observed in the vial during scoring.;An error occurred when terminating the test where portions of one replicate were inadvertently mixed with the prior replicate. Therefore, this replicate was removed from the data analysis.;Observations of significant debris during scoring, counts verified by senior analyst; replicate is a statistical outlier, not excluded from mean normal-alive because replicate 2 was already removed due to error at termination.;More sediment observed in vial compared to others during counting;Survival in Sample C replicate 1 was 75% in initial (3/27/23) test. ;Survival in Sample C replicate 2 was 85% in initial (3/27/23) test. ;Survival in Sample C replicate 3 was 85% in initial (3/27/23) test. ;Survival in Sample C replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample C replicate 5 was 85% in initial (3/27/23) test. ;Survival in Sample D replicate 1 was 95% in initial (3/27/23) test. ;Survival in Sample D replicate 2 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 3 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 5 was 90% in initial (3/27/23) test. ;Sample was 14 days and 13 hours old at time of test initiation.;Partial loss of embryos during termination.  Heavy debris also observed. Excluded from analysis using Grubbs Outlier Test;Replicate equilibrated an additional 24 hours with one water exchange prior to test initiation;Salinity at 27 ppt;Salinity at 17 ppt;Previously was the exact same as another batch. Error noticed by Darrin Greenstein, DB change was requested by Angelika Moskova;Complete loss of embryos during test termination.  No bottom on vial due to manufacturer error. Excluded from analysis using Grubbs outlier test;Replicate Likely not initiated, no bodies recovered;SAMPLE NOT INNOCULATED, TECH ERROR;Screen Tube Control;Yaquina Bay Control;Test initially performed within 14 days of sample receipt (3/27/23) was run with incorrect control sediment. Retest initiated on 4/12/23.;Salinity at 32 ppt",33.724133,-118.224467,18,m,Bay,
397,0000,Aquatic Bioassay and Consulting Laboratories,CNEG,MYT081623_B2312033,1,Mytilus galloprovincialis,10 day survival percent;Percent normal-alive,percentage,96.592,96.592,100,1.29262136760924,0.013382281841242,0.5,5,NSC,"A;E;X;C;D;O,X,C;O,X",Nontoxic,Whole Sediment;Sediment Water Interface,None,-88,"NA;Survival in Sample A replicate 1 was 90% in initial (3/27/23) test. ;Survival in Sample A replicate 2 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 3 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 4 was 80% in initial (3/27/23) test. ;Survival in Sample A replicate 5 was 55% in initial (3/27/23) test. ;Survival in Sample B replicate 1 was 75% in initial (3/27/23) test. ;Survival in Sample B replicate 2 was 90% in initial (3/27/23) test. ;Survival in Sample B replicate 3 was 65% in initial (3/27/23) test. ;Survival in Sample B replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample B replicate 5 was 85% in initial (3/27/23) test. ;Increased debris observed in the vial during scoring.;An error occurred when terminating the test where portions of one replicate were inadvertently mixed with the prior replicate. Therefore, this replicate was removed from the data analysis.;Observations of significant debris during scoring, counts verified by senior analyst; replicate is a statistical outlier, not excluded from mean normal-alive because replicate 2 was already removed due to error at termination.;More sediment observed in vial compared to others during counting;Survival in Sample C replicate 1 was 75% in initial (3/27/23) test. ;Survival in Sample C replicate 2 was 85% in initial (3/27/23) test. ;Survival in Sample C replicate 3 was 85% in initial (3/27/23) test. ;Survival in Sample C replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample C replicate 5 was 85% in initial (3/27/23) test. ;Survival in Sample D replicate 1 was 95% in initial (3/27/23) test. ;Survival in Sample D replicate 2 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 3 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 4 was 90% in initial (3/27/23) test. ;Survival in Sample D replicate 5 was 90% in initial (3/27/23) test. ;Sample was 14 days and 13 hours old at time of test initiation.;Partial loss of embryos during termination.  Heavy debris also observed. Excluded from analysis using Grubbs Outlier Test;Replicate equilibrated an additional 24 hours with one water exchange prior to test initiation;Salinity at 27 ppt;Salinity at 17 ppt;Previously was the exact same as another batch. Error noticed by Darrin Greenstein, DB change was requested by Angelika Moskova;Complete loss of embryos during test termination.  No bottom on vial due to manufacturer error. Excluded from analysis using Grubbs outlier test;Replicate Likely not initiated, no bodies recovered;SAMPLE NOT INNOCULATED, TECH ERROR;Screen Tube Control;Yaquina Bay Control;Test initially performed within 14 days of sample receipt (3/27/23) was run with incorrect control sediment. Retest initiated on 4/12/23.;Salinity at 32 ppt",,,,,,
