"Labcode","QABatch","StationID","Parameter","Matrix","Dilution","Concentration","Timepoint","Qualifier","Value"
"NV","8698","2388","NH3T","EL",1.00,0.00,0.00,,2.34
"NV","8698","2426","PH","EL",1.00,0.00,0.00,,7.90
"NV","8698","2426","SAL","EL",1.00,0.00,0.00,,34.00
"NV","8698","2426","TEMP","EL",1.00,0.00,0.00,,20.10
"NV","8698","2426","NH3T","EL",1.00,0.00,0.00,,1.00
"NV","8698","2426","NH3U","EL",1.00,0.00,0.00,,0.02
"NV","8698","2432","TEMP","EL",1.00,0.00,0.00,,20.40
"NV","8698","2432","PH","EL",1.00,0.00,0.00,,7.84
"NV","8698","2432","SAL","EL",1.00,0.00,0.00,,34.00
"NV","8698","2432","NH3T","EL",1.00,0.00,0.00,,0.62
"NV","8698","2432","NH3U","EL",1.00,0.00,0.00,,0.01
"NV","8698","2433","PH","EL",1.00,0.00,0.00,,7.93
"NV","8698","2433","SAL","EL",1.00,0.00,0.00,,34.00
"NV","8698","2433","TEMP","EL",1.00,0.00,0.00,,20.50
"NV","8698","2433","NH3U","EL",1.00,0.00,0.00,,0.07
"NV","8698","2433","NH3T","EL",1.00,0.00,0.00,,2.65
"AB","90898","0000","DO","OL",0.00,0.00,10.00,,8.60
"AB","90898","0000","SAL","RT",0.00,0.32,10.00,,20.00
"AB","90898","0000","SAL","RT",0.00,0.00,10.00,,20.00
"AB","90898","0000","SAL","OL",0.00,0.00,10.00,,20.00
"AB","90898","0000","DO","RT",0.00,10.00,10.00,,8.70
"AB","90898","0000","DO","RT",0.00,5.60,10.00,,9.00
"AB","90898","0000","DO","RT",0.00,3.20,10.00,,8.90
"AB","90898","0000","DO","RT",0.00,1.00,10.00,,8.80
"AB","90898","0000","DO","RT",0.00,0.00,10.00,,8.70
"AB","90898","0000","SAL","IW",0.00,0.00,0.00,"NS",-99.00
"AB","90898","0000","PH","RT",0.00,10.00,10.00,,7.60
"AB","90898","0000","SAL","RT",0.00,1.00,10.00,,20.00
"AB","90898","0000","DO","RT",0.00,0.32,10.00,,8.60
"AB","90898","0000","SAL","RT",0.00,3.20,10.00,,20.00
"AB","90898","0000","SAL","RT",0.00,5.60,10.00,,20.00
"AB","90898","0000","SAL","RT",0.00,10.00,10.00,,20.00
"AB","90898","0000","NH3T","OL",0.00,0.00,10.00,"<",1.00
"AB","90898","0000","NH3T","RT",0.00,0.00,10.00,"<",1.00
"AB","90898","0000","NH3T","RT",0.00,0.32,10.00,"<",1.00
"AB","90898","0000","NH3T","RT",0.00,1.00,10.00,"<",1.00
"AB","90898","0000","NH3T","RT",0.00,3.20,10.00,"<",1.00
"AB","90898","0000","NH3T","RT",0.00,5.60,10.00,"<",1.00
"AB","90898","0000","PH","RT",0.00,5.60,10.00,,7.70
"AB","90898","0000","NH3T","IW",0.00,0.00,0.00,"NS",-99.00
"AB","90898","0000","NH3T","OL",0.00,0.00,0.00,"<",1.00
"AB","90898","0000","NH3T","RT",0.00,10.00,10.00,"<",1.00
"AB","90898","0000","SAL","RT",0.00,10.00,0.00,,20.00
"AB","90898","0000","PH","OL",0.00,0.00,0.00,,7.90
"AB","90898","0000","PH","RT",0.00,0.00,0.00,,8.10
"AB","90898","0000","DO","RT",0.00,0.00,0.00,,8.60
"AB","90898","0000","DO","RT",0.00,1.00,0.00,,8.30
"AB","90898","0000","DO","RT",0.00,5.60,0.00,,8.30
"AB","90898","0000","DO","RT",0.00,10.00,0.00,,8.30
"AB","90898","0000","SAL","OL",0.00,0.00,0.00,,20.00
"AB","90898","0000","SAL","RT",0.00,0.00,0.00,,20.00
"AB","90898","0000","SAL","RT",0.00,0.32,0.00,,20.00
"AB","90898","0000","SAL","RT",0.00,1.00,0.00,,20.00
"AB","90898","0000","NH3T","RT",0.00,0.32,0.00,"<",1.00
"AB","90898","0000","SAL","RT",0.00,5.60,0.00,,20.00
"AB","90898","0000","PH","RT",0.00,3.20,10.00,,7.60
"AB","90898","0000","DO","RT",0.00,3.20,0.00,,8.20
"AB","90898","0000","NH3T","RT",0.00,0.00,0.00,"<",1.00
"AB","90898","0000","PH","IW",0.00,0.00,0.00,"NS",-99.00
"AB","90898","0000","NH3T","RT",0.00,1.00,0.00,"<",1.00
"AB","90898","0000","NH3T","RT",0.00,3.20,0.00,"<",1.00
"AB","90898","0000","NH3T","RT",0.00,5.60,0.00,"<",1.00
"AB","90898","0000","NH3T","RT",0.00,10.00,0.00,"<",1.00
"AB","90898","0000","PH","OL",0.00,0.00,10.00,,8.00
"AB","90898","0000","PH","RT",0.00,0.00,10.00,,7.50
"AB","90898","0000","PH","RT",0.00,0.32,10.00,,7.50
"AB","90898","0000","PH","RT",0.00,1.00,10.00,,7.60
"AB","90898","0000","SAL","RT",0.00,3.20,0.00,,20.00
"AB","90898","0000","DO","RT",0.00,0.32,0.00,,8.30
"AB","90898","0001","PH","RT",0.00,0.32,0.00,,8.10
"AB","90898","0002","PH","RT",0.00,1.00,0.00,,8.10
"AB","90898","0003","PH","RT",0.00,3.20,0.00,,8.10
"AB","90898","0004","PH","RT",0.00,5.60,0.00,,8.10
"AB","90898","0005","PH","RT",0.00,10.00,0.00,,8.10
"AB","90898","0006","DO","OL",0.00,0.00,0.00,,8.80
"AB","90898","2357","PH","IW",0.00,0.00,0.00,,7.40
"AB","90898","2357","NH3T","OL",0.00,0.00,0.00,"<",1.00
"AB","90898","2357","NH3T","OL",0.00,0.00,10.00,,4.00
"AB","90898","2357","SAL","OL",0.00,0.00,10.00,,20.00
"AB","90898","2357","DO","OL",0.00,0.00,10.00,,8.50
"AB","90898","2357","SAL","IW",0.00,0.00,0.00,,28.00
"AB","90898","2357","PH","OL",0.00,0.00,0.00,,7.90
"AB","90898","2357","SAL","OL",0.00,0.00,0.00,,20.00
"AB","90898","2357","NH3T","IW",0.00,0.00,0.00,,10.00
"AB","90898","2357","PH","OL",0.00,0.00,10.00,,8.00
"AB","90898","2357","DO","OL",0.00,0.00,0.00,,9.10
"AB","90898","2358","DO","OL",0.00,0.00,10.00,,8.40
"AB","90898","2358","SAL","IW",0.00,0.00,0.00,,27.00
"AB","90898","2358","SAL","OL",0.00,0.00,10.00,,20.00
"AB","90898","2358","NH3T","OL",0.00,0.00,0.00,"<",1.00
"AB","90898","2358","PH","OL",0.00,0.00,10.00,,8.00
"AB","90898","2358","PH","IW",0.00,0.00,0.00,,7.50
"AB","90898","2358","SAL","OL",0.00,0.00,0.00,,20.00
"AB","90898","2358","PH","OL",0.00,0.00,0.00,,7.90
"AB","90898","2358","NH3T","IW",0.00,0.00,0.00,,4.00
"AB","90898","2358","NH3T","OL",0.00,0.00,10.00,,2.00
"AB","90898","2358","DO","OL",0.00,0.00,0.00,,9.20
"AB","90898","2359","PH","OL",0.00,0.00,0.00,,7.80
"AB","90898","2359","PH","OL",0.00,0.00,10.00,,7.90
"AB","90898","2359","NH3T","OL",0.00,0.00,10.00,,1.00
"AB","90898","2359","PH","IW",0.00,0.00,0.00,,7.40
"AB","90898","2359","DO","OL",0.00,0.00,0.00,,8.70
"AB","90898","2359","DO","OL",0.00,0.00,10.00,,8.00
"AB","90898","2359","NH3T","IW",0.00,0.00,0.00,,2.00
"AB","90898","2359","SAL","OL",0.00,0.00,10.00,,20.00
"AB","90898","2359","SAL","OL",0.00,0.00,0.00,,20.00
"AB","90898","2359","SAL","IW",0.00,0.00,0.00,,30.00
"AB","90898","2359","NH3T","OL",0.00,0.00,0.00,"<",1.00
"AB","90898","2360","NH3T","IW",0.00,0.00,0.00,"<",1.00
"AB","90898","2360","NH3T","OL",0.00,0.00,10.00,,1.00
"AB","90898","2360","DO","OL",0.00,0.00,10.00,,8.20
"AB","90898","2360","SAL","OL",0.00,0.00,10.00,,21.00
"AB","90898","2360","SAL","OL",0.00,0.00,0.00,,20.00
"AB","90898","2360","PH","OL",0.00,0.00,0.00,,7.90
"AB","90898","2360","PH","OL",0.00,0.00,10.00,,8.00
"AB","90898","2360","DO","OL",0.00,0.00,0.00,,9.40
"AB","90898","2360","NH3T","OL",0.00,0.00,0.00,"<",1.00
"AB","90898","2360","SAL","IW",0.00,0.00,0.00,,24.00
"AB","90898","2360","PH","IW",0.00,0.00,0.00,,7.80
"AB","90898","2366","PH","OL",0.00,0.00,0.00,,7.90
"AB","90898","2366","NH3T","IW",0.00,0.00,0.00,,5.00
"AB","90898","2366","DO","OL",0.00,0.00,0.00,,8.90
"AB","90898","2366","PH","IW",0.00,0.00,0.00,,7.60
"AB","90898","2366","NH3T","OL",0.00,0.00,0.00,"<",1.00
"AB","90898","2366","SAL","OL",0.00,0.00,10.00,,21.00
"AB","90898","2366","SAL","OL",0.00,0.00,0.00,,20.00
"AB","90898","2366","NH3T","OL",0.00,0.00,10.00,,3.00
"AB","90898","2366","PH","OL",0.00,0.00,10.00,,8.00
"AB","90898","2366","DO","OL",0.00,0.00,10.00,,8.10
"AB","90898","2366","SAL","IW",0.00,0.00,0.00,,29.00
"AB","90898","2372","SAL","IW",0.00,0.00,0.00,,27.00
"AB","90898","2372","PH","IW",0.00,0.00,0.00,,7.60
"AB","90898","2372","NH3T","IW",0.00,0.00,0.00,,5.00
"AB","90898","2372","PH","OL",0.00,0.00,0.00,,8.00
"AB","90898","2372","NH3T","OL",0.00,0.00,10.00,,2.00
"AB","90898","2372","SAL","OL",0.00,0.00,10.00,,20.00
"AB","90898","2372","DO","OL",0.00,0.00,0.00,,9.20
"AB","90898","2372","DO","OL",0.00,0.00,10.00,,8.20
"AB","90898","2372","PH","OL",0.00,0.00,10.00,,8.00
"AB","90898","2372","SAL","OL",0.00,0.00,0.00,,20.00
"AB","90898","2372","NH3T","OL",0.00,0.00,0.00,"<",1.00
"AB","90898","2374","NH3T","OL",0.00,0.00,10.00,,2.00
"AB","90898","2374","PH","IW",0.00,0.00,0.00,,7.50
"AB","90898","2374","PH","OL",0.00,0.00,0.00,,7.90
"AB","90898","2374","DO","OL",0.00,0.00,0.00,,9.30
"AB","90898","2374","SAL","OL",0.00,0.00,0.00,,20.00
"AB","90898","2374","NH3T","OL",0.00,0.00,0.00,"<",1.00
"AB","90898","2374","PH","OL",0.00,0.00,10.00,,8.10
"AB","90898","2374","DO","OL",0.00,0.00,10.00,,8.50
"AB","90898","2374","NH3T","IW",0.00,0.00,0.00,,3.00
"AB","90898","2374","SAL","OL",0.00,0.00,10.00,,20.00
"AB","90898","2374","SAL","IW",0.00,0.00,0.00,,26.00
"NV","91098","2230","NH3T","EL",1.00,0.00,0.00,,2.66
"NV","91098","2230","PH","EL",1.00,0.00,0.00,,8.00
"NV","91098","2230","TEMP","EL",1.00,0.00,0.00,,20.40
"NV","91098","2230","NH3U","EL",1.00,0.00,0.00,,0.08
"NV","91098","2230","SAL","EL",1.00,0.00,0.00,,33.00
"NV","91098","2253","SAL","EL",1.00,0.00,0.00,,34.00
"NV","91098","2253","PH","EL",1.00,0.00,0.00,,7.91
"NV","91098","2253","NH3U","EL",1.00,0.00,0.00,,0.14
"NV","91098","2253","NH3T","EL",1.00,0.00,0.00,,5.73
"NV","91098","2253","TEMP","EL",1.00,0.00,0.00,,20.30
"NV","91098","2254","TEMP","EL",1.00,0.00,0.00,,20.50
"NV","91098","2254","NH3U","EL",1.00,0.00,0.00,,0.14
"NV","91098","2254","NH3T","EL",1.00,0.00,0.00,,4.73
"NV","91098","2254","SAL","EL",1.00,0.00,0.00,,34.00
"NV","91098","2254","PH","EL",1.00,0.00,0.00,,7.98
"NV","91098","2264","PH","EL",1.00,0.00,0.00,,8.01
"NV","91098","2264","SAL","EL",1.00,0.00,0.00,,34.00
"NV","91098","2264","TEMP","EL",1.00,0.00,0.00,,20.40
"NV","91098","2264","NH3T","EL",1.00,0.00,0.00,,1.19
"NV","91098","2264","NH3U","EL",1.00,0.00,0.00,,0.03
"NV","91098","2441","PH","EL",1.00,0.00,0.00,,7.80
"NV","91098","2441","NH3U","EL",1.00,0.00,0.00,,0.05
"NV","91098","2441","NH3T","EL",1.00,0.00,0.00,,2.67
"NV","91098","2441","TEMP","EL",1.00,0.00,0.00,,20.40
"NV","91098","2441","SAL","EL",1.00,0.00,0.00,,34.00
"NV","91098","2442","TEMP","EL",1.00,0.00,0.00,,20.40
"NV","91098","2442","SAL","EL",1.00,0.00,0.00,,34.00
"NV","91098","2442","NH3T","EL",1.00,0.00,0.00,,1.75
"NV","91098","2442","NH3U","EL",1.00,0.00,0.00,,0.04
"NV","91098","2442","PH","EL",1.00,0.00,0.00,,7.87
"AB","91498","0000","PH","OL",0.00,0.00,10.00,,7.90
"AB","91498","0000","DO","RT",0.00,3.20,10.00,,8.20
"AB","91498","0000","DO","RT",0.00,1.00,10.00,,8.30
"AB","91498","0000","DO","RT",0.00,0.32,10.00,,8.10
"AB","91498","0000","DO","RT",0.00,0.00,10.00,,8.50
"AB","91498","0000","DO","OL",0.00,0.00,10.00,,8.20
"AB","91498","0000","PH","RT",0.00,10.00,10.00,,7.80
"AB","91498","0000","PH","RT",0.00,5.60,10.00,,7.80
"AB","91498","0000","NH3T","RT",0.00,0.32,0.00,"<",1.00
"AB","91498","0000","PH","RT",0.00,3.20,10.00,,7.80
"AB","91498","0000","PH","RT",0.00,1.00,10.00,,7.80
"AB","91498","0000","NH3T","RT",0.00,1.00,0.00,"<",1.00
"AB","91498","0000","PH","RT",0.00,0.00,10.00,,7.70
"AB","91498","0000","NH3T","RT",0.00,10.00,0.00,"<",1.00
"AB","91498","0000","NH3T","RT",0.00,5.60,0.00,"<",1.00
"AB","91498","0000","NH3T","RT",0.00,3.20,0.00,"<",1.00
"AB","91498","0000","DO","RT",0.00,5.60,10.00,,8.20
"AB","91498","0000","NH3T","RT",0.00,0.32,10.00,"<",1.00
"AB","91498","0000","PH","RT",0.00,0.32,10.00,,7.70
"AB","91498","0000","NH3T","RT",0.00,0.00,10.00,"<",1.00
"AB","91498","0000","PH","RT",0.00,1.00,0.00,,7.60
"AB","91498","0000","PH","IW",0.00,0.00,0.00,"NS",-99.00
"AB","91498","0000","SAL","IW",0.00,0.00,0.00,,20.00
"AB","91498","0000","NH3T","IW",0.00,0.00,0.00,"NS",-99.00
"AB","91498","0000","NH3T","RT",0.00,10.00,10.00,"<",1.00
"AB","91498","0000","NH3T","RT",0.00,5.60,10.00,"<",1.00
"AB","91498","0000","NH3T","RT",0.00,3.20,10.00,"<",1.00
"AB","91498","0000","NH3T","OL",0.00,0.00,10.00,"<",1.00
"AB","91498","0000","NH3T","RT",0.00,0.00,0.00,"<",1.00
"AB","91498","0000","DO","RT",0.00,10.00,10.00,,8.20
"AB","91498","0000","SAL","RT",0.00,10.00,10.00,,20.00
"AB","91498","0000","SAL","RT",0.00,5.60,10.00,,20.00
"AB","91498","0000","SAL","RT",0.00,3.20,10.00,,20.00
"AB","91498","0000","SAL","RT",0.00,1.00,10.00,,20.00
"AB","91498","0000","SAL","RT",0.00,0.32,10.00,,20.00
"AB","91498","0000","SAL","RT",0.00,0.00,10.00,,20.00
"AB","91498","0000","SAL","OL",0.00,0.00,10.00,,20.00
"AB","91498","0000","NH3T","RT",0.00,1.00,10.00,"<",1.00
"AB","91498","0000","SAL","OL",0.00,0.00,0.00,,20.00
"AB","91498","0000","PH","RT",0.00,0.32,0.00,,7.50
"AB","91498","0000","PH","RT",0.00,0.00,0.00,,7.50
"AB","91498","0000","PH","RT",0.00,10.00,0.00,,7.60
"AB","91498","0000","DO","OL",0.00,0.00,0.00,,9.00
"AB","91498","0000","PH","RT",0.00,5.60,0.00,,7.70
"AB","91498","0000","DO","RT",0.00,0.00,0.00,,8.70
"AB","91498","0000","DO","RT",0.00,0.32,0.00,,8.60
"AB","91498","0000","DO","RT",0.00,1.00,0.00,,8.60
"AB","91498","0000","DO","RT",0.00,3.20,0.00,,8.90
"AB","91498","0000","DO","RT",0.00,5.60,0.00,,9.00
"AB","91498","0000","PH","RT",0.00,3.20,0.00,,7.60
"AB","91498","0000","DO","RT",0.00,10.00,0.00,,8.70
"AB","91498","0000","PH","OL",0.00,0.00,0.00,,7.40
"AB","91498","0000","SAL","RT",0.00,5.60,0.00,,20.00
"AB","91498","0000","SAL","RT",0.00,0.32,0.00,,20.00
"AB","91498","0000","NH3T","OL",0.00,0.00,0.00,"<",1.00
"AB","91498","0000","SAL","RT",0.00,10.00,0.00,,20.00
"AB","91498","0000","SAL","RT",0.00,1.00,0.00,,20.00
"AB","91498","0000","SAL","RT",0.00,0.00,0.00,,20.00
"AB","91498","0000","SAL","RT",0.00,3.20,0.00,,20.00
"AB","91498","2443","NH3T","OL",0.00,0.00,10.00,"<",1.00
"AB","91498","2443","NH3T","OL",0.00,0.00,0.00,"<",1.00
"AB","91498","2443","DO","OL",0.00,0.00,0.00,,8.80
"AB","91498","2443","NH3T","IW",0.00,0.00,0.00,,1.00
"AB","91498","2443","PH","OL",0.00,0.00,0.00,,7.50
"AB","91498","2443","SAL","OL",0.00,0.00,10.00,,20.00
"AB","91498","2443","DO","OL",0.00,0.00,10.00,,7.90
"AB","91498","2443","PH","IW",0.00,0.00,0.00,,7.60
"AB","91498","2443","SAL","IW",0.00,0.00,0.00,,28.00
"AB","91498","2443","SAL","OL",0.00,0.00,0.00,,20.00
"AB","91498","2443","PH","OL",0.00,0.00,10.00,,8.00
"AB","91498","2444","NH3T","OL",0.00,0.00,0.00,"<",1.00
"AB","91498","2444","NH3T","OL",0.00,0.00,10.00,,1.00
"AB","91498","2444","SAL","IW",0.00,0.00,0.00,,28.00
"AB","91498","2444","SAL","OL",0.00,0.00,0.00,,20.00
"AB","91498","2444","PH","OL",0.00,0.00,0.00,,7.50
"AB","91498","2444","DO","OL",0.00,0.00,10.00,,8.00
"AB","91498","2444","NH3T","IW",0.00,0.00,0.00,,3.00
"AB","91498","2444","SAL","OL",0.00,0.00,10.00,,21.00
"AB","91498","2444","PH","IW",0.00,0.00,0.00,,7.50
"AB","91498","2444","PH","OL",0.00,0.00,10.00,,7.90
"AB","91498","2444","DO","OL",0.00,0.00,0.00,,8.50
"AB","91498","2445","NH3T","IW",0.00,0.00,0.00,,2.00
"AB","91498","2445","PH","OL",0.00,0.00,0.00,,7.50
"AB","91498","2445","PH","IW",0.00,0.00,0.00,,7.50
"AB","91498","2445","NH3T","OL",0.00,0.00,0.00,"<",1.00
"AB","91498","2445","NH3T","OL",0.00,0.00,10.00,"<",1.00
"AB","91498","2445","PH","OL",0.00,0.00,10.00,,7.80
"AB","91498","2445","DO","OL",0.00,0.00,0.00,,8.40
"AB","91498","2445","SAL","OL",0.00,0.00,10.00,,20.00
"AB","91498","2445","SAL","IW",0.00,0.00,0.00,,28.00
"AB","91498","2445","SAL","OL",0.00,0.00,0.00,,20.00
"AB","91498","2445","DO","OL",0.00,0.00,10.00,,8.10
"AB","91498","2446","NH3T","OL",0.00,0.00,0.00,"<",1.00
"AB","91498","2446","PH","OL",0.00,0.00,10.00,,7.90
"AB","91498","2446","SAL","OL",0.00,0.00,0.00,,20.00
"AB","91498","2446","SAL","IW",0.00,0.00,0.00,,28.00
"AB","91498","2446","SAL","OL",0.00,0.00,10.00,,21.00
"AB","91498","2446","NH3T","IW",0.00,0.00,0.00,,7.00
"AB","91498","2446","DO","OL",0.00,0.00,0.00,,8.90
"AB","91498","2446","PH","IW",0.00,0.00,0.00,,7.40
"AB","91498","2446","PH","OL",0.00,0.00,0.00,,7.50
"AB","91498","2446","NH3T","OL",0.00,0.00,10.00,,3.00
"AB","91498","2446","DO","OL",0.00,0.00,10.00,,7.80
"AB","91498","2447","SAL","IW",0.00,0.00,0.00,,30.00
"AB","91498","2447","PH","OL",0.00,0.00,10.00,,8.00
"AB","91498","2447","SAL","OL",0.00,0.00,10.00,,21.00
"AB","91498","2447","NH3T","OL",0.00,0.00,0.00,"<",1.00
"AB","91498","2447","NH3T","OL",0.00,0.00,10.00,,1.00
"AB","91498","2447","SAL","OL",0.00,0.00,0.00,,20.00
"AB","91498","2447","DO","OL",0.00,0.00,10.00,,7.90
"AB","91498","2447","NH3T","IW",0.00,0.00,0.00,,3.00
"AB","91498","2447","DO","OL",0.00,0.00,0.00,,8.80
"AB","91498","2447","PH","IW",0.00,0.00,0.00,,7.40
"AB","91498","2447","PH","OL",0.00,0.00,0.00,,7.50
"AB","91498","2448","NH3T","IW",0.00,0.00,0.00,,9.00
"AB","91498","2448","DO","OL",0.00,0.00,10.00,,8.10
"AB","91498","2448","SAL","OL",0.00,0.00,10.00,,20.00
"AB","91498","2448","PH","IW",0.00,0.00,0.00,,7.40
"AB","91498","2448","NH3T","OL",0.00,0.00,10.00,,4.00
"AB","91498","2448","SAL","OL",0.00,0.00,0.00,,20.00
"AB","91498","2448","PH","OL",0.00,0.00,0.00,,7.50
"AB","91498","2448","SAL","IW",0.00,0.00,0.00,,29.00
"AB","91498","2448","NH3T","OL",0.00,0.00,0.00,"<",1.00
"AB","91498","2448","PH","OL",0.00,0.00,10.00,,8.00
"AB","91498","2448","DO","OL",0.00,0.00,0.00,,8.90
"AB","91498","2449","PH","OL",0.00,0.00,0.00,,7.50
"AB","91498","2449","SAL","IW",0.00,0.00,0.00,,25.00
"AB","91498","2449","NH3T","IW",0.00,0.00,0.00,"NS",-99.00
"AB","91498","2449","DO","OL",0.00,0.00,0.00,,8.40
"AB","91498","2449","PH","OL",0.00,0.00,10.00,,7.90
"AB","91498","2449","SAL","OL",0.00,0.00,0.00,,20.00
"AB","91498","2449","SAL","OL",0.00,0.00,10.00,,21.00
"AB","91498","2449","NH3T","OL",0.00,0.00,0.00,"<",1.00
"AB","91498","2449","DO","OL",0.00,0.00,10.00,,8.00
"AB","91498","2449","PH","IW",0.00,0.00,0.00,"NS",-99.00
"AB","91498","2449","NH3T","OL",0.00,0.00,10.00,,1.00
"NV","91598","2191","NH3U","EL",1.00,0.00,0.00,,0.07
"NV","91598","2191","PH","EL",1.00,0.00,0.00,,8.00
"NV","91598","2191","SAL","EL",1.00,0.00,0.00,,34.00
"NV","91598","2191","TEMP","EL",1.00,0.00,0.00,,21.10
"NV","91598","2191","NH3T","EL",1.00,0.00,0.00,,2.25
"NV","91598","2227","NH3T","EL",1.00,0.00,0.00,,2.61
"NV","91598","2227","TEMP","EL",1.00,0.00,0.00,,21.10
"NV","91598","2227","SAL","EL",1.00,0.00,0.00,,34.00
"NV","91598","2227","PH","EL",1.00,0.00,0.00,,8.02
"NV","91598","2227","NH3U","EL",1.00,0.00,0.00,,0.09
"NV","91598","2297","TEMP","EL",1.00,0.00,0.00,,21.20
"NV","91598","2297","NH3U","EL",1.00,0.00,0.00,,0.03
"NV","91598","2297","NH3T","EL",1.00,0.00,0.00,,0.91
"NV","91598","2297","SAL","EL",1.00,0.00,0.00,,33.00
"NV","91598","2297","PH","EL",1.00,0.00,0.00,,7.98
"NV","91598","2355","NH3U","EL",1.00,0.00,0.00,,0.07
"NV","91598","2355","PH","EL",1.00,0.00,0.00,,7.98
"NV","91598","2355","SAL","EL",1.00,0.00,0.00,,34.00
"NV","91598","2355","TEMP","EL",1.00,0.00,0.00,,21.20
"NV","91598","2355","NH3T","EL",1.00,0.00,0.00,,2.45
"NV","91598","2358","SAL","EL",1.00,0.00,0.00,,34.00
"NV","91598","2358","TEMP","EL",1.00,0.00,0.00,,21.10
"NV","91598","2358","NH3T","EL",1.00,0.00,0.00,,1.50
"NV","91598","2358","PH","EL",1.00,0.00,0.00,,7.99
"NV","91598","2358","NH3U","EL",1.00,0.00,0.00,,0.04
"NV","91598","2366","PH","EL",1.00,0.00,0.00,,7.94
"NV","91598","2366","SAL","EL",1.00,0.00,0.00,,33.00
"NV","91598","2366","TEMP","EL",1.00,0.00,0.00,,21.10
"NV","91598","2366","NH3T","EL",1.00,0.00,0.00,,0.41
"NV","91598","2366","NH3U","EL",1.00,0.00,0.00,,0.01
"NV","91698","2176","SAL","EL",1.00,0.00,0.00,,34.00
"NV","91698","2176","PH","EL",1.00,0.00,0.00,,8.15
"NV","91698","2176","TEMP","EL",1.00,0.00,0.00,,20.70
"NV","91698","2176","NH3U","EL",1.00,0.00,0.00,,0.01
"NV","91698","2176","NH3T","EL",1.00,0.00,0.00,,0.29
"NV","91698","2242","NH3U","EL",1.00,0.00,0.00,,0.04
"NV","91698","2242","PH","EL",1.00,0.00,0.00,,8.13
"NV","91698","2242","SAL","EL",1.00,0.00,0.00,,33.00
"NV","91698","2242","TEMP","EL",1.00,0.00,0.00,,20.90
"NV","91698","2242","NH3T","EL",1.00,0.00,0.00,,0.90
"NV","91698","2372","NH3U","EL",1.00,0.00,0.00,,9.0e-03
"NV","91698","2372","TEMP","EL",1.00,0.00,0.00,,20.80
"NV","91698","2372","SAL","EL",1.00,0.00,0.00,,33.00
"NV","91698","2372","PH","EL",1.00,0.00,0.00,,8.14
"NV","91698","2372","NH3T","EL",1.00,0.00,0.00,,0.20
"NV","91698","2445","SAL","EL",1.00,0.00,0.00,,33.00
"NV","91698","2445","NH3T","EL",1.00,0.00,0.00,,0.23
"NV","91698","2445","TEMP","EL",1.00,0.00,0.00,,21.00
"NV","91698","2445","PH","EL",1.00,0.00,0.00,,8.46
"NV","91698","2445","NH3U","EL",1.00,0.00,0.00,,0.02
"NV","91698","2447","SAL","EL",1.00,0.00,0.00,,33.00
"NV","91698","2447","TEMP","EL",1.00,0.00,0.00,,20.90
"NV","91698","2447","NH3T","EL",1.00,0.00,0.00,,0.28
"NV","91698","2447","NH3U","EL",1.00,0.00,0.00,,0.02
"NV","91698","2447","PH","EL",1.00,0.00,0.00,,8.43
"NV","91698","2449","NH3T","EL",1.00,0.00,0.00,,1.01
"NV","91698","2449","TEMP","EL",1.00,0.00,0.00,,21.00
"NV","91698","2449","NH3U","EL",1.00,0.00,0.00,,0.03
"NV","91698","2449","SAL","EL",1.00,0.00,0.00,,33.00
"NV","91698","2449","PH","EL",1.00,0.00,0.00,,8.06
"NV","91798","2243","NH3T","EL",1.00,0.00,0.00,,4.71
"NV","91798","2243","PH","EL",1.00,0.00,0.00,,7.96
"NV","91798","2243","NH3U","EL",1.00,0.00,0.00,,0.13
"NV","91798","2243","TEMP","EL",1.00,0.00,0.00,,20.60
"NV","91798","2243","SAL","EL",1.00,0.00,0.00,,34.00
"NV","91798","2258","NH3T","EL",1.00,0.00,0.00,,2.98
"NV","91798","2258","NH3U","EL",1.00,0.00,0.00,,0.18
"NV","91798","2258","SAL","EL",1.00,0.00,0.00,,33.00
"NV","91798","2258","TEMP","EL",1.00,0.00,0.00,,20.70
"NV","91798","2258","PH","EL",1.00,0.00,0.00,,8.28
"NV","91798","2286","PH","EL",1.00,0.00,0.00,,8.21
"NV","91798","2286","NH3T","EL",1.00,0.00,0.00,,1.68
"NV","91798","2286","NH3U","EL",1.00,0.00,0.00,,0.08
"NV","91798","2286","SAL","EL",1.00,0.00,0.00,,33.00
"NV","91798","2286","TEMP","EL",1.00,0.00,0.00,,20.70
"NV","91798","2369","NH3U","EL",1.00,0.00,0.00,,0.04
"NV","91798","2369","SAL","EL",1.00,0.00,0.00,,33.00
"NV","91798","2369","PH","EL",1.00,0.00,0.00,,8.04
"NV","91798","2369","TEMP","EL",1.00,0.00,0.00,,20.70
"NV","91798","2369","NH3T","EL",1.00,0.00,0.00,,1.10
"NV","91798","2383","NH3T","EL",1.00,0.00,0.00,,1.18
"NV","91798","2383","PH","EL",1.00,0.00,0.00,,8.23
"NV","91798","2383","TEMP","EL",1.00,0.00,0.00,,20.50
"NV","91798","2383","NH3U","EL",1.00,0.00,0.00,,0.06
"NV","91798","2383","SAL","EL",1.00,0.00,0.00,,33.00
"NV","91798","2443","TEMP","EL",1.00,0.00,0.00,,20.70
"NV","91798","2443","NH3U","EL",1.00,0.00,0.00,,0.10
"NV","91798","2443","PH","EL",1.00,0.00,0.00,,8.74
