"StationID","SampleDepth","SampleDepthUnits","SampleDate","SampleTime","SampleTimeZone","GrabEventNumber","SamplingOrganization","GearCode","Latitude","Longitude","Datum","Penetration","PenetrationUnits","Color","Composition","Odor","BenthicInfauna","SedimentChemistry","Toxicity","GrainSize","DistanceToTarget","GrabFailCode","Comments"
"7168","822","m",9/18/2008 0:00:00,12/30/1899 10:47:00,"PDT",1,"OCSD","TVV","33.27486","-118.08611","NAD83",17,"cm","Olive Green","Silt/Clay","None",1,0,0,0,"80","None",
"7168","822","m",9/18/2008 0:00:00,12/30/1899 10:47:00,"PDT",2,"OCSD","TVV","33.27486","-118.08611","NAD83",16,"cm","Olive Green","Silt/Clay","None",0,1,0,0,"80","None",
"7155","543","m",9/18/2008 0:00:00,12/30/1899 11:50:00,"PDT",1,"OCSD","TVV","33.20935","-118.08128","NAD83",0,"cm","NR","NR","NR",0,0,0,0,"55","I",
"7155","577","m",9/18/2008 0:00:00,12/30/1899 12:25:00,"PDT",2,"OCSD","TVV","33.21023","-118.08164","NAD83",0,"cm","NR","NR","NR",0,0,0,0,"75","I",
"7155","573","m",9/18/2008 0:00:00,12/30/1899 13:04:00,"PDT",3,"OCSD","TVV","33.21018","-118.08138","NAD83",5,"cm","Light Brown","Fine Sand","None",0,1,0,0,"54","None",
"6354","3","m",8/8/2008 0:00:00,12/30/1899 8:35:00,"PDT",1,"MBC","VV","33.63281","-117.88836","NAD83",0,"cm","NR","NR","NR",0,0,0,0,"81","C",
"6354","3","m",8/8/2008 0:00:00,12/30/1899 8:38:00,"PDT",2,"MBC","VV","33.63288","-117.88807","NAD83",13,"cm","Dark Brown","Silt/Clay","Hydrogen Sulfide",1,0,0,0,"58","None","Subcore: A~B~C^^"
"6354","3","m",8/8/2008 0:00:00,12/30/1899 8:43:00,"PDT",3,"MBC","VV","33.63293","-117.88809","NAD83",17,"cm","Dark Brown","Silt/Clay","Hydrogen Sulfide",0,1,0,1,"57","None",
"6354","3","m",8/8/2008 0:00:00,12/30/1899 8:58:00,"PDT",4,"MBC","VV","33.63298","-117.88807","NAD83",10,"cm","Dark Brown","Silt/Clay","Hydrogen Sulfide",0,0,1,0,"49","None",
"6354","3","m",8/8/2008 0:00:00,12/30/1899 9:05:00,"PDT",5,"MBC","VV","33.6332","-117.88821","NAD83",14,"cm","Dark Brown","Silt/Clay","Hydrogen Sulfide",0,0,1,0,"55","None",
"6354","3","m",8/8/2008 0:00:00,12/30/1899 9:13:00,"PDT",6,"MBC","VV","33.63292","-117.8881","NAD83",16,"cm","Dark Brown","Silt/Clay","Hydrogen Sulfide",0,0,1,0,"55","None",
"6354","3","m",8/8/2008 0:00:00,12/30/1899 9:21:00,"PDT",7,"MBC","VV","33.63306","-117.8883","NAD83",16,"cm","Dark Brown","Silt/Clay","Hydrogen Sulfide",0,0,1,0,"56","None",
"6355","1.2","m",8/12/2008 0:00:00,12/30/1899 9:07:00,"PDT",1,"MBC","VV","33.63655","-117.95382","NAD83",8,"cm","Gray","Silt/Clay","None",1,0,0,0,"27","None","Subcore: A~B~C^^"
"6355","0.5","m",8/12/2008 0:00:00,12/30/1899 9:37:00,"PDT",2,"MBC","VV","33.63654","-117.95363","NAD83",15,"cm","Gray","Silt/Clay","None",0,1,0,1,"43","None",
"6355","1.2","m",8/12/2008 0:00:00,12/30/1899 9:57:00,"PDT",3,"MBC","VV","33.63662","-117.95383","NAD83",15,"cm","Gray","Silt/Clay","None",0,0,1,0,"24","None",
"6355","1.1","m",8/12/2008 0:00:00,12/30/1899 10:17:00,"PDT",4,"MBC","VV","33.63659","-117.95376","NAD83",10,"cm","Gray","Silt/Clay","None",0,0,1,0,"27","None",
"6362","3.9","m",8/8/2008 0:00:00,12/30/1899 9:38:00,"PDT",1,"MBC","VV","33.64574","-117.8888","NAD83",18,"cm","Dark Brown","Silt/Clay","None",1,0,0,0,"19","None","Subcore: A~B~C^^"
"6362","3.8","m",8/8/2008 0:00:00,12/30/1899 9:57:00,"PDT",2,"MBC","VV","33.64574","-117.88879","NAD83",17,"cm","Dark Brown","Silt/Clay","None",0,1,0,1,"19","None",
"6362","4","m",8/8/2008 0:00:00,12/30/1899 10:18:00,"PDT",3,"MBC","VV","33.64579","-117.88874","NAD83",17,"cm","Dark Brown","Silt/Clay","None",0,0,1,0,"18","None",
"6362","4","m",8/8/2008 0:00:00,12/30/1899 10:28:00,"PDT",4,"MBC","VV","33.64579","-117.88875","NAD83",17,"cm","Dark Brown","Silt/Clay","None",0,0,1,0,"17","None",
"6363","3","m",8/8/2008 0:00:00,12/30/1899 11:09:00,"PDT",1,"MBC","VV","33.64682","-117.88411","NAD83",18,"cm","Dark Brown","Silt/Clay","None",1,0,0,0,"70","None","Subcore: A~B~C^^"
"6363","3","m",8/8/2008 0:00:00,12/30/1899 11:18:00,"PDT",2,"MBC","VV","33.64684","-117.88406","NAD83",17,"cm","Dark Brown","Silt/Clay","None",0,1,0,1,"68","None",
"6363","3.2","m",8/8/2008 0:00:00,12/30/1899 11:39:00,"PDT",3,"MBC","VV","33.64687","-117.88406","NAD83",17,"cm","Dark Brown","Silt/Clay","None",0,0,1,0,"70","None","Microbiology sample collected"
"6363","3","m",8/8/2008 0:00:00,12/30/1899 11:50:00,"PDT",4,"MBC","VV","33.64687","-117.88406","NAD83",17,"cm","Dark Brown","Silt/Clay","None",0,0,1,0,"69","None",
"6372","2","m",8/8/2008 0:00:00,12/30/1899 14:01:00,"PDT",1,"MBC","VV","33.68724","-118.03458","NAD83",0,"cm","NR","NR","NR",0,0,0,0,"61","E",
"6372","2","m",8/8/2008 0:00:00,12/30/1899 14:09:00,"PDT",2,"MBC","VV","33.68731","-118.0345","NAD83",0,"cm","NR","NR","NR",0,0,0,0,"58","E",
"6372","2","m",8/8/2008 0:00:00,12/30/1899 14:11:00,"PDT",3,"MBC","VV","33.68729","-118.03455","NAD83",0,"cm","NR","NR","NR",0,0,0,0,"61","E",
"6372","2","m",8/8/2008 0:00:00,12/30/1899 14:15:00,"PDT",4,"MBC","VV","33.68691","-118.03476","NAD83",0,"cm","NR","NR","NR",0,0,0,0,"73","E",
"6372","2","m",8/8/2008 0:00:00,12/30/1899 14:18:00,"PDT",5,"MBC","VV","33.68756","-118.0344","NAD83",0,"cm","NR","NR","NR",0,0,0,0,"67","F",
"6372","2","m",8/8/2008 0:00:00,12/30/1899 14:26:00,"PDT",6,"MBC","VV","33.6875","-118.03442","NAD83",0,"cm","NR","NR","NR",0,0,0,0,"68","E",
"6372","2","m",8/8/2008 0:00:00,12/30/1899 14:29:00,"PDT",7,"MBC","VV","33.68734","-118.03461","NAD83",0,"cm","NR","NR","NR",0,0,0,0,"68","E",
"6372","2","m",8/8/2008 0:00:00,12/30/1899 14:32:00,"PDT",8,"MBC","VV","33.68719","-118.03458","NAD83",0,"cm","NR","NR","NR",0,0,0,0,"62","E",
"6372","2","m",8/8/2008 0:00:00,12/30/1899 14:35:00,"PDT",9,"MBC","VV","33.687","-118.03481","NAD83",0,"cm","NR","NR","NR",0,0,0,0,"78","E",
"6372","1.1","m",8/8/2008 0:00:00,12/30/1899 14:42:00,"PDT",10,"MBC","VV","33.68716","-118.03388","NAD83",10,"cm","Light Brown","Fine Sand","None",1,0,0,0,"14","None","Subcore: A~B~C^^"
"6372","1","m",8/8/2008 0:00:00,12/30/1899 14:49:00,"PDT",11,"MBC","VV","33.68709","-118.03394","NAD83",0,"cm","NR","NR","NR",0,0,0,0,"13","F",
"6372","1","m",8/8/2008 0:00:00,12/30/1899 14:53:00,"PDT",12,"MBC","VV","33.68727","-118.034","NAD83",9,"cm","Light Brown","Fine Sand","None",0,1,0,1,"23","None",
"6372","1","m",8/8/2008 0:00:00,12/30/1899 15:07:00,"PDT",13,"MBC","VV","33.68697","-118.03405","NAD83",8,"cm","Light Brown","Fine Sand","None",0,0,1,0,"16","None",
"6372","1","m",8/8/2008 0:00:00,12/30/1899 15:15:00,"PDT",14,"MBC","VV","33.68694","-118.03409","NAD83",8,"cm","Light Brown","Fine Sand","None",0,0,1,0,"23","None",
"6372","1","m",8/8/2008 0:00:00,12/30/1899 15:20:00,"PDT",15,"MBC","VV","33.68695","-118.03422","NAD83",8,"cm","Light Brown","Fine Sand","None",0,0,1,0,"26","None",
"6375","0.8","m",9/26/2008 0:00:00,12/30/1899 13:56:00,"PDT",1,"MBC","VV","33.69125","-118.04154","NAD83",15,"cm","Gray","Silt/Clay","None",1,0,0,0,"34","None","Subcore: A~B~C^^"
"6375","0.8","m",9/26/2008 0:00:00,12/30/1899 14:02:00,"PDT",2,"MBC","VV","33.69125","-118.04151","NAD83",16,"cm","Gray","Silt/Clay","None",0,1,0,1,"37","None",
"6375","0.8","m",9/26/2008 0:00:00,12/30/1899 14:20:00,"PDT",3,"MBC","VV","33.69129","-118.04155","NAD83",18,"cm","Gray","Silt/Clay","None",0,0,1,0,"33","None",
"6375","0.8","m",9/26/2008 0:00:00,12/30/1899 14:33:00,"PDT",4,"MBC","VV","33.69131","-118.04153","NAD83",17,"cm","Gray","Silt/Clay","None",0,0,1,0,"38","None",
"6382","1.2","m",9/26/2008 0:00:00,12/30/1899 10:15:00,"PDT",1,"MBC","VV","33.70366","-118.0496","NAD83",18,"cm","Black","Silt/Clay","Hydrogen Sulfide",1,0,0,0,"57","None","Subcore: A~B~C^^"
"6382","1.2","m",9/26/2008 0:00:00,12/30/1899 10:24:00,"PDT",2,"MBC","VV","33.70364","-118.04962","NAD83",18,"cm","Black","Silt/Clay","Hydrogen Sulfide",0,1,0,1,"58","None",
"6382","1.2","m",9/26/2008 0:00:00,12/30/1899 10:44:00,"PDT",3,"MBC","VV","33.70362","-118.0496","NAD83",18,"cm","Black","Silt/Clay","Hydrogen Sulfide",0,0,1,0,"53","None",
"6382","1.2","m",9/26/2008 0:00:00,12/30/1899 10:54:00,"PDT",4,"MBC","VV","33.70362","-118.04959","NAD83",17,"cm","Black","Silt/Clay","Hydrogen Sulfide",0,0,1,0,"55","None",
"6382","1.2","m",9/26/2008 0:00:00,12/30/1899 11:03:00,"PDT",5,"MBC","VV","33.70366","-118.04959","NAD83",17,"cm","Black","Silt/Clay","Hydrogen Sulfide",0,0,1,0,"56","None","Sed TIE Collected"
"6382","1","m",9/26/2008 0:00:00,12/30/1899 11:11:00,"PDT",6,"MBC","VV","33.70366","-118.04964","NAD83",0,"cm","NR","NR","NR",0,0,0,0,"62","A",
"6382","1","m",9/26/2008 0:00:00,12/30/1899 11:15:00,"PDT",7,"MBC","VV","33.70361","-118.04967","NAD83",18,"cm","Black","Silt/Clay","Hydrogen Sulfide",0,0,1,0,"59","None","Sed TIE Collected"
"6406","3.3","m",7/14/2008 0:00:00,12/30/1899 12:52:00,"PDT",1,"MBC","VV","33.72749","-118.07916","NAD83",0,"cm","NR","NR","NR",0,0,0,0,"14","E",
"6406","3.9","m",7/14/2008 0:00:00,12/30/1899 12:59:00,"PDT",2,"MBC","VV","33.72746","-118.0792","NAD83",0,"cm","NR","NR","NR",0,0,0,0,"13","E",
"6406","4","m",7/14/2008 0:00:00,12/30/1899 13:06:00,"PDT",3,"MBC","VV","33.72757","-118.07917","NAD83",11,"cm","Dark Brown","Fine Sand","None",1,0,0,0,"23","None","Subcore: A~B~C^^"
"6406","3.7","m",7/14/2008 0:00:00,12/30/1899 13:12:00,"PDT",4,"MBC","VV","33.72749","-118.07944","NAD83",9,"cm","Dark Brown","Fine Sand","None",0,1,0,1,"35","None",
"6406","4.7","m",7/14/2008 0:00:00,12/30/1899 13:26:00,"PDT",5,"MBC","VV","33.72737","-118.07922","NAD83",8,"cm","Dark Brown","Fine Sand","None",0,1,0,1,"12","None",
"6406","4.7","m",7/14/2008 0:00:00,12/30/1899 13:39:00,"PDT",6,"MBC","VV","33.72736","-118.07919","NAD83",7,"cm","Dark Brown","Fine Sand","None",0,0,1,0,"11","None",
"6406","5.1","m",7/14/2008 0:00:00,12/30/1899 13:46:00,"PDT",7,"MBC","VV","33.72739","-118.07944","NAD83",0,"cm","NR","NR","NR",0,0,0,0,"32","C",
"6406","4.3","m",7/14/2008 0:00:00,12/30/1899 13:48:00,"PDT",8,"MBC","VV","33.72742","-118.0792","NAD83",7,"cm","Dark Brown","Fine Sand","None",0,0,1,0,"10","None",
"6406","5.2","m",7/14/2008 0:00:00,12/30/1899 13:52:00,"PDT",9,"MBC","VV","33.72742","-118.07949","NAD83",0,"cm","NR","NR","NR",0,0,0,0,"33","C",
"6406","4.4","m",7/14/2008 0:00:00,12/30/1899 13:54:00,"PDT",10,"MBC","VV","33.72746","-118.07929","NAD83",0,"cm","NR","NR","NR",0,0,0,0,"22","E",
"6406","5.2","m",7/14/2008 0:00:00,12/30/1899 13:57:00,"PDT",11,"MBC","VV","33.72746","-118.07953","NAD83",0,"cm","NR","NR","NR",0,0,0,0,"42","C",
"6406","3.9","m",7/14/2008 0:00:00,12/30/1899 14:00:00,"PDT",12,"MBC","VV","33.72756","-118.07927","NAD83",9,"cm","Dark Brown","Fine Sand","None",0,0,1,0,"26","None",
"6406","3.6","m",7/14/2008 0:00:00,12/30/1899 14:08:00,"PDT",13,"MBC","VV","33.72756","-118.07914","NAD83",10,"cm","Dark Brown","Fine Sand","None",0,0,1,0,"20","None",
"6406","3.5","m",7/14/2008 0:00:00,12/30/1899 14:13:00,"PDT",14,"MBC","VV","33.7275","-118.07904","NAD83",8,"cm","Dark Brown","Fine Sand","None",0,0,1,0,"14","None",
"6406","3.4","m",7/14/2008 0:00:00,12/30/1899 14:17:00,"PDT",15,"MBC","VV","33.72759","-118.07905","NAD83",8,"cm","Dark Brown","Fine Sand","None",0,0,1,0,"23","None",
"6406","3.5","m",7/14/2008 0:00:00,12/30/1899 14:22:00,"PDT",16,"MBC","VV","33.72765","-118.07912","NAD83",0,"cm","NR","NR","NR",0,0,0,0,"31","E",
"6406","3.6","m",7/14/2008 0:00:00,12/30/1899 14:26:00,"PDT",17,"MBC","VV","33.72743","-118.0789","NAD83",8,"cm","Dark Brown","Fine Sand","None",0,0,1,0,"18","None",
"6406","3.2","m",7/14/2008 0:00:00,12/30/1899 14:30:00,"PDT",18,"MBC","VV","33.72736","-118.07896","NAD83",8,"cm","Dark Brown","Fine Sand","None",0,0,1,0,"11","None",
"6406","3.7","m",7/14/2008 0:00:00,12/30/1899 14:35:00,"PDT",19,"MBC","VV","33.72742","-118.07903","NAD83",7,"cm","Dark Brown","Fine Sand","None",0,0,1,0,"7","None",
"6406","3.7","m",7/14/2008 0:00:00,12/30/1899 14:41:00,"PDT",20,"MBC","VV","33.72729","-118.07859","NAD83",9,"cm","Dark Brown","Fine Sand","None",0,0,1,0,"45","None",
"6406","4.4","m",7/14/2008 0:00:00,12/30/1899 14:46:00,"PDT",21,"MBC","VV","33.72712","-118.07886","NAD83",8,"cm","Dark Brown","Fine Sand","None",0,0,1,0,"33","None",
"6406","4.5","m",7/14/2008 0:00:00,12/30/1899 14:50:00,"PDT",22,"MBC","VV","33.72728","-118.07902","NAD83",7,"cm","Dark Brown","Fine Sand","None",0,0,1,0,"12","None",
"6406","4.3","m",7/14/2008 0:00:00,12/30/1899 14:55:00,"PDT",23,"MBC","VV","33.72718","-118.07882","NAD83",8,"cm","Dark Brown","Fine Sand","None",0,0,1,0,"30","None",
"6406","3.6","m",7/14/2008 0:00:00,12/30/1899 15:01:00,"PDT",24,"MBC","VV","33.72748","-118.07913","NAD83",8,"cm","Dark Brown","Fine Sand","None",0,0,1,0,"11","None",
"6406","4.2","m",7/14/2008 0:00:00,12/30/1899 15:07:00,"PDT",25,"MBC","VV","33.72731","-118.07907","NAD83",7,"cm","Dark Brown","Fine Sand","None",0,0,1,0,"7","None",
"6406","4.9","m",7/14/2008 0:00:00,12/30/1899 15:12:00,"PDT",26,"MBC","VV","33.72742","-118.07946","NAD83",0,"cm","NR","NR","NR",0,0,0,0,"36","C",
"6406","3.5","m",7/14/2008 0:00:00,12/30/1899 15:15:00,"PDT",27,"MBC","VV","33.72769","-118.07912","NAD83",8,"cm","Dark Brown","Fine Sand","None",0,0,1,0,"34","None",
"6406","5.5","m",7/14/2008 0:00:00,12/30/1899 15:21:00,"PDT",28,"MBC","VV","33.72764","-118.07915","NAD83",10,"cm","Dark Brown","Fine Sand","None",0,0,1,0,"26","None",
"6406","3.4","m",7/14/2008 0:00:00,12/30/1899 15:29:00,"PDT",29,"MBC","VV","33.72776","-118.07905","NAD83",12,"cm","Dark Brown","Fine Sand","None",0,0,1,0,"42","None",
"6406","3.4","m",7/14/2008 0:00:00,12/30/1899 15:37:00,"PDT",30,"MBC","VV","33.72776","-118.07917","NAD83",12,"cm","Dark Brown","Fine Sand","None",0,0,1,0,"43","None",
"6406","4.2","m",7/14/2008 0:00:00,12/30/1899 15:43:00,"PDT",31,"MBC","VV","33.72782","-118.07912","NAD83",12,"cm","Dark Brown","Fine Sand","None",0,0,1,0,"47","None",
"6438","1.8","m",9/25/2008 0:00:00,12/30/1899 10:41:00,"PDT",1,"MBC","VV","33.74023","-118.08427","NAD83",15,"cm","Gray","Silt/Clay","None",1,0,0,0,"16","None","Subcore: A~B~C^^"
"6438","1.8","m",9/25/2008 0:00:00,12/30/1899 10:45:00,"PDT",2,"MBC","VV","33.7402","-118.08431","NAD83",0,"cm","NR","NR","NR",0,0,0,0,"11","C",
"6438","1.8","m",9/25/2008 0:00:00,12/30/1899 10:55:00,"PDT",3,"MBC","VV","33.74023","-118.08425","NAD83",0,"cm","NR","NR","NR",0,0,0,0,"15","C",
"6438","1.8","m",9/25/2008 0:00:00,12/30/1899 11:01:00,"PDT",4,"MBC","VV","33.74022","-118.08426","NAD83",0,"cm","NR","NR","NR",0,0,0,0,"16","C",
"6438","1.8","m",9/25/2008 0:00:00,12/30/1899 11:05:00,"PDT",5,"MBC","VV","33.74035","-118.08414","NAD83",17,"cm","Gray","Silt/Clay","None",0,1,0,1,"34","None",
"6438","1.8","m",9/25/2008 0:00:00,12/30/1899 11:25:00,"PDT",6,"MBC","VV","33.74032","-118.08422","NAD83",17,"cm","Gray","Silt/Clay","None",0,0,1,0,"32","None",
"6438","1.7","m",9/25/2008 0:00:00,12/30/1899 11:32:00,"PDT",7,"MBC","VV","33.74032","-118.08419","NAD83",18,"cm","Gray","Silt/Clay","None",0,0,1,0,"25","None",
"6438","1.7","m",9/25/2008 0:00:00,12/30/1899 11:40:00,"PDT",8,"MBC","VV","33.74033","-118.08414","NAD83",12,"cm","Gray","Silt/Clay","None",0,0,1,0,"28","None","Sed TIE Collected"
"6438","1.7","m",9/25/2008 0:00:00,12/30/1899 11:48:00,"PDT",9,"MBC","VV","33.74034","-118.08411","NAD83",0,"cm","NR","NR","NR",0,0,0,0,"31","A",
"6438","1.7","m",9/25/2008 0:00:00,12/30/1899 11:52:00,"PDT",10,"MBC","VV","33.74015","-118.08418","NAD83",0,"cm","NR","NR","NR",0,0,0,0,"17","C",
"6438","1.7","m",9/25/2008 0:00:00,12/30/1899 11:54:00,"PDT",11,"MBC","VV","33.74016","-118.08418","NAD83",15,"cm","Gray","Silt/Clay","None",0,0,1,0,"16","None","Sed TIE Collected"
"6451","0.4","m",9/25/2008 0:00:00,12/30/1899 8:52:00,"PDT",1,"MBC","VV","33.74584","-118.0826","NAD83",18,"cm","Gray","Silt/Clay","Hydrogen Sulfide",1,0,0,0,"3","None","Subcore: A~B~C^^"
"6451","0.4","m",9/25/2008 0:00:00,12/30/1899 9:00:00,"PDT",2,"MBC","VV","33.74588","-118.0826","NAD83",18,"cm","Gray","Silt/Clay","Hydrogen Sulfide",0,1,0,1,"5","None",
"6451","0.6","m",9/25/2008 0:00:00,12/30/1899 9:07:00,"PDT",3,"MBC","VV","33.74586","-118.08252","NAD83",18,"cm","Gray","Silt/Clay","Hydrogen Sulfide",0,0,1,0,"3","None",
"6451","1","m",9/25/2008 0:00:00,12/30/1899 9:26:00,"PDT",4,"MBC","VV","33.7458","-118.08246","NAD83",18,"cm","Gray","Silt/Clay","Hydrogen Sulfide",0,0,1,0,"11","None",
"6468","3.4","m",7/14/2008 0:00:00,12/30/1899 16:37:00,"PDT",1,"MBC","VV","33.75299","-118.10511","NAD83",10,"cm","Dark Brown","Fine Sand","None",1,0,0,0,"72","None","Subcore: A~B~C^^"
"6468","3.3","m",7/14/2008 0:00:00,12/30/1899 16:43:00,"PDT",2,"MBC","VV","33.75312","-118.10496","NAD83",10,"cm","Dark Brown","Fine Sand","None",0,1,0,1,"68","None",
"6468","3.2","m",7/14/2008 0:00:00,12/30/1899 16:55:00,"PDT",3,"MBC","VV","33.75303","-118.105","NAD83",10,"cm","Dark Brown","Fine Sand","None",0,0,1,0,"72","None","Microbiology sample collected"
"6468","3.3","m",7/14/2008 0:00:00,12/30/1899 17:06:00,"PDT",4,"MBC","VV","33.75324","-118.10479","NAD83",9,"cm","Dark Brown","Fine Sand","None",0,0,1,0,"74","None",
"6468","73","m",7/14/2008 0:00:00,12/30/1899 17:12:00,"PDT",5,"MBC","VV","33.75304","-118.10503","NAD83",10,"cm","Dark Brown","Fine Sand","None",0,0,1,0,"73","None",
"6485","3.5","m",7/14/2008 0:00:00,12/30/1899 9:32:00,"PDT",1,"MBC","VV","33.76578","-118.10355","NAD83",15,"cm","Gray","Silt/Clay","Hydrogen Sulfide",1,0,0,0,"93","None","Subcore: A~B~C^^"
"6485","3.8","m",7/14/2008 0:00:00,12/30/1899 9:39:00,"PDT",2,"MBC","VV","33.7658","-118.10354","NAD83",16,"cm","Gray","Silt/Clay","Hydrogen Sulfide",0,1,0,1,"90","None",
"6485","3.9","m",7/14/2008 0:00:00,12/30/1899 10:04:00,"PDT",3,"MBC","VV","33.76579","-118.1036","NAD83",17,"cm","Gray","Silt/Clay","Hydrogen Sulfide",0,0,1,0,"94","None",
"6485","4","m",7/14/2008 0:00:00,12/30/1899 10:17:00,"PDT",4,"MBC","VV","33.76581","-118.10357","NAD83",17,"cm","Gray","Silt/Clay","Hydrogen Sulfide",0,0,1,0,"94","None",
"6485","3.9","m",7/14/2008 0:00:00,12/30/1899 10:25:00,"PDT",5,"MBC","VV","33.76581","-118.10358","NAD83",0,"cm","NR","NR","NR",0,0,0,0,"94","A",
"6485","4","m",7/14/2008 0:00:00,12/30/1899 10:31:00,"PDT",6,"MBC","VV","33.76577","-118.10356","NAD83",17,"cm","Gray","Silt/Clay","Hydrogen Sulfide",0,0,1,0,"93","None",
"6485","4","m",7/14/2008 0:00:00,12/30/1899 10:37:00,"PDT",7,"MBC","VV","33.76582","-118.10358","NAD83",17,"cm","Gray","Silt/Clay","Hydrogen Sulfide",0,0,1,0,"93","None",
"6485","3.9","m",7/14/2008 0:00:00,12/30/1899 10:43:00,"PDT",8,"MBC","VV","33.7658","-118.10358","NAD83",17,"cm","Gray","Silt/Clay","Hydrogen Sulfide",0,0,1,0,"94","None",
"6485","3.9","m",7/14/2008 0:00:00,12/30/1899 10:50:00,"PDT",9,"MBC","VV","33.76578","-118.10358","NAD83",17,"cm","Gray","Silt/Clay","Hydrogen Sulfide",0,0,1,0,"95","None",
"6485","4","m",7/14/2008 0:00:00,12/30/1899 10:57:00,"PDT",10,"MBC","VV","33.76581","-118.10359","NAD83",16,"cm","Gray","Silt/Clay","Hydrogen Sulfide",0,0,1,0,"96","None",
"6485","3.8","m",7/14/2008 0:00:00,12/30/1899 11:02:00,"PDT",11,"MBC","VV","33.7658","-118.10367","NAD83",16,"cm","Gray","Silt/Clay","Hydrogen Sulfide",0,0,1,0,"96","None",
"6485","4","m",7/14/2008 0:00:00,12/30/1899 11:07:00,"PDT",12,"MBC","VV","33.7658","-118.10352","NAD83",16,"cm","Gray","Silt/Clay","Hydrogen Sulfide",0,0,1,0,"92","None",
"6485","3.8","m",7/14/2008 0:00:00,12/30/1899 11:12:00,"PDT",13,"MBC","VV","33.76582","-118.10358","NAD83",17,"cm","Gray","Silt/Clay","Hydrogen Sulfide",0,0,1,0,"94","None",
"6485","3.8","m",7/14/2008 0:00:00,12/30/1899 11:17:00,"PDT",14,"MBC","VV","33.76577","-118.10356","NAD83",16,"cm","Gray","Silt/Clay","Hydrogen Sulfide",0,0,1,0,"92","None",
"6485","3.8","m",7/14/2008 0:00:00,12/30/1899 11:23:00,"PDT",15,"MBC","VV","33.7658","-118.10356","NAD83",16,"cm","Gray","Silt/Clay","Hydrogen Sulfide",0,0,1,0,"92","None",
"6485","3.8","m",7/14/2008 0:00:00,12/30/1899 11:27:00,"PDT",16,"MBC","VV","33.76577","-118.10353","NAD83",16,"cm","Gray","Silt/Clay","Hydrogen Sulfide",0,0,1,0,"91","None",
"6485","3.7","m",7/14/2008 0:00:00,12/30/1899 11:32:00,"PDT",17,"MBC","VV","33.76577","-118.10355","NAD83",16,"cm","Gray","Silt/Clay","Hydrogen Sulfide",0,0,1,0,"91","None",
"6485","3.6","m",7/14/2008 0:00:00,12/30/1899 11:38:00,"PDT",18,"MBC","VV","33.76581","-118.10355","NAD83",16,"cm","Gray","Silt/Clay","Hydrogen Sulfide",0,0,1,0,"94","None",
"6485","3.7","m",7/14/2008 0:00:00,12/30/1899 11:43:00,"PDT",19,"MBC","VV","33.76581","-118.10354","NAD83",16,"cm","Gray","Silt/Clay","Hydrogen Sulfide",0,0,1,0,"92","None",
"6500","2.8","m",7/14/2008 0:00:00,12/30/1899 18:08:00,"PDT",1,"MBC","VV","33.78056","-118.20581","NAD83",7,"cm","Black","Mixed","Hydrogen Sulfide",1,0,0,0,"16","None","Subcore: A~B~C^^~Mixed: Gravel & Silt/Clay"
"6500","3.1","m",7/14/2008 0:00:00,12/30/1899 18:16:00,"PDT",2,"MBC","VV","33.78091","-118.20557","NAD83",0,"cm","NR","NR","NR",0,0,0,0,"31","C",
"6500","2.9","m",7/14/2008 0:00:00,12/30/1899 18:19:00,"PDT",3,"MBC","VV","33.7809","-118.20595","NAD83",0,"cm","NR","NR","NR",0,0,0,0,"21","C",
"6500","2.9","m",7/14/2008 0:00:00,12/30/1899 18:20:00,"PDT",4,"MBC","VV","33.78074","-118.20596","NAD83",10,"cm","Black","Mixed","Hydrogen Sulfide",0,1,0,1,"10","None","Mixed: Gravel & Silt/Clay"
"6500","2.9","m",7/14/2008 0:00:00,12/30/1899 18:35:00,"PDT",5,"MBC","VV","33.78081","-118.20588","NAD83",12,"cm","Black","Mixed","Hydrogen Sulfide",0,0,1,0,"10","None","Mixed: Gravel & Silt/Clay~Microbiology Sample Collected"
"6500","3","m",7/14/2008 0:00:00,12/30/1899 18:58:00,"PDT",6,"MBC","VV","33.78077","-118.20591","NAD83",0,"cm","NR","NR","NR",0,0,0,0,"10","C",
"6500","2.9","m",7/14/2008 0:00:00,12/30/1899 19:01:00,"PDT",7,"MBC","VV","33.78078","-118.20592","NAD83",11,"cm","Black","Mixed","Hydrogen Sulfide",0,0,1,0,"10","None","Mixed: Gravel & Silt/Clay"
"6500","2.8","m",7/14/2008 0:00:00,12/30/1899 19:07:00,"PDT",8,"MBC","VV","33.78066","-118.20582","NAD83",10,"cm","Black","Mixed","Hydrogen Sulfide",0,0,1,0,"8","None","Mixed: Gravel & Silt/Clay"
"6533","0","m",9/10/2008 0:00:00,12/30/1899 13:00:00,"PDT",1,"MBC","VV","34.03279","-118.6822","NAD83",0,"cm","NR","NR","NR",0,0,0,0,"0","Other","Salinity Too Low: 11-13 ppt"
"6539","0.5","m",8/19/2008 0:00:00,12/30/1899 11:47:00,"PDT",1,"MBC","VV","34.10402","-119.11238","NAD83",16,"cm","Gray","Silt/Clay","None",1,0,0,0,"71","None","Subcore: A~B~C^^"
"6539","0.5","m",8/19/2008 0:00:00,12/30/1899 11:57:00,"PDT",2,"MBC","VV","34.10388","-119.11235","NAD83",17,"cm","Gray","Silt/Clay","None",0,1,0,1,"88","None",
