"StationID","Stratum","Location","Latitude","Longitude","BAYHARBORS","MARINAS","BATH6","BATH30","Bath120to200","Bath200to500","Bath500to1000","ESTUARY","ESTUARYLA","USGS","SPME","ChannelIslands","LPOTW","SPOTW","SMB_NEC","GrabAreaWeight","ToxAreaWeight","FishAssemblageAreaWeight","FishBioaccumAreaWeight","SPMEAreaWeight"
"4121","Lower slope and basin (500-1000 m)","Hueneme to Dume",33.85,-119.19,0.00,0.00,0.00,0.00,0.00,0.00,1.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,221.76,0.00,0.00,0.00,0.00
"4122","Mid-shelf (30-120 m)","San Pedro Shelf",33.60,-118.14,0.00,0.00,0.00,1.00,0.00,0.00,0.00,"0","0",0,3.00,0.00,0.00,0.00,0.00,55.67,0.00,61.24,0.00,0.00
"4123","Mid-shelf (30-120 m)","West Santa Barbara Channel",34.45,-120.19,0.00,0.00,0.00,1.00,0.00,0.00,0.00,"0","0",0,2.00,0.00,0.00,0.00,0.00,55.67,0.00,61.24,0.00,0.00
"4124","Lower slope and basin (500-1000 m)","San Pedro Shelf",33.46,-118.39,0.00,0.00,0.00,0.00,0.00,0.00,1.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,221.76,0.00,0.00,0.00,0.00
"4125","Upper slope (200-500 m)","Hueneme to Dume",34.04,-119.19,0.00,0.00,0.00,0.00,0.00,1.00,0.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,105.43,105.43,105.43,0.00,0.00
"4126","Mid-shelf (30-120 m)","North San Diego Shelf",33.35,-117.61,0.00,0.00,0.00,1.00,0.00,0.00,0.00,"0","0",0,4.00,0.00,0.00,0.00,0.00,55.67,0.00,61.24,0.00,0.00
"4127","Channel Islands (5-200 m)","Island Shelves",34.14,-120.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"0","0",0,0.00,1.00,0.00,0.00,0.00,37.75,37.75,37.75,0.00,0.00
"4128","Inner shelf (5-30 m)","North San Diego Shelf",32.91,-117.27,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,39.44,0.00,38.13,0.00,0.00
"4129","Marinas","Newport Bay",33.61,-117.92,0.00,1.00,0.00,0.00,0.00,0.00,0.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,0.49,0.49,2.50,0.00,0.00
"4130","LA Estuaries","Los Alamitos Estuary",33.76,-118.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"0","Los Alamitos Estuary",0,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.00,0.00
"4131","Marinas","Oxnard",34.16,-119.22,0.00,1.00,0.00,0.00,0.00,0.00,0.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,0.49,0.49,2.50,0.00,0.00
"4132","Upper slope (200-500 m)","South San Diego Shelf",32.69,-117.39,0.00,0.00,0.00,0.00,0.00,1.00,0.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,105.43,105.43,105.43,0.00,0.00
"4133","Outer shelf (120-200 m)","Hueneme to Dume",34.04,-119.05,0.00,0.00,0.00,0.00,1.00,0.00,0.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,20.43,0.00,15.59,0.00,0.00
"4134","Mid-shelf (30-120 m)","Santa Monica Bay",33.81,-118.42,0.00,0.00,0.00,1.00,0.00,0.00,0.00,"0","0",0,3.00,0.00,0.00,0.00,1.00,55.67,0.00,61.24,0.00,0.00
"4135","Upper slope (200-500 m)","West Santa Barbara Channel",34.31,-120.28,0.00,0.00,0.00,0.00,0.00,1.00,0.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,105.43,105.43,105.43,0.00,0.00
"4136","Estuaries","Goleta Slough",34.42,-119.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Goleta Slough","0",0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"4137","Large POTW Outfalls","San Pedro Shelf",33.57,-118.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"0","0",0,0.00,0.00,1.00,0.00,0.00,5.01,0.00,5.01,0.00,0.00
"4138","Marinas","Los Angeles Harbor",33.72,-118.27,0.00,1.00,1.00,0.00,0.00,0.00,0.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,0.49,0.49,2.50,0.00,0.00
"4139","Marinas","Ventura Harbor",34.24,-119.27,0.00,1.00,0.00,0.00,0.00,0.00,0.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,0.49,0.49,2.50,0.00,0.00
"4140","Marinas","San Diego Bay",32.71,-117.22,0.00,1.00,0.00,0.00,0.00,0.00,0.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,0.49,0.49,2.50,0.00,0.00
"4141","Large POTW Outfalls","Santa Monica Bay",33.92,-118.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"0","0",0,0.00,0.00,1.00,0.00,1.00,5.01,0.00,5.01,0.00,0.00
"4142","LA Estuaries","Los Angeles River Estuary",33.78,-118.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"0","Los Angeles River Estuary",0,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,0.00
"4143","Inner shelf (5-30 m)","East Santa Barbara Channel",34.35,-119.48,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,39.44,0.00,38.13,0.00,0.00
"4144","Outer shelf (120-200 m)","North San Diego Shelf",33.22,-117.51,0.00,0.00,0.00,0.00,1.00,0.00,0.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,20.43,0.00,15.59,0.00,0.00
"4145","Estuaries","Batiquitos Lagoon",33.08,-117.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Batiquitos Lagoon","0",0,0.00,0.00,0.00,0.00,0.00,0.21,0.21,0.00,0.00,0.00
"4146","Ports/Bays/Harbors","Los Angeles Harbor",33.74,-118.21,1.00,0.00,0.00,0.00,0.00,0.00,0.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,2.73,2.82,2.50,0.00,0.00
"4147","Outer shelf (120-200 m)","East Santa Barbara Channel",34.16,-119.46,0.00,0.00,0.00,0.00,1.00,0.00,0.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,20.43,0.00,15.59,0.00,0.00
"4148","Ports/Bays/Harbors","San Diego Bay",32.64,-117.11,1.00,0.00,0.00,0.00,0.00,0.00,0.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,2.73,2.82,2.50,0.00,0.00
"4149","Marinas","Marina del Rey",33.96,-118.45,0.00,1.00,0.00,0.00,0.00,0.00,0.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,0.49,0.49,2.50,0.00,0.00
"4150","Mid-shelf (30-120 m)","Santa Monica Bay",33.87,-118.47,0.00,0.00,0.00,1.00,0.00,0.00,0.00,"0","0",0,3.00,0.00,0.00,0.00,1.00,55.67,0.00,61.24,125.58,0.00
"4151","Mid-shelf (30-120 m)","East Santa Barbara Channel",34.33,-119.76,0.00,0.00,0.00,1.00,0.00,0.00,0.00,"0","0",0,2.00,0.00,0.00,0.00,0.00,55.67,0.00,0.00,0.00,0.00
"4152","Small POTW Outfalls","North San Diego Shelf",33.11,-117.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"0","0",0,0.00,0.00,0.00,1.00,0.00,0.93,0.00,0.93,0.00,0.00
"4153","Lower slope and basin (500-1000 m)","Santa Monica Bay",33.83,-118.64,0.00,0.00,0.00,0.00,0.00,0.00,1.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,221.76,0.00,0.00,0.00,0.00
"4154","Mid-shelf (30-120 m)","San Pedro Shelf",33.62,-118.07,0.00,0.00,0.00,1.00,0.00,0.00,0.00,"0","0",0,3.00,0.00,0.00,0.00,0.00,55.67,0.00,61.24,0.00,0.00
"4155","Channel Islands (5-200 m)","Island Shelves",34.10,-120.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"0","0",0,0.00,1.00,0.00,0.00,0.00,37.75,37.75,37.75,0.00,0.00
"4156","Marinas","San Diego Bay",32.72,-117.21,0.00,1.00,0.00,0.00,0.00,0.00,0.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,0.49,0.49,2.50,0.00,0.00
"4157","Outer shelf (120-200 m)","Hueneme to Dume",34.11,-119.22,0.00,0.00,0.00,1.00,0.00,0.00,0.00,"0","0",0,2.00,0.00,0.00,0.00,0.00,20.43,0.00,0.00,0.00,0.00
"4158","Inner shelf (5-30 m)","North San Diego Shelf",33.42,-117.64,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,39.44,0.00,38.13,0.00,0.00
"4159","Channel Islands (5-200 m)","Island Shelves",33.99,-120.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"0","0",0,0.00,1.00,0.00,0.00,0.00,37.75,37.75,37.75,0.00,0.00
"4160","Lower slope and basin (500-1000 m)","North San Diego Shelf",33.10,-117.63,0.00,0.00,0.00,0.00,0.00,0.00,1.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,221.76,0.00,0.00,0.00,0.00
"4161","Estuaries","Bolsa Chica Estuary",33.70,-118.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Bolsa Chica Estuary","0",0,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.00
"4162","Ports/Bays/Harbors","Long Beach Harbor",33.73,-118.19,1.00,0.00,0.00,0.00,0.00,0.00,0.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,2.73,2.82,2.50,0.00,0.00
"4163","Channel Islands (5-200 m)","Island Shelves",34.07,-119.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"0","0",0,0.00,1.00,0.00,0.00,0.00,37.75,37.75,37.75,0.00,0.00
"4164","Mid-shelf (30-120 m)","South San Diego Shelf",32.72,-117.34,0.00,0.00,0.00,1.00,0.00,0.00,0.00,"0","0",0,4.00,0.00,0.00,0.00,0.00,55.67,0.00,61.24,0.00,0.00
"4165","Mid-shelf (30-120 m)","Santa Monica Bay",34.01,-118.59,0.00,0.00,0.00,1.00,0.00,0.00,0.00,"0","0",0,3.00,0.00,0.00,0.00,1.00,55.67,0.00,61.24,0.00,0.00
"4166","Large POTW Outfalls","Palos Verdes Shelf",33.70,-118.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"0","0",0,0.00,0.00,1.00,0.00,1.00,5.01,0.00,5.01,0.00,0.00
"4167","Outer shelf (120-200 m)","East Santa Barbara Channel",34.26,-119.76,0.00,0.00,0.00,0.00,1.00,0.00,0.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,20.43,0.00,15.59,0.00,0.00
"4168","Estuaries","Upper Newport Bay",33.64,-117.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Upper Newport Bay","0",0,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,0.00,0.00
"4169","Upper slope (200-500 m)","Orange Shelf",33.41,-118.02,0.00,0.00,0.00,0.00,0.00,1.00,0.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,105.43,105.43,105.43,0.00,0.00
"4170","Large POTW Outfalls","Palos Verdes Shelf",33.69,-118.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"0","0",0,0.00,0.00,1.00,0.00,1.00,5.01,0.00,5.01,0.00,0.00
"4171","Channel Islands (5-200 m)","Island Shelves",33.85,-120.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"0","0",0,0.00,1.00,0.00,0.00,0.00,37.75,37.75,37.75,0.00,0.00
"4172","Mid-shelf (30-120 m)","South San Diego Shelf",32.59,-117.24,0.00,0.00,0.00,1.00,0.00,0.00,0.00,"0","0",0,4.00,0.00,0.00,0.00,0.00,55.67,0.00,61.24,0.00,0.00
"4173","Mid-shelf (30-120 m)","Santa Monica Bay",33.90,-118.56,0.00,0.00,0.00,1.00,0.00,0.00,0.00,"0","0",0,3.00,0.00,0.00,0.00,1.00,55.67,0.00,61.24,125.58,0.00
"4174","LA Estuaries","Los Angeles River Estuary",33.78,-118.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"0","Los Angeles River Estuary",0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"4175","Inner shelf (5-30 m)","West Santa Barbara Channel",34.44,-120.37,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,39.44,105.11,38.13,0.00,0.00
"4176","Estuaries","Mugu Lagoon",34.11,-119.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Mugu Lagoon","0",0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"4177","Marinas","Newport Bay",33.61,-117.91,0.00,1.00,0.00,0.00,0.00,0.00,0.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,0.49,0.49,2.50,0.00,0.00
"4178","Ports/Bays/Harbors","Los Angeles Harbor",33.71,-118.25,1.00,0.00,0.00,0.00,0.00,0.00,0.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,2.73,2.82,2.50,0.00,0.00
"4179","Upper slope (200-500 m)","East Santa Barbara Channel",34.14,-119.77,0.00,0.00,0.00,0.00,0.00,1.00,0.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,105.43,105.43,105.43,0.00,0.00
"4180","Ports/Bays/Harbors","San Diego Bay",32.61,-117.11,1.00,0.00,0.00,0.00,0.00,0.00,0.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,2.73,2.82,2.50,0.00,0.00
"4181","Inner shelf (5-30 m)","Santa Monica Bay",33.99,-118.50,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"0","0",0,0.00,0.00,0.00,0.00,1.00,39.44,0.00,38.13,0.00,0.00
"4182","LA Estuaries","Los Alamitos Estuary",33.76,-118.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"0","Los Alamitos Estuary",0,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.00,0.00
"4183","Small POTW Outfalls","East Santa Barbara Channel",34.39,-119.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"0","0",0,0.00,0.00,0.00,1.00,0.00,0.93,0.00,0.93,0.00,0.00
"4184","Large POTW Outfalls","South San Diego Shelf",32.68,-117.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"0","0",0,0.00,0.00,1.00,0.00,0.00,5.01,0.00,5.01,0.00,0.00
"4185","Mid-shelf (30-120 m)","Santa Monica Bay",33.99,-118.79,0.00,0.00,0.00,1.00,0.00,0.00,0.00,"0","0",0,3.00,0.00,0.00,0.00,1.00,55.67,0.00,61.24,0.00,0.00
"4186","SPME","San Pedro Shelf",33.56,-118.19,0.00,0.00,0.00,1.00,0.00,0.00,0.00,"0","0",0,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.85
"4187","Outer shelf (120-200 m)","West Santa Barbara Channel",34.40,-120.21,0.00,0.00,0.00,0.00,1.00,0.00,0.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,20.43,0.00,15.59,0.00,0.00
"4188","Lower slope and basin (500-1000 m)","Palos Verdes Shelf",33.48,-118.42,0.00,0.00,0.00,0.00,0.00,0.00,1.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,221.76,0.00,0.00,0.00,0.00
"4189","Inner shelf (5-30 m)","East Santa Barbara Channel",34.20,-119.30,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,39.44,0.00,38.13,0.00,0.00
"4190","SPME","North San Diego Shelf",33.39,-117.64,0.00,0.00,0.00,1.00,0.00,0.00,0.00,"0","0",0,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.89
"4191","Channel Islands (5-200 m)","Island Shelves",34.12,-120.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"0","0",0,0.00,1.00,0.00,0.00,0.00,37.75,37.75,37.75,0.00,0.00
"4192","Inner shelf (5-30 m)","North San Diego Shelf",32.95,-117.27,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,39.44,0.00,38.13,0.00,0.00
"4193","Marinas","Newport Bay",33.60,-117.89,0.00,1.00,0.00,0.00,0.00,0.00,0.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,0.49,0.49,2.50,0.00,0.00
"4194","LA Estuaries","San Gabriel River Estuary",33.75,-118.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"0","San Gabriel River Estuary",0,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.00,0.00
"4195","Outer shelf (120-200 m)","East Santa Barbara Channel",34.22,-119.60,0.00,0.00,0.00,0.00,1.00,0.00,0.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,20.43,0.00,15.59,0.00,0.00
"4196","Lower slope and basin (500-1000 m)","North San Diego Shelf",32.85,-117.41,0.00,0.00,0.00,0.00,0.00,0.00,1.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,221.76,0.00,0.00,0.00,0.00
"4197","LA Estuaries","Malibu Lagoon",34.03,-118.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"0","Malibu Lagoon",0,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00
"4198","SPME","Santa Monica Bay",33.78,-118.45,0.00,0.00,0.00,1.00,0.00,0.00,0.00,"0","0",0,3.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,12.85
"4199","Upper slope (200-500 m)","West Santa Barbara Channel",34.18,-120.35,0.00,0.00,0.00,0.00,0.00,1.00,0.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,105.43,105.43,105.43,0.00,0.00
"4200","Small POTW Outfalls","North San Diego Shelf",33.15,-117.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"0","0",0,0.00,0.00,0.00,1.00,0.00,0.93,0.00,0.93,0.00,0.00
"4201","Upper slope (200-500 m)","Orange Shelf",33.53,-117.84,0.00,0.00,0.00,0.00,0.00,1.00,0.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,105.43,105.43,105.43,0.00,0.00
"4202","Upper slope (200-500 m)","Palos Verdes Shelf",33.69,-118.34,0.00,0.00,0.00,0.00,0.00,1.00,0.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,105.43,105.43,105.43,0.00,0.00
"4203","Inner shelf (5-30 m)","East Santa Barbara Channel",34.26,-119.37,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,39.44,0.00,38.13,0.00,0.00
"4204","Marinas","Mission Bay",32.76,-117.23,0.00,1.00,0.00,0.00,0.00,0.00,0.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,0.49,0.49,2.50,0.00,0.00
"4205","Large POTW Outfalls","Santa Monica Bay",33.92,-118.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"0","0",0,0.00,0.00,1.00,0.00,1.00,5.01,0.00,5.01,0.00,0.00
"4206","LA Estuaries","Dominguez Channel",33.80,-118.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"0","Dominguez Channel",0,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00
"4207","Small POTW Outfalls","East Santa Barbara Channel",34.39,-119.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"0","0",0,0.00,0.00,0.00,1.00,0.00,0.93,0.00,0.93,0.00,0.00
"4208","Inner shelf (5-30 m)","North San Diego Shelf",33.33,-117.52,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,39.44,0.00,38.13,0.00,0.00
"4209","Estuaries","Santa Margarita River Estuary",33.23,-117.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Santa Margarita River Est","0",0,0.00,0.00,0.00,0.00,0.00,0.15,0.15,0.00,0.00,0.00
"4210","Ports/Bays/Harbors","Los Angeles Harbor",33.75,-118.21,1.00,0.00,0.00,0.00,0.00,0.00,0.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,2.73,2.82,2.50,0.00,0.00
"4211","Upper slope (200-500 m)","East Santa Barbara Channel",34.15,-119.82,0.00,0.00,0.00,0.00,0.00,1.00,0.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,105.43,105.43,105.43,0.00,0.00
"4212","Marinas","San Diego Bay",32.62,-117.13,0.00,1.00,0.00,0.00,0.00,0.00,0.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,0.49,0.49,2.50,0.00,0.00
"4213","LA Estuaries","Ballona Creek Estuary",33.97,-118.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"0","Ballona Creek Estuary",0,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,0.00
"4214","SPME","Santa Monica Bay",33.84,-118.56,0.00,0.00,0.00,1.00,0.00,0.00,0.00,"0","0",0,3.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,12.85
"4215","Small POTW Outfalls","East Santa Barbara Channel",34.40,-119.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"0","0",0,0.00,0.00,0.00,1.00,0.00,0.93,0.00,0.93,0.00,0.00
"4216","Lower slope and basin (500-1000 m)","Orange Shelf",33.27,-118.08,0.00,0.00,0.00,0.00,0.00,0.00,1.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,221.76,0.00,0.00,0.00,0.00
"4217","SPME","Santa Monica Bay",33.98,-118.67,0.00,0.00,0.00,1.00,0.00,0.00,0.00,"0","0",0,3.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,12.85
"4218","SPME","San Pedro Shelf",33.60,-118.12,0.00,0.00,0.00,1.00,0.00,0.00,0.00,"0","0",0,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.85
"4219","Lower slope and basin (500-1000 m)","West Santa Barbara Channel",34.21,-119.94,0.00,0.00,0.00,0.00,0.00,0.00,1.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,221.76,0.00,0.00,0.00,0.00
"4220","Lower slope and basin (500-1000 m)","North San Diego Shelf",33.10,-117.90,0.00,0.00,0.00,0.00,0.00,0.00,1.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,221.76,0.00,0.00,0.00,0.00
"4221","Estuaries","Upper Newport Bay",33.62,-117.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Upper Newport Bay","0",0,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,0.00,0.00
"4222","Small POTW Outfalls","North San Diego Shelf",33.42,-117.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"0","0",0,0.00,0.00,0.00,1.00,0.00,0.93,0.00,0.93,0.00,0.00
"4223","Channel Islands (5-200 m)","Island Shelves",34.14,-120.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"0","0",0,0.00,1.00,0.00,0.00,0.00,37.75,37.75,37.75,0.00,0.00
"4224","Lower slope and basin (500-1000 m)","North San Diego Shelf",33.15,-117.58,0.00,0.00,0.00,0.00,0.00,0.00,1.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,221.76,0.00,0.00,0.00,0.00
"4225","Estuaries","San Dieguito Lagoon",32.96,-117.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"San Dieguito Lagoon","0",0,0.00,0.00,0.00,0.00,0.00,0.30,0.30,0.00,0.00,0.00
"4226","Ports/Bays/Harbors","Long Beach Harbor",33.75,-118.15,1.00,0.00,0.00,0.00,0.00,0.00,0.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,2.73,2.82,2.50,0.00,0.00
"4227","Outer shelf (120-200 m)","East Santa Barbara Channel",34.20,-119.56,0.00,0.00,0.00,0.00,1.00,0.00,0.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,20.43,0.00,15.59,0.00,0.00
"4228","Ports/Bays/Harbors","Mission Bay",32.78,-117.21,1.00,0.00,0.00,0.00,0.00,0.00,0.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,2.73,2.82,0.00,0.00,0.00
"4229","SPME","Santa Monica Bay",33.98,-118.60,0.00,0.00,0.00,1.00,0.00,0.00,0.00,"0","0",0,3.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,12.85
"4230","Large POTW Outfalls","Santa Monica Bay",33.89,-118.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"0","0",0,0.00,0.00,1.00,0.00,1.00,5.01,0.00,5.01,0.00,0.00
"4231","SPME","East Santa Barbara Channel",34.29,-119.66,0.00,0.00,0.00,1.00,0.00,0.00,0.00,"0","0",0,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.49
"4232","Small POTW Outfalls","North San Diego Shelf",33.10,-117.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"0","0",0,0.00,0.00,0.00,1.00,0.00,0.93,0.00,0.93,0.00,0.00
"4233","Lower slope and basin (500-1000 m)","Hueneme to Dume",33.78,-118.98,0.00,0.00,0.00,0.00,0.00,0.00,1.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,221.76,0.00,0.00,0.00,0.00
"4234","SPME","San Pedro Shelf",33.67,-118.26,0.00,0.00,0.00,1.00,0.00,0.00,0.00,"0","0",0,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.85
"4235","Channel Islands (5-200 m)","Island Shelves",33.88,-120.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"0","0",0,0.00,1.00,0.00,0.00,0.00,37.75,37.75,37.75,0.00,0.00
"4236","Marinas","San Diego Bay",32.67,-117.16,0.00,1.00,0.00,0.00,0.00,0.00,0.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,0.49,0.49,0.00,0.00,0.00
"4237","Upper slope (200-500 m)","East Santa Barbara Channel",34.12,-119.40,0.00,0.00,0.00,0.00,0.00,1.00,0.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,105.43,105.43,105.43,0.00,0.00
"4238","Small POTW Outfalls","Orange Shelf",33.49,-117.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"0","0",0,0.00,0.00,0.00,1.00,0.00,0.93,0.00,0.93,0.00,0.00
"4239","Upper slope (200-500 m)","West Santa Barbara Channel",34.33,-120.44,0.00,0.00,0.00,0.00,0.00,1.00,0.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,105.43,105.43,105.43,0.00,0.00
"4240","Upper slope (200-500 m)","North San Diego Shelf",33.12,-117.41,0.00,0.00,0.00,0.00,0.00,1.00,0.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,105.43,105.43,105.43,0.00,0.00
"4241","Large POTW Outfalls","San Pedro Shelf",33.60,-118.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"0","0",0,0.00,0.00,1.00,0.00,0.00,5.01,0.00,5.01,0.00,0.00
"4242","Ports/Bays/Harbors","Los Angeles Harbor",33.72,-118.22,1.00,0.00,0.00,0.00,0.00,0.00,0.00,"0","0",0,0.00,0.00,0.00,0.00,0.00,2.73,2.82,0.00,0.00,0.00
"4243","Channel Islands (5-200 m)","Island Shelves",33.96,-119.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"0","0",0,0.00,1.00,0.00,0.00,0.00,37.75,37.75,37.75,0.00,0.00
"4244","Large POTW Outfalls","South San Diego Shelf",32.68,-117.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"0","0",0,0.00,0.00,1.00,0.00,0.00,5.01,0.00,5.01,0.00,0.00
