"StationID","SampleDepth","SampleDepthUnits","SampleDate","SampleTime","SampleTimeUnits","SamplingOrganization","GearCode","Latitude","Longitude","Datum","Penetration","PenetrationUnits","Color","Composition","Odor","ShellHash","BenthicInfauna","SedimentChemistry","Toxicity","GrainSize","GrabFailCode","DistanceToTarget","Comments"
"4115",96.00,"M",7/21/2003 0:00:00,"1731","PDT","CINMS","VV",34.07,-119.70,"NAD83",6.00,"CM","Brown","Silt/Clay","None",1,0,0,1,0,"None",-99,"in water 17:28; at bottom 3 min; at surface 17:33;"
"4116",4.00,"M",7/16/2003 0:00:00,"1038","PDT","CSD","VV",32.65,-117.14,"NAD83",16.00,"CM","Olive Green","Silt/Clay","None",1,1,0,0,0,"None",-99,
"4116",4.00,"M",7/16/2003 0:00:00,"1044","PDT","CSD","VV",32.65,-117.14,"NAD83",16.00,"CM","Olive Green","Silt/Clay","None",1,0,1,0,1,"None",-99,
"4116",4.00,"M",7/16/2003 0:00:00,"1053","PDT","CSD","VV",32.65,-117.14,"NAD83",16.00,"CM","Olive Green","Silt/Clay","None",1,0,1,1,0,"None",-99,
"4117",4.70,"M",9/2/2003 0:00:00,"1350","PDT","ABC","VV",33.98,-118.44,"NAD83",17.00,"CM","Gray","Fine Sand","None",0,1,0,0,0,"None",1,
"4117",4.80,"M",9/2/2003 0:00:00,"1356","PDT","ABC","VV",33.98,-118.44,"NAD83",17.00,"CM","Gray","Fine Sand","None",0,0,1,1,1,"None",1,
"4117",4.70,"M",9/2/2003 0:00:00,"1358","PDT","ABC","VV",33.98,-118.44,"NAD83",17.00,"CM","Gray","Fine Sand","None",0,0,0,1,0,"None",1,
"4117",4.70,"M",9/2/2003 0:00:00,"1405","PDT","ABC","VV",33.98,-118.44,"NAD83",17.00,"CM","Gray","Fine Sand","None",0,0,0,1,0,"None",1,
"4118",3.70,"M",8/4/2003 0:00:00,"1133","PST","MBC","VV",33.76,-118.10,"NAD83",17.50,"CM","Brown","Silt/Clay","Hydrogen Sulfide",0,1,0,0,0,"None",97,
"4118",4.00,"M",8/4/2003 0:00:00,"1146","PST","MBC","VV",33.76,-118.10,"NAD83",17.50,"CM","Brown","Silt/Clay","Hydrogen Sulfide",0,0,0,1,0,"None",99,
"4118",4.00,"M",8/4/2003 0:00:00,"1201","PST","MBC","VV",33.76,-118.10,"NAD83",15.00,"CM","Brown","Silt/Clay","Hydrogen Sulfide",1,0,1,1,1,"None",97,
"4118",4.00,"M",8/4/2003 0:00:00,"1224","PST","MBC","VV",33.76,-118.10,"NAD83",17.50,"CM","Brown","Silt/Clay","Hydrogen Sulfide",0,0,0,0,0,"None",96,"sample also used for TIE"
"4118",4.00,"M",8/4/2003 0:00:00,"1234","PST","MBC","VV",33.76,-118.10,"NAD83",17.50,"CM","Brown","Silt/Clay","Hydrogen Sulfide",0,0,0,0,0,"None",97,"sample also used for TIE"
"4119",18.80,"M",7/29/2003 0:00:00,"1321","PDT","ABC","VV",34.40,-119.84,"NAD83",8.50,"CM","Gray","Fine Sand","None",0,1,0,0,0,"None",17,
"4119",18.10,"M",7/29/2003 0:00:00,"1326","PDT","ABC","VV",34.39,-119.84,"NAD83",-99.00,"NR","NR","NR","NR",0,0,0,0,0,"C",14,
"4119",18.50,"M",7/29/2003 0:00:00,"1331","PDT","ABC","VV",34.40,-119.84,"NAD83",7.00,"CM","Gray","Fine Sand","None",0,0,1,0,1,"None",31,
"4120",86.00,"M",7/22/2003 0:00:00,"0838","PDT","CSD","VV",32.65,-117.30,"NAD83",9.00,"CM","Olive Green","Fine Sand","None",0,0,1,0,0,"None",-99,
"4120",86.00,"M",7/22/2003 0:00:00,"0846","PDT","CSD","VV",32.65,-117.30,"NAD83",-99.00,"NR","NR","NR","NR",0,0,0,0,0,"Other",-99,"Misfire"
"4120",86.00,"M",7/22/2003 0:00:00,"0854","PDT","CSD","VV",32.65,-117.30,"NAD83",9.00,"CM","Olive Green","Fine Sand","None",0,1,0,0,1,"None",-99,
"4121",900.00,"M",7/19/2003 0:00:00,"0124","PDT","CINMS","TVV",33.85,-119.19,"NAD83",16.00,"CM","Brown","Silt/Clay","None",0,1,1,0,1,"None",-99,"temp: 42.7 F;arrive 1:24; in water 1:25; total 20 "
"4122",47.00,"M",8/19/2003 0:00:00,"1209","PDT","LACSD","TVV",33.60,-118.14,"NAD83",-99.00,"CM","NR","NR","NR",0,0,0,0,0,"Other",8,"grab misfired"
"4122",47.00,"M",8/19/2003 0:00:00,"1213","PDT","LACSD","TVV",33.60,-118.14,"NAD83",-99.00,"CM","NR","NR","NR",0,0,0,0,0,"E",10,
"4122",47.00,"M",8/19/2003 0:00:00,"1217","PDT","LACSD","TVV",33.60,-118.14,"NAD83",-99.00,"CM","NR","NR","NR",0,0,0,0,0,"Other",4,"grab misfired"
"4122",48.00,"M",8/19/2003 0:00:00,"1222","PDT","LACSD","TVV",33.60,-118.14,"NAD83",8.00,"CM","Olive Green","Fine Sand","None",0,1,1,0,1,"None",5,"meiofauna sample taken"
"4123",56.50,"M",7/30/2003 0:00:00,"1252","PDT","ABC","VV",34.45,-120.19,"NAD83",11.50,"CM","Olive Green","Mixed","None",0,1,0,0,0,"None",16,
"4123",56.50,"M",7/30/2003 0:00:00,"1258","PDT","ABC","VV",34.45,-120.19,"NAD83",13.50,"CM","Olive Green","Mixed","None",0,0,1,0,1,"None",25,
"4124",700.00,"M",7/19/2003 0:00:00,"1550","PDT","CINMS","TVV",33.46,-118.38,"NAD83",16.00,"CM","Brown","Silt/Clay","None",0,1,1,0,1,"None",-99,"in water 15:51; at bottom 17 min; at surface 16:29"
"4125",401.00,"M",8/20/2003 0:00:00,"1024","PDT","ABC","TVV",34.04,-119.19,"NAD83",13.00,"CM","Olive Green","Fine Sand","None",0,1,1,1,1,"None",18,
"4125",392.00,"M",8/20/2003 0:00:00,"1052","PDT","ABC","TVV",34.04,-119.19,"NAD83",13.00,"CM","Olive Green","Fine Sand","None",0,0,0,1,0,"None",1,
"4126",50.00,"M",9/3/2003 0:00:00,"0935","PDT","SV","VV",33.35,-117.61,"NAD83",9.00,"CM","Olive Green","Silt/Clay","None",0,1,0,0,0,"None",70,
"4126",50.00,"M",9/3/2003 0:00:00,"0946","PDT","SV","VV",33.35,-117.61,"NAD83",9.00,"CM","Olive Green","Silt/Clay","None",0,0,1,0,1,"None",70,
"4127",-99.00,"M",8/20/2003 0:00:00,"0700","PDT","CINMS","VV",34.14,-120.41,"NAD83",-99.00,"CM","NR","NR","NR",0,0,0,0,0,"S",-99,"Rocky bottom"
"4128",25.00,"M",7/23/2003 0:00:00,"1001","PDT","CSD","VV",32.91,-117.27,"NAD83",7.00,"CM","Gray","Fine Sand","None",0,1,0,0,0,"None",-99,
"4128",26.00,"M",7/23/2003 0:00:00,"1007","PDT","CSD","VV",32.91,-117.27,"NAD83",7.50,"CM","Gray","Fine Sand","None",0,0,1,0,1,"None",-99,
"4129",3.50,"M",9/3/2003 0:00:00,"1011","PDT","OCSD","TVV",33.61,-117.92,"NAD83",17.00,"CM","Brown","Fine Sand","None",0,1,1,0,1,"None",69,
"4129",3.50,"M",9/3/2003 0:00:00,"1017","PDT","OCSD","TVV",33.61,-117.92,"NAD83",17.00,"CM","Brown","Fine Sand","None",0,0,0,1,0,"None",73,
"4130",3.50,"M",7/23/2003 0:00:00,"0833","PST","MBC","VV",33.76,-118.11,"NAD83",13.50,"CM","Brown","Silt/Clay","None",1,1,0,0,0,"None",28,
"4130",3.50,"M",7/23/2003 0:00:00,"0856","PST","MBC","VV",33.76,-118.11,"NAD83",11.00,"CM","Brown","Silt/Clay","None",1,0,1,0,1,"None",28,
"4130",3.50,"M",7/23/2003 0:00:00,"1016","PST","MBC","VV",33.76,-118.11,"NAD83",11.00,"CM","Brown","Silt/Clay","Hydrogen Sulfide",0,0,0,1,0,"None",28,
"4130",3.50,"M",7/23/2003 0:00:00,"1028","PST","MBC","VV",33.76,-118.11,"NAD83",10.00,"CM","Brown","Silt/Clay","None",0,0,0,1,0,"None",28,
"4130",3.50,"M",7/23/2003 0:00:00,"1039","PST","MBC","VV",33.76,-118.11,"NAD83",11.00,"CM","Brown","Silt/Clay","None",0,0,0,1,0,"None",28,"sample also used for TIE"
"4130",3.50,"M",7/23/2003 0:00:00,"1105","PST","MBC","VV",33.76,-118.11,"NAD83",10.00,"CM","Brown","Silt/Clay","None",1,0,0,0,0,"None",28,"sample used for TIE & Special Study Sediment"
"4130",3.50,"M",7/23/2003 0:00:00,"1117","PST","MBC","VV",33.76,-118.11,"NAD83",10.00,"CM","Brown","Silt/Clay","None",1,0,0,0,0,"None",28,"sample used for Special Study Sediment"
"4130",3.50,"M",7/23/2003 0:00:00,"1126","PST","MBC","VV",33.76,-118.11,"NAD83",12.00,"CM","Brown","Silt/Clay","Hydrogen Sulfide",0,0,0,0,0,"None",28,"sample used for Special Study Sediment"
"4130",3.50,"M",7/23/2003 0:00:00,"1138","PST","MBC","VV",33.76,-118.11,"NAD83",10.50,"CM","Brown","Silt/Clay","None",0,0,0,0,0,"None",28,"sample used for Special Study Sediment"
"4130",3.50,"M",7/23/2003 0:00:00,"1149","PST","MBC","VV",33.76,-118.11,"NAD83",10.00,"CM","Brown","Silt/Clay","None",0,0,0,0,0,"None",28,"sample used for Special Study Sediment"
"4130",3.50,"M",7/23/2003 0:00:00,"1159","PST","MBC","VV",33.76,-118.11,"NAD83",12.00,"CM","Brown","Silt/Clay","Hydrogen Sulfide",0,0,0,0,0,"None",28,"sample used for Special Study Sediment"
"4130",3.50,"M",7/23/2003 0:00:00,"1212","PST","MBC","VV",33.76,-118.11,"NAD83",12.00,"CM","Brown","Silt/Clay","Hydrogen Sulfide",0,0,0,0,0,"None",28,"sample used for Special Study Sediment & Special S"
"4130",3.50,"M",7/23/2003 0:00:00,"1235","PST","MBC","VV",33.76,-118.11,"NAD83",11.00,"CM","Brown","Silt/Clay","None",0,0,0,0,0,"None",28,"sample used for Special Study Core"
"4131",6.30,"M",7/22/2003 0:00:00,"1821","PDT","ABC","VV",34.16,-119.22,"NAD83",16.00,"CM","Olive Green","Silt/Clay","None",0,1,0,0,0,"None",59,
"4131",6.20,"M",7/22/2003 0:00:00,"1827","PDT","ABC","VV",34.16,-119.22,"NAD83",16.00,"CM","Olive Green","Silt/Clay","None",0,0,1,1,1,"None",64,
"4131",6.40,"M",7/22/2003 0:00:00,"1834","PDT","ABC","VV",34.16,-119.22,"NAD83",16.00,"CM","Olive Green","Silt/Clay","None",0,0,0,1,0,"None",68,
"4132",372.00,"M",8/1/2003 0:00:00,"0914","PDT","CSD","TVV",32.69,-117.39,"NAD83",15.00,"CM","Olive Green","Silt/Clay","None",0,1,1,0,1,"None",-99,
"4132",372.00,"M",8/1/2003 0:00:00,"0948","PDT","CSD","TVV",32.69,-117.39,"NAD83",12.50,"CM","Olive Green","Silt/Clay","None",0,0,0,1,0,"None",-99,
"4133",202.00,"M",8/19/2003 0:00:00,"0845","PDT","ABC","TVV",34.04,-119.05,"NAD83",17.00,"CM","Olive Green","Silt/Clay","None",0,1,1,0,1,"None",18,
"4134",78.00,"M",8/21/2003 0:00:00,"1115","PDT","LACSD","TVV",33.81,-118.42,"NAD83",-99.00,"CM","NR","NR","NR",0,0,0,0,0,"Other",5,"grab misfired"
"4134",78.00,"M",8/21/2003 0:00:00,"1120","PDT","LACSD","TVV",33.81,-118.42,"NAD83",16.00,"CM","Olive Green","Silt/Clay","None",0,1,0,0,0,"None",8,
"4134",78.00,"M",8/21/2003 0:00:00,"1127","PDT","LACSD","TVV",33.81,-118.42,"NAD83",12.00,"CM","Olive Green","Silt/Clay","None",0,0,1,0,1,"None",5,"meiofauna sample taken"
"4135",400.00,"M",8/22/2003 0:00:00,"1201","PST","MBC","TVV",34.31,-120.28,"NAD83",17.50,"CM","Brown","Silt/Clay","None",0,1,1,1,1,"None",70,
"4135",380.00,"M",8/22/2003 0:00:00,"1336","PST","MBC","TVV",34.31,-120.28,"NAD83",17.50,"CM","Brown","Silt/Clay","None",1,0,0,1,0,"None",87,
"4136",-99.00,"NR",8/26/2003 0:00:00,"1300","PDT","ABC","NR",-99.00,-99.00,"NR",-99.00,"NR","NR","NR","NR",0,0,0,0,0,"Other",-99,"Salinity <19 ppt"
"4137",57.00,"M",7/29/2003 0:00:00,"0831","PDT","OCSD","TVV",33.57,-118.01,"NAD83",7.00,"CM","Olive Green","Fine Sand","None",0,1,1,0,1,"None",10,
"4138",12.00,"M",7/14/2003 0:00:00,"1225","PDT","CLAEMD","VV",33.72,-118.27,"NAD83",15.00,"CM","Olive Green","Silt/Clay","None",0,1,0,0,0,"None",14,
"4138",11.00,"M",7/14/2003 0:00:00,"1241","PDT","CLAEMD","VV",33.72,-118.27,"NAD83",15.00,"CM","Olive Green","Silt/Clay","None",0,0,0,1,0,"None",9,"SedChem and Grainsize resampled on 8/6/03. TOC was done."
"4138",11.00,"M",7/14/2003 0:00:00,"1247","PDT","CLAEMD","VV",33.72,-118.27,"NAD83",15.00,"CM","Olive Green","Silt/Clay","None",0,0,0,1,0,"None",22,
"4138",11.00,"M",8/6/2003 0:00:00,"1035","PDT","CLAEMD","VV",33.72,-118.27,"NAD83",15.00,"CM","Olive Green","Silt/Clay","Petroleum",0,0,1,0,1,"None",29,
"4139",-99.00,"NR",7/23/2003 0:00:00,"1546","PDT","ABC","NR",-99.00,-99.00,"NR",-99.00,"NR","NR","NR","NR",0,0,0,0,0,"N",-99,"Site located on the inside of the south Ventura Harbor jetty.Both grabs and traw"
"4140",4.00,"M",7/18/2003 0:00:00,"1140","PDT","CSD","VV",32.71,-117.22,"NAD83",16.00,"CM","Olive Green","Silt/Clay","None",0,1,0,0,0,"None",-99,
"4140",4.00,"M",7/18/2003 0:00:00,"1149","PDT","CSD","VV",32.71,-117.22,"NAD83",16.00,"CM","Olive Green","Silt/Clay","None",0,0,1,0,1,"None",-99,
"4140",4.00,"M",7/18/2003 0:00:00,"1200","PDT","CSD","VV",32.71,-117.22,"NAD83",16.00,"CM","Olive Green","Silt/Clay","None",0,0,1,1,0,"None",-99,"Metal and plastic debris, worm tubes"
"4141",57.00,"M",7/22/2003 0:00:00,"1216","PDT","CLAEMD","VV",33.92,-118.52,"NAD83",10.00,"CM","Olive Green","Fine Sand","None",0,1,0,0,0,"None",25,
"4141",56.00,"M",7/22/2003 0:00:00,"1227","PDT","CLAEMD","VV",33.92,-118.52,"NAD83",10.00,"CM","Olive Green","Fine Sand","None",0,0,0,0,0,"None",70,"SedChem and Grainsize resampled on 8/4/03. TOC was done."
"4141",58.00,"M",8/4/2003 0:00:00,"1325","PDT","CLAEMD","VV",33.92,-118.52,"NAD83",10.00,"CM","Olive Green","Silt/Clay","None",0,0,1,0,1,"None",33,
"4142",1.80,"M",7/24/2003 0:00:00,"1326","PST","MBC","VV",33.78,-118.20,"NAD83",-99.00,"NR","NR","NR","NR",0,0,0,0,0,"C",5,"rocks in jaw"
"4142",1.80,"M",7/24/2003 0:00:00,"1330","PST","MBC","VV",33.78,-118.20,"NAD83",-99.00,"NR","NR","NR","NR",0,0,0,0,0,"C",7,"rocks in jaw"
"4142",1.80,"M",7/24/2003 0:00:00,"1335","PST","MBC","VV",33.78,-118.20,"NAD83",11.00,"CM","Black","Gravel","Humic",0,1,0,0,0,"None",9,
"4142",1.80,"M",7/24/2003 0:00:00,"1342","PST","MBC","VV",33.78,-118.20,"NAD83",-99.00,"NR","NR","NR","NR",0,0,0,0,0,"C",8,"rocks in jaw"
"4142",1.80,"M",7/24/2003 0:00:00,"1347","PST","MBC","VV",33.78,-118.20,"NAD83",10.50,"CM","Black","Gravel","Humic",0,0,1,1,1,"None",5,
"4142",2.30,"M",7/24/2003 0:00:00,"1401","PST","MBC","VV",33.78,-118.20,"NAD83",-99.00,"NR","NR","NR","NR",0,0,0,0,0,"C",12,"rock in jaw"
"4142",2.00,"M",7/24/2003 0:00:00,"1405","PST","MBC","VV",33.78,-118.20,"NAD83",-99.00,"NR","NR","NR","NR",0,0,0,0,0,"B",10,
"4142",2.00,"M",7/24/2003 0:00:00,"1409","PST","MBC","VV",33.78,-118.20,"NAD83",-99.00,"NR","NR","NR","NR",0,0,0,0,0,"C",12,"rocks in jaw"
"4142",1.80,"M",7/24/2003 0:00:00,"1414","PST","MBC","VV",33.78,-118.20,"NAD83",10.00,"CM","Black","Gravel","Humic",0,0,0,1,0,"None",6,"sample also used for TIE"
"4142",2.30,"M",7/24/2003 0:00:00,"1442","PST","MBC","VV",33.78,-118.20,"NAD83",-99.00,"NR","NR","NR","NR",0,0,0,0,0,"C",8,"rocks in jaw"
"4142",2.00,"M",7/24/2003 0:00:00,"1446","PST","MBC","VV",33.78,-118.20,"NAD83",-99.00,"NR","NR","NR","NR",0,0,0,0,0,"C",8,"rocks in jaw"
"4142",2.00,"M",7/24/2003 0:00:00,"1449","PST","MBC","VV",33.78,-118.20,"NAD83",-99.00,"NR","NR","NR","NR",0,0,0,0,0,"C",8,"rocks in jaw"
"4142",1.80,"M",7/24/2003 0:00:00,"1452","PST","MBC","VV",33.78,-118.20,"NAD83",7.00,"CM","Black","Gravel","None",0,0,0,0,0,"None",12,"sample used for TIE"
"4142",1.80,"M",7/24/2003 0:00:00,"1507","PST","MBC","VV",33.78,-118.20,"NAD83",12.50,"CM","Brown","Gravel","None",0,0,0,0,0,"None",8,"sample used for TIE & Special Study Cores"
"4142",1.80,"M",7/24/2003 0:00:00,"1529","PST","MBC","VV",33.78,-118.20,"NAD83",-99.00,"NR","NR","NR","NR",0,0,0,0,0,"C",13,"rocks in jaw"
"4142",1.80,"M",7/24/2003 0:00:00,"1535","PST","MBC","VV",33.78,-118.20,"NAD83",-99.00,"NR","NR","NR","NR",0,0,0,0,0,"C",10,"rocks in jaw"
"4142",1.80,"M",7/24/2003 0:00:00,"1542","PST","MBC","VV",33.78,-118.20,"NAD83",-99.00,"NR","NR","NR","NR",0,0,0,0,0,"C",12,"rocks in jaw"
"4142",1.80,"M",7/24/2003 0:00:00,"1548","PST","MBC","VV",33.78,-118.20,"NAD83",-99.00,"NR","NR","NR","NR",0,0,0,0,0,"C",16,"rocks in jaw"
"4142",1.80,"M",7/24/2003 0:00:00,"1558","PST","MBC","VV",33.78,-118.20,"NAD83",-99.00,"NR","NR","NR","NR",0,0,0,0,0,"C",13,"rocks in jaw"
"4142",1.80,"M",7/24/2003 0:00:00,"1604","PST","MBC","VV",33.78,-118.20,"NAD83",-99.00,"NR","NR","NR","NR",0,0,0,0,0,"C",10,"rocks in jaw"
"4142",1.80,"M",7/24/2003 0:00:00,"1610","PST","MBC","VV",33.78,-118.20,"NAD83",-99.00,"NR","NR","NR","NR",0,0,0,0,0,"C",12,"rocks in jaw"
"4142",1.80,"M",7/24/2003 0:00:00,"1614","PST","MBC","VV",33.78,-118.20,"NAD83",14.00,"CM","Black","Gravel","Humic",0,0,0,0,0,"None",6,"sample used for Special Study Cores & Special Stud"
"4142",1.80,"M",7/24/2003 0:00:00,"1634","PST","MBC","VV",33.78,-118.20,"NAD83",12.00,"CM","Black","Gravel","None",0,0,0,0,0,"None",15,"sample used for Special Study Sediment"
"4142",1.80,"M",7/24/2003 0:00:00,"1644","PST","MBC","VV",33.78,-118.20,"NAD83",-99.00,"NR","NR","NR","NR",0,0,0,0,0,"C",13,"rocks in jaw"
"4142",1.80,"M",7/24/2003 0:00:00,"1702","PST","MBC","VV",33.78,-118.20,"NAD83",12.50,"CM","Black","Gravel","Humic",0,0,0,0,0,"None",12,"sample used for Special Study Sediment"
"4142",1.80,"M",7/24/2003 0:00:00,"1711","PST","MBC","VV",33.78,-118.20,"NAD83",11.00,"CM","Black","Gravel","None",0,0,0,0,0,"None",13,"sample used for Special Study Sediment"
"4143",23.40,"M",7/25/2003 0:00:00,"1514","PDT","ABC","VV",34.35,-119.48,"NAD83",12.50,"CM","Olive Green","Fine Sand","None",0,1,0,0,0,"None",3,
"4143",23.70,"M",7/25/2003 0:00:00,"1519","PDT","ABC","VV",34.35,-119.48,"NAD83",11.00,"CM","Olive Green","Fine Sand","None",0,0,1,0,1,"None",3,
"4144",190.00,"M",8/7/2003 0:00:00,"1056","PDT","MEC","TVV",33.22,-117.51,"NAD83",17.00,"CM","Brown","Mixed","None",0,1,1,0,1,"None",4,
"4145",1.80,"M",7/22/2003 0:00:00,"0755","PDT","MEC","VV",33.08,-117.31,"NAD83",4.00,"CM","NR","NR","NR",0,0,0,0,0,"E",0,""
"4145",1.80,"M",7/22/2003 0:00:00,"0759","PDT","MEC","VV",33.08,-117.31,"NAD83",2.00,"CM","NR","NR","NR",0,0,0,0,0,"E",6,""
"4145",1.80,"M",7/22/2003 0:00:00,"0803","PDT","MEC","VV",33.08,-117.31,"NAD83",0.00,"CM","NR","NR","NR",0,0,0,0,0,"E",6,""
"4145",1.30,"M",7/22/2003 0:00:00,"0820","PDT","MEC","VV",33.08,-117.30,"NAD83",0.00,"CM","NR","NR","NR",0,0,0,0,0,"E",74,""
"4145",1.30,"M",7/22/2003 0:00:00,"0824","PDT","MEC","VV",33.08,-117.30,"NAD83",0.00,"CM","NR","NR","NR",0,0,0,0,0,"E",66,""
"4145",1.30,"M",7/22/2003 0:00:00,"0832","PDT","MEC","VV",33.08,-117.30,"NAD83",0.00,"CM","NR","NR","NR",0,0,0,0,0,"E",67,""
"4145",0.90,"M",7/22/2003 0:00:00,"1218","PDT","MEC","VV",33.08,-117.31,"NAD83",10.00,"CM","Brown","Fine Sand","None",0,1,0,0,0,"None",86,""
"4145",0.90,"M",7/22/2003 0:00:00,"1242","PDT","MEC","VV",33.08,-117.31,"NAD83",10.00,"CM","Brown","Fine Sand","None",0,0,1,1,1,"None",89,""
"4145",0.90,"M",7/22/2003 0:00:00,"1304","PDT","MEC","VV",33.08,-117.31,"NAD83",10.00,"CM","Brown","Fine Sand","None",0,0,0,1,0,"None",86,""
"4146",21.00,"M",7/15/2003 0:00:00,"1205","PDT","CLAEMD","VV",33.74,-118.21,"NAD83",9.60,"CM","Olive Green","Mixed","None",0,1,0,0,0,"None",38,"mixed = sand/silt"
"4146",21.00,"M",7/15/2003 0:00:00,"1214","PDT","CLAEMD","VV",33.74,-118.21,"NAD83",10.00,"CM","Olive Green","Mixed","None",0,0,0,0,0,"None",25,"SedChem and Grainsize resampled on 8/6/03. TOC was done."
"4146",25.00,"M",7/15/2003 0:00:00,"1222","PDT","CLAEMD","VV",33.74,-118.21,"NAD83",-99.00,"CM","NR","NR","NR",0,0,0,0,0,"D",34,"wrong depth"
"4146",21.00,"M",7/15/2003 0:00:00,"1224","PDT","CLAEMD","VV",33.74,-118.21,"NAD83",-99.00,"CM","NR","NR","NR",0,0,0,0,0,"C",10,
"4146",21.00,"M",7/15/2003 0:00:00,"1226","PDT","CLAEMD","VV",33.74,-118.21,"NAD83",10.00,"CM","Olive Green","Mixed","None",0,0,0,1,0,"None",26,
"4146",21.00,"M",8/6/2003 0:00:00,"1306","PDT","CLAEMD","VV",33.74,-118.21,"NAD83",8.50,"CM","Olive Green","Mixed","None",0,0,1,0,1,"None",32,
"4147",125.00,"M",8/18/2003 0:00:00,"1608","PDT","ABC","TVV",34.16,-119.45,"NAD83",-99.00,"NR","NR","NR","NR",0,0,0,0,0,"C",55,
"4147",122.00,"M",8/18/2003 0:00:00,"1613","PDT","ABC","TVV",34.16,-119.45,"NAD83",-99.00,"NR","NR","NR","NR",0,0,0,0,0,"J",148,
"4147",125.00,"M",8/18/2003 0:00:00,"1626","PDT","ABC","TVV",34.16,-119.45,"NAD83",6.00,"CM","Brown","Fine Sand","None",1,1,0,0,0,"None",36,
"4147",123.00,"M",8/18/2003 0:00:00,"1639","PDT","ABC","TVV",34.16,-119.45,"NAD83",6.00,"CM","Brown","Fine Sand","None",1,0,1,0,1,"None",74,
"4148",6.00,"M",7/16/2003 0:00:00,"1118","PDT","CSD","VV",32.64,-117.11,"NAD83",16.00,"CM","Olive Green","Silt/Clay","None",1,1,0,0,0,"None",-99,
"4148",5.00,"M",7/16/2003 0:00:00,"1128","PDT","CSD","VV",32.64,-117.11,"NAD83",16.00,"CM","Olive Green","Silt/Clay","None",1,0,1,0,1,"None",-99,
"4148",6.00,"M",7/16/2003 0:00:00,"1136","PDT","CSD","VV",32.64,-117.11,"NAD83",16.00,"CM","Olive Green","Silt/Clay","None",1,0,1,1,0,"None",-99,
"4149",5.80,"M",9/2/2003 0:00:00,"0958","PDT","ABC","VV",33.96,-118.45,"NAD83",17.00,"CM","Brown","Fine Sand","None",0,1,0,0,0,"None",1,
"4149",6.00,"M",9/2/2003 0:00:00,"1002","PDT","ABC","VV",33.96,-118.45,"NAD83",17.00,"CM","Brown","Fine Sand","None",0,0,1,1,1,"None",1,
"4149",5.90,"M",9/2/2003 0:00:00,"1006","PDT","ABC","VV",33.96,-118.45,"NAD83",17.00,"CM","Brown","Fine Sand","None",0,0,0,1,0,"None",1,
"4150",60.00,"M",7/21/2003 0:00:00,"0908","PDT","CLAEMD","VV",33.87,-118.47,"NAD83",7.00,"CM","Olive Green","Fine Sand","None",0,1,0,0,0,"None",9,
"4150",61.00,"M",7/21/2003 0:00:00,"0914","PDT","CLAEMD","VV",33.87,-118.47,"NAD83",7.50,"CM","Olive Green","Fine Sand","None",0,0,0,0,0,"None",22,"SedChem and Grainsize resampled on 8/25/03. TOC was done."
"4150",61.00,"M",8/25/2003 0:00:00,"0841","PDT","CLAEMD","VV",33.87,-118.46,"NAD83",2.00,"CM","Olive Green","Mixed","None",0,0,1,0,1,"None",60,
"4151",124.00,"M",8/18/2003 0:00:00,"0735","PDT","ABC","TVV",34.33,-119.76,"NAD83",-99.00,"NR","NR","NR","NR",0,0,0,0,0,"C",18,"Rock bottom. Van Veen empty on two tries. Net torn during trawls."
"4151",119.00,"M",8/18/2003 0:00:00,"0747","PDT","ABC","TVV",34.33,-119.76,"NAD83",-99.00,"NR","NR","NR","NR",0,0,0,0,0,"C",74,"Rock bottom. Van Veen empty on two tries. Net torn during trawls."
"4152",82.00,"M",8/5/2003 0:00:00,"1340","PDT","MEC","TVV",33.11,-117.35,"NAD83",-99.00,"CM","NR","NR","NR",0,0,0,0,0,"O",50,"Hit hard reef, no sample"
"4152",87.00,"M",8/5/2003 0:00:00,"1351","PDT","MEC","TVV",33.11,-117.35,"NAD83",-99.00,"CM","NR","NR","NR",0,0,0,0,0,"O",45,"Hit hard reef, no sample"
"4152",98.00,"M",8/5/2003 0:00:00,"1403","PDT","MEC","TVV",33.11,-117.35,"NAD83",15.00,"CM","Brown","Mixed","None",0,1,1,0,1,"None",19,
"4153",750.00,"M",7/21/2003 0:00:00,"0055","PDT","CINMS","TVV",33.83,-118.64,"NAD83",16.00,"CM","Brown","Silt/Clay","None",0,1,1,0,1,"None",-99,"in water 0:56; at bottom 15 min; at surface 1:29 t"
"4154",34.00,"M",7/23/2003 0:00:00,"1302","PDT","OCSD","TVV",33.62,-118.07,"NAD83",6.00,"CM","Brown","Coarse Sand","None",0,1,1,0,1,"None",58,"6cm both sides. This record was hand entered 7/31/"
"4155",101.00,"M",8/15/2003 0:00:00,"1058","PDT","CINMS","VV",34.10,-120.14,"NAD83",0.00,"CM","NR","NR","NR",0,0,0,0,0,"C",-99,
"4155",102.00,"M",8/15/2003 0:00:00,"1106","PDT","CINMS","VV",34.10,-120.14,"NAD83",0.00,"CM","NR","NR","NR",0,0,0,0,0,"A",-99,
"4155",101.00,"M",8/15/2003 0:00:00,"1115","PDT","CINMS","VV",34.10,-120.14,"NAD83",12.00,"CM","Brown","Silt/Clay","None",1,1,0,0,0,"None",-99,
"4155",101.00,"M",8/15/2003 0:00:00,"1127","PDT","CINMS","VV",34.10,-120.14,"NAD83",0.00,"CM","NR","NR","NR",0,0,0,0,0,"C",-99,
