"StationID","SampleDate","ArrivalTime","ArrivalTimeUnits","SamplingOrganization","SampleType","Vessel","NavType","Salinity","WeatherCode","WindSpeed","WindSpeedUnits","WindDirection","SwellHeight","SwellHeightUnits","SwellPeriod","SwellDirection","SeaState","StationFailCode","Abandoned","Comments"
"4076",7/18/2003 0:00:00,"1221","PDT","CSD","Trawl","Metro","DGPS",,"Fog",6,"KTS","S",0,"FT",0,"XX","Calm","N",1,"Station within San Diego Yacht Club Marina. Too narrow to trawl"
"4077",7/22/2003 0:00:00,"1236","PDT","CLAEMD","Grab","La Mer","DGPS",-99.00,"Partly Cloudy",7,"KTS","W",2,"FT",10,"SE","Calm","None",0,
"4077",8/4/2003 0:00:00,"1308","PDT","CLAEMD","Grab","La Mer","DGPS",-99.00,"Clear",7,"KTS","W",2,"FT",8,"SE","Calm","None",0,
"4077",9/4/2003 0:00:00,"0724","PDT","CLAEMD","Trawl","La Mer","DGPS",-99.00,"Clear",0,"KTS","XX",2,"FT",12,"S","Calm","None",0,"hard plastic, pvc pipe, rubber gasket"
"4078",7/29/2003 0:00:00,"1411","PST","MBC","Grab","None","DGPS",5.00,"Clear",0,"KTS","XX",0,"M",0,"XX","Calm","Other",1,"Salinity < 19 PSU.  Equipment type used - YSI"
"4079",7/25/2003 0:00:00,"0806","PDT","ABC","Grab","Hey Jude","DGPS",,"Overcast",1,"KTS","SE",3,"FT",10,"SW","Calm","None",0,
"4079",7/25/2003 0:00:00,"0902","PDT","ABC","Trawl","Hey Jude","DGPS",,"Overcast",1,"KTS","SE",3,"FT",10,"SW","Calm","None",0,
"4080",8/7/2003 0:00:00,"1135","PDT","MEC","Grab","JB","DGPS",,"Partly Cloudy",3,"KTS","SW",3,"FT",10,"SW","Calm","None",0,
"4080",8/13/2003 0:00:00,"0638","PDT","MEC","Trawl","Zephyr","DGPS",,"Partly Cloudy",0,"KTS","XX",3,"FT",8,"W","Choppy","None",0,
"4081",9/5/2003 0:00:00,"1400","PDT","ABC","Grab","None","DGPS",,"Clear",-99,"NR","NR",-99,"NR",-99,"NR","NR","Other",1,"On Land"
"4082",7/24/2003 0:00:00,"1157","PST","MBC","Grab","Portunus","DGPS",,"Clear",8,"KTS","S",0,"M",0,"XX","Calm","S",1,"Cobble & rocks interfered with the proper closure to the jaw."
"4083",8/5/2003 0:00:00,"1559","PDT","ABC","Trawl","Yellowfin","DGPS",,"Overcast",18,"KTS","SW",3,"FT",10,"W","Choppy","None",0,
"4083",8/25/2003 0:00:00,"1321","PST","MBC","Grab","Alguita","DGPS",,"Overcast",14,"KTS","W",1,"M",3,"W","Choppy","None",0,
"4084",7/17/2003 0:00:00,"0915","PDT","CSD","Grab","Metro","DGPS",,"Partly Cloudy",9,"KTS","SE",0,"FT",0,"XX","Calm","Other",0,"Between piers 13 and 14 - within naval security zone. No access"
"4084",7/31/2003 0:00:00,"0726","PDT","CSD","Grab","Metro","DGPS",,"Overcast",2,"KTS","W",0,"FT",0,"XX","Calm","None",0,"Off pier 14.behind big navy ship. Navy security area."
"4084",7/31/2003 0:00:00,"0730","PDT","CSD","Trawl","Metro","DGPS",,"Overcast",2,"KTS","W",0,"FT",0,"XX","Calm","N",1,"Ships, piers in navy site, no clear track, moving station 100m, still no room for trawl"
"4085",9/2/2003 0:00:00,"1018","PDT","ABC","Grab","Hey Jude","DGPS",,"Fog",5,"KTS","SW",0,"FT",0,"XX","Calm","None",0,
"4086",7/21/2003 0:00:00,"1023","PDT","CLAEMD","Grab","La Mer","DGPS",-99.00,"Overcast",10,"KTS","SW",2,"FT",10,"SW","Calm","None",0,
"4086",8/11/2003 0:00:00,"1429","PDT","VRG","Trawl","Vantuna","GPS",-99.00,"Partly Cloudy",5,"KTS","NE",2,"FT",8,"W","Calm","None",0,
"4086",8/25/2003 0:00:00,"0928","PDT","CLAEMD","Grab","La Mer","DGPS",-99.00,"Fog",6,"KTS","SW",3,"FT",10,"W","Calm","None",0,
"4087",7/21/2003 0:00:00,"1009","PDT","MEC","Grab","MEC Avon","DGPS",32.53,"Clear",8,"KTS","SW",0,"FT",0,"XX","Calm","None",0,
"4088",8/6/2003 0:00:00,"0845","PDT","MEC","Grab","JB","DGPS",,"Overcast",2,"KTS","SW",3,"FT",14,"SW","Calm","None",0,
"4088",8/12/2003 0:00:00,"1239","PDT","MEC","Trawl","Zephyr","DGPS",,"Clear",10,"KTS","NW",5,"FT",8,"NW","Calm","None",0,
"4089",7/21/2003 0:00:00,"1129","PDT","CLAEMD","Grab","La Mer","DGPS",-99.00,"Overcast",13,"KTS","SW",2,"FT",10,"SW","Choppy","None",0,
"4089",8/11/2003 0:00:00,"1355","PDT","VRG","Trawl","Vantuna","GPS",-99.00,"Partly Cloudy",5,"KTS","NE",2,"FT",8,"W","Calm","S",1,"Too rocky to trawl"
"4089",8/25/2003 0:00:00,"1016","PDT","CLAEMD","Grab","La Mer","DGPS",-99.00,"Fog",6,"KTS","SW",3,"FT",10,"W","Calm","None",0,
"4090",8/19/2003 0:00:00,"1324","PDT","LACSD","Grab","Ocean Sentinel","DGPS",-99.00,"Clear",2,"KTS","S",1,"FT",7,"W","Calm","None",0,
"4090",8/26/2003 0:00:00,"1200","PDT","LACSD","Trawl","Ocean Sentinel","DGPS",-99.00,"Clear",6,"KTS","W",1,"FT",6,"W","Calm","None",0,
"4091",8/3/2003 0:00:00,"0652","PDT","ABC","Trawl","Yellowfin","DGPS",,"Clear",18,"KTS","SW",3,"FT",9,"W","Choppy","None",0,
"4091",8/22/2003 0:00:00,"1832","PST","MBC","Grab","Alguita","DGPS",,"Partly Cloudy",12,"KTS","W",1,"M",4,"W","Choppy","None",0,
"4092",7/16/2003 0:00:00,"0803","PDT","CSD","Grab","Metro","DGPS",,"Fog",0,"KTS","XX",0,"FT",0,"XX","Calm","None",0,"All grabs had transcription errors for the longitude."
"4092",7/17/2003 0:00:00,"0850","PDT","CSD","Trawl","Monitor III","DGPS",,"Partly Cloudy",7,"KTS","NW",0,"FT",0,"XX","Calm","None",0,"Trawl right by Coast Guard dock"
"4093",8/19/2003 0:00:00,"1100","PDT","ABC","Trawl","Yellowfin","DGPS",,"Overcast",5,"KTS","SE",2,"FT",10,"SW","Calm","V",1,"10% depth rule could not be met"
"4093",8/19/2003 0:00:00,"1206","PDT","ABC","Grab","Yellowfin","DGPS",,"Partly Cloudy",5,"KTS","SW",2,"FT",10,"SW","Calm","None",0,
"4094",8/13/2003 0:00:00,"1111","PDT","MEC","Trawl","Zephyr","DGPS",,"Partly Cloudy",8,"KTS","NW",3,"FT",10,"NW","Choppy","None",0,
"4094",9/3/2003 0:00:00,"1259","PDT","SV","Grab","Early Bird","DGPS",,"Clear",16,"KTS","W",4,"FT",6,"W","Rough","None",0,
"4096",8/7/2003 0:00:00,"1215","PDT","MEC","Grab","JB","DGPS",,"Partly Cloudy",5,"KTS","S",3,"FT",10,"SW","Calm","None",0,
"4096",8/14/2003 0:00:00,"0900","PDT","MEC","Trawl","Zephyr","DGPS",,"Partly Cloudy",2,"KTS","NW",3,"FT",10,"NW","Calm","None",0,
"4097",8/19/2003 0:00:00,"1025","PDT","OCSD","Trawl","Enchanter IV","DGPS",-99.00,"Partly Cloudy",3,"KTS","SE",0,"FT",0,"XX","Calm","None",0,
"4097",9/2/2003 0:00:00,"1030","PDT","OCSD","Grab","Enchanter IV","DGPS",-99.00,"Overcast",4,"KTS","SW",0,"FT",0,"XX","Calm","None",0,
"4098",7/16/2003 0:00:00,"0958","PDT","CLAEMD","Grab","Marine Surveyor","DGPS",-99.00,"Clear",4,"KTS","SE",0,"FT",0,"XX","Calm","None",0,
"4098",8/7/2003 0:00:00,"1135","PDT","CLAEMD","Grab","Marine Surveyor","DGPS",-99.00,"Clear",6,"KTS","S",0,"FT",0,"XX","Calm","None",0,
"4098",8/27/2003 0:00:00,"1017","PDT","CLAEMD","Trawl","La Mer","DGPS",-99.00,"Clear",10,"KTS","SW",0,"FT",0,"XX","Calm","None",0,
"4099",8/18/2003 0:00:00,"0839","PDT","ABC","Grab","Yellowfin","DGPS",,"Clear",8,"KTS","S",4,"FT",7,"SW","Calm","None",0,
"4099",8/18/2003 0:00:00,"0946","PDT","ABC","Trawl","Yellowfin","DGPS",,"Clear",5,"KTS","SW",4,"FT",8,"SW","Calm","None",0,
"4100",7/20/2003 0:00:00,"0427","PDT","CINMS","Grab","McArthur II","DGPS",,"Clear",2,"KTS","SE",2,"FT",4,"W","Calm","None",0,"in water 4:28; at bottom 12 min; at surface 4:56; total 28 min"
"4101",7/23/2003 0:00:00,"0911","PDT","CLAEMD","Grab","La Mer","DGPS",-99.00,"Overcast",5,"KTS","NW",2,"FT",10,"SW","Calm","None",0,
"4101",8/4/2003 0:00:00,"0738","PDT","CLAEMD","Grab","La Mer","DGPS",-99.00,"Clear",2,"KTS","N",2,"FT",10,"SW","Calm","None",0,
"4101",8/14/2003 0:00:00,"1104","PDT","CLAEMD","Trawl","La Mer","DGPS",-99.00,"Clear",8,"KTS","SW",2,"FT",10,"SW","Calm","None",0,
"4102",8/20/2003 0:00:00,"1257","PDT","LACSD","Grab","Ocean Sentinel","DGPS",-99.00,"Clear",3,"KTS","SW",1,"FT",7,"W","Calm","None",0,
"4102",8/28/2003 0:00:00,"1239","PDT","LACSD","Trawl","Ocean Sentinel","DGPS",-99.00,"Clear",9,"KTS","W",1,"FT",6,"W","Calm","None",0,
"4103",8/25/2003 0:00:00,"0835","PST","MBC","Grab","Alguita","DGPS",,"Fog",6,"KTS","W",0,"M",3,"W","Choppy","None",0,
"4103",9/3/2003 0:00:00,"1717","PST","MBC","Trawl","Alguita","DGPS",,"Partly Cloudy",20,"KTS","W",1,"M",3,"W","Choppy","S",1,"Three fathometer runs each showed rocky bottom."
"4104",8/19/2003 0:00:00,"0828","PDT","MEC","Grab","MEC Avon","DGPS",28.66,"Clear",6,"KTS","SW",0,"FT",0,"XX","Calm","None",0,
"4105",7/20/2003 0:00:00,"1442","PDT","CINMS","Grab","McArthur II","DGPS",,"Clear",3,"KTS","SW",2,"FT",2,"W","Calm","C",1,"in water 14:45; at bottom 12 min; at surface15:15; total 30 min; all grabs (3) unsuccessful; Abiotics the same"
"4106",7/20/2003 0:00:00,"2103","PDT","CINMS","Grab","McArthur II","DGPS",,"Clear",12,"KTS","W",5,"FT",2,"W","Calm","None",0,"in water 21:05; at bottom 12 min; at surface 21:33; total 28"
"4107",8/22/2003 0:00:00,"1028","PDT","CINMS","Trawl","Shearwater","DGPS",,"Overcast",2,"KTS","W",1,"FT",6,"NW","Calm","S",1,"Rocky Bottom"
"4107",8/22/2003 0:00:00,"1030","PDT","CINMS","Grab","Shearwater","DGPS",,"Overcast",2,"KTS","W",1,"FT",6,"NW","Calm","S",1,"Rocky Bottom"
"4108",7/18/2003 0:00:00,"0814","PDT","CSD","Grab","Metro","DGPS",,"Fog",2,"KTS","W",0,"FT",0,"XX","Calm","None",0,"Moved a little within the station to avoid boat traffic - located directly behind harbor cruise boats"
"4108",7/31/2003 0:00:00,"1107","PDT","CSD","Trawl","Metro","DGPS",,"Overcast",6,"KTS","SW",0,"FT",0,"XX","Calm","N",1,"Next to Broadway pier.  Not enough room to trawl. No clear trawl track. Depth near station varies by more than 10%"
"4109",7/22/2003 0:00:00,"1306","PDT","CLAEMD","Grab","La Mer","DGPS",-99.00,"Partly Cloudy",3,"KTS","SW",2,"FT",10,"SW","Calm","None",0,
"4109",8/4/2003 0:00:00,"1412","PDT","CLAEMD","Grab","La Mer","DGPS",-99.00,"Clear",8,"KTS","SW",2,"FT",8,"SW","Calm","None",0,
"4109",8/14/2003 0:00:00,"1345","PDT","CLAEMD","Trawl","La Mer","DGPS",-99.00,"Partly Cloudy",8,"KTS","SW",3,"FT",10,"SW","Calm","None",0,
"4110",7/24/2003 0:00:00,"0900","PDT","OCSD","Grab","Enchanter IV","DGPS",-99.00,"Overcast",4,"KTS","SW",1,"FT",8,"SW","Calm","None",0,"This was hand-entered from hardcopy of field sheet 7/31/2003"
"4110",8/25/2003 0:00:00,"1243","PDT","OCSD","Trawl","Yellowfin","GPS",-99.00,"Haze",5,"KTS","W",2,"FT",10,"SW","Calm","None",0,
"4111",8/24/2003 0:00:00,"0552","PST","MBC","Grab","Alguita","DGPS",,"Clear",0,"KTS","XX",0,"M",5,"W","Calm","None",0,
"4111",9/4/2003 0:00:00,"0818","PST","MBC","Trawl","Alguita","DGPS",,"Clear",0,"KTS","W",0,"M",0,"W","Calm","S",1,"Three fathometer runs each showed rocky bottom."
"4112",8/18/2003 0:00:00,"1555","PDT","MEC","Grab","MEC Avon","DGPS",,"Clear",6,"KTS","W",0,"FT",0,"XX","Calm","Other",1,"Target coordinates on land, closest water is 0.1 mile away"
"4113",7/29/2003 0:00:00,"0703","PDT","OCSD","Grab","Enchanter IV","DGPS",-99.00,"Clear",3,"KTS","SE",1,"FT",10,"SW","Calm","None",0,
"4113",8/27/2003 0:00:00,"0730","PDT","OCSD","Trawl","Yellowfin","GPS",-99.00,"Fog",0,"KTS","XX",2,"FT",10,"SW","Calm","None",0,
"4114",7/14/2003 0:00:00,"1256","PDT","CLAEMD","Grab","Marine Surveyor","DGPS",-99.00,"Clear",-99,"KTS","NR",-99,"FT",-99,"NR","NR","Other",1,"Too shallow to reach by boat, within shallow water habitat"
"4115",7/21/2003 0:00:00,"1700","PDT","CINMS","Grab","McArthur II","DGPS",,"Partly Cloudy",11,"KTS","NW",5,"FT",4,"W","Choppy","None",0,"in water 17:05; at bottom 2 min; at surface 17:08; total 3 min"
"4115",8/6/2003 0:00:00,"1205","PDT","CINMS","Trawl","Shearwater","DGPS",,"Clear",15,"KTS","W",3,"FT",4,"W","Choppy","None",0,
"4116",7/16/2003 0:00:00,"1038","PDT","CSD","Grab","Metro","DGPS",,"Fog",10,"KTS","W",0,"FT",0,"XX","Calm","None",0,
"4116",7/17/2003 0:00:00,"1325","PDT","CSD","Trawl","Monitor III","DGPS",,"Overcast",7,"KTS","S",0,"FT",0,"XX","Calm","None",0,"Lots of algae, but only 1 tub full. Naval seal activity near net-over point."
"4117",9/2/2003 0:00:00,"1348","PDT","ABC","Grab","Hey Jude","DGPS",,"Overcast",10,"KTS","SW",0,"FT",0,"XX","Calm","None",0,
"4117",9/3/2003 0:00:00,"0831","PDT","ABC","Trawl","Hey Jude","DGPS",,"Clear",3,"KTS","SE",0,"FT",0,"XX","Calm","None",0,
"4118",8/4/2003 0:00:00,"1131","PST","MBC","Grab","Portunus","DGPS",30.00,"Clear",4,"KTS","S",0,"M",0,"XX","Calm","None",0,"Station under Studebaker Bridge w/ flooding tide & low clearance."
"4119",7/29/2003 0:00:00,"1321","PDT","ABC","Grab","Hey Jude","DGPS",,"Partly Cloudy",2,"KTS","W",4,"FT",9,"W","Calm","None",0,
"4119",7/29/2003 0:00:00,"1333","PDT","ABC","Trawl","Hey Jude","DGPS",,"Partly Cloudy",2,"KTS","W",4,"FT",9,"SW","Calm","None",0,
"4120",7/22/2003 0:00:00,"0831","PDT","CSD","Grab","Metro","DGPS",,"Fog",5,"KTS","NW",3,"FT",12,"NW","Calm","None",0,
"4120",7/24/2003 0:00:00,"1156","PDT","CSD","Trawl","Monitor III","DGPS",,"Overcast",3,"KTS","NW",10,"FT",9,"W","Calm","None",0,"Lotek time: 12 min. 30 sec."
"4121",7/19/2003 0:00:00,"0124","PDT","CINMS","Grab","McArthur II","DGPS",,"Overcast",10,"KTS","NW",3,"FT",4,"N","Calm","None",0,"arrive 1:24; in water 1:25; total 20 min; temp 42.7 F"
"4122",8/19/2003 0:00:00,"1208","PDT","LACSD","Grab","Ocean Sentinel","DGPS",-99.00,"Clear",5,"KTS","E",1,"FT",6,"W","Calm","None",0,
"4122",8/26/2003 0:00:00,"1051","PDT","LACSD","Trawl","Ocean Sentinel","DGPS",-99.00,"Clear",5,"KTS","W",1,"FT",7,"W","Calm","None",0,
"4123",7/30/2003 0:00:00,"1252","PDT","ABC","Grab","Hey Jude","DGPS",,"Partly Cloudy",2,"KTS","W",2,"FT",10,"SW","Calm","None",0,
"4123",7/30/2003 0:00:00,"1302","PDT","ABC","Trawl","Hey Jude","DGPS",,"Partly Cloudy",2,"KTS","W",3,"FT",10,"W","Calm","None",0,
"4124",7/19/2003 0:00:00,"1550","PDT","CINMS","Grab","McArthur II","DGPS",,"Partly Cloudy",3,"KTS","NW",4,"FT",3,"NW","Calm","None",0,"in water 15:51; at bottom 17 min; at surface 16:29; total 21 min"
"4125",8/20/2003 0:00:00,"1103","PDT","ABC","Trawl","Yellowfin","DGPS",,"Overcast",5,"KTS","SW",3,"FT",10,"SW","Calm","None",0,
"4125",8/20/2003 0:00:00,"1321","PDT","ABC","Grab","Yellowfin","DGPS",,"Clear",3,"KTS","SW",2,"FT",10,"SW","Calm","None",0,
"4126",8/14/2003 0:00:00,"1002","PDT","MEC","Trawl","Zephyr","DGPS",,"Partly Cloudy",0,"KTS","XX",2,"FT",8,"W","Calm","None",1,"Abandon site due to coral reef."
"4126",9/3/2003 0:00:00,"0927","PDT","SV","Grab","Early Bird","DGPS",,"Clear",0,"KTS","XX",3,"FT",10,"W","Calm","None",0,
"4127",8/20/2003 0:00:00,"0700","PDT","CINMS","Grab","Shearwater","DGPS",,"Partly Cloudy",0,"KTS","XX",1,"FT",8,"W","Calm","S",1,"Rocky Bottom"
"4127",8/20/2003 0:00:00,"0700","PDT","CINMS","Trawl","Shearwater","DGPS",,"Fog",0,"KTS","XX",1,"FT",8,"W","Calm","S",1,"Rocky Bottom"
"4128",7/23/2003 0:00:00,"0958","PDT","CSD","Grab","Metro","DGPS",,"Partly Cloudy",3,"KTS","W",1,"FT",14,"W","Calm","None",0,
"4128",7/29/2003 0:00:00,"1118","PDT","CSD","Trawl","Monitor III","DGPS",,"Clear",7,"KTS","SW",3,"FT",11,"SW","Calm","None",0,"Station depth 24 m"
"4129",8/19/2003 0:00:00,"0850","PDT","OCSD","Trawl","Enchanter IV","DGPS",-99.00,"Overcast",8,"KTS","SE",0,"FT",0,"XX","Calm","None",0,
"4129",9/3/2003 0:00:00,"0923","PDT","OCSD","Grab","Enchanter IV","DGPS",-99.00,"Clear",5,"KTS","W",0,"FT",0,"XX","Calm","None",0,
"4130",7/23/2003 0:00:00,"0820","PST","MBC","Grab","Portunus","DGPS",33.00,"Overcast",3,"KTS","S",0,"M",0,"XX","Calm","None",0,"Station access blocked by trash boom."
"4131",7/22/2003 0:00:00,"1815","PDT","ABC","Grab","Hey Jude","DGPS",,"Partly Cloudy",10,"KTS","SW",0,"FT",0,"XX","Calm","None",0,
"4131",7/22/2003 0:00:00,"1844","PDT","ABC","Trawl","Hey Jude","DGPS",,"Partly Cloudy",8,"KTS","SW",0,"FT",0,"XX","Calm","None",0,
"4132",8/1/2003 0:00:00,"0845","PDT","CSD","Grab","Monitor III","DGPS",,"Partly Cloudy",4,"KTS","N",1,"FT",7,"W","Choppy","None",0,
"4132",8/11/2003 0:00:00,"1337","PDT","MEC","Trawl","Zephyr","DGPS",,"Overcast",5,"KTS","W",2,"FT",10,"W","Calm","None",0,
"4133",8/19/2003 0:00:00,"0839","PDT","ABC","Grab","Yellowfin","DGPS",,"Overcast",5,"KTS","E",2,"FT",10,"SW","Calm","None",0,
"4133",8/19/2003 0:00:00,"0921","PDT","ABC","Trawl","Yellowfin","DGPS",,"Overcast",5,"KTS","SE",2,"FT",10,"SW","Calm","None",0,
"4134",8/21/2003 0:00:00,"1112","PDT","LACSD","Grab","Ocean Sentinel","DGPS",-99.00,"Overcast",4,"KTS","W",1,"FT",6,"W","Calm","None",0,
"4134",8/29/2003 0:00:00,"0924","PDT","LACSD","Trawl","Ocean Sentinel","DGPS",-99.00,"Clear",2,"KTS","W",1,"FT",7,"W","Calm","None",0,
"4135",8/4/2003 0:00:00,"1314","PDT","ABC","Trawl","Yellowfin","DGPS",,"Partly Cloudy",20,"KTS","NW",4,"FT",10,"SW","Rough","None",0,
"4135",8/22/2003 0:00:00,"1139","PST","MBC","Grab","Alguita","DGPS",,"Overcast",6,"KTS","W",1,"M",4,"W","Choppy","None",0,
"4136",8/26/2003 0:00:00,"1300","PDT","ABC","Grab","None","DGPS",,"Clear",-99,"NR","NR",-99,"NR",-99,"NR","NR","Other",1,"Salinity <19 ppt"
"4137",7/29/2003 0:00:00,"0816","PDT","OCSD","Grab","Enchanter IV","DGPS",-99.00,"Overcast",0,"KTS","XX",1,"FT",10,"SW","Calm","None",0,
"4137",8/26/2003 0:00:00,"0852","PDT","OCSD","Trawl","Yellowfin","GPS",-99.00,"Haze",0,"KTS","XX",2,"FT",10,"SW","Calm","None",0,
"4137",8/28/2003 0:00:00,"1348","PDT","OCSD","Trawl","Yellowfin","GPS",-99.00,"Clear",6,"KTS","W",2,"FT",10,"SW","Calm","None",0,
"4138",7/14/2003 0:00:00,"1222","PDT","CLAEMD","Grab","Marine Surveyor","DGPS",-99.00,"Clear",10,"KTS","S",0,"FT",0,"XX","Calm","None",0,
"4138",8/6/2003 0:00:00,"1030","PDT","CLAEMD","Grab","Marine Surveyor","DGPS",-99.00,"Partly Cloudy",5,"KTS","S",0,"FT",0,"XX","Calm","None",0,
"4138",8/20/2003 0:00:00,"0928","PDT","CLAEMD","Trawl","Marine Surveyor","DGPS",-99.00,"Clear",2,"KTS","SE",0,"FT",0,"XX","Calm","None",0,"fishing line, one hat"
"4139",7/23/2003 0:00:00,"1546","PDT","ABC","Grab","Hey Jude","DGPS",,"Partly Cloudy",8,"KTS","W",4,"FT",10,"SW","Choppy","N",1,"Site located on the inside of the south Ventura Harbor jetty.Both grabs and trawls unsafe due to boat traffic and public recreation."
"4139",7/23/2003 0:00:00,"1546","PDT","ABC","Trawl","Hey Jude","DGPS",,"Partly Cloudy",8,"KTS","W",4,"FT",10,"SW","Choppy","N",1,"Site located on the inside of the south Ventura Harbor jetty.Both grabs and trawls unsafe due to boat traffic and public recreation."
"4140",7/18/2003 0:00:00,"1135","PDT","CSD","Grab","Metro","DGPS",,"Fog",5,"KTS","SE",0,"FT",0,"XX","Calm","None",0,"Station located in the middle of the Bay Club Hotel and Marina"
"4140",7/18/2003 0:00:00,"1135","PDT","CSD","Trawl","Metro","DGPS",,"Fog",7,"KTS","E",0,"FT",0,"XX","Calm","N",1,"In the middle of the Bay Club Hotel Marina"
"4141",7/22/2003 0:00:00,"1207","PDT","CLAEMD","Grab","La Mer","DGPS",-99.00,"Clear",6,"KTS","SW",2,"FT",10,"SW","Calm","None",0,
"4141",8/4/2003 0:00:00,"1323","PDT","CLAEMD","Grab","La Mer","DGPS",-99.00,"Clear",8,"KTS","W",2,"FT",8,"SW","Calm","None",0,
"4141",9/4/2003 0:00:00,"0920","PDT","CLAEMD","Trawl","La Mer","DGPS",-99.00,"Clear",6,"KTS","W",2,"FT",10,"SW","Calm","None",0,
"4142",7/24/2003 0:00:00,"1321","PST","MBC","Grab","Portunus","DGPS",20.00,"Clear",8,"KTS","S",0,"M",0,"XX","Calm","None",0,"Station on land."
"4143",7/25/2003 0:00:00,"1509","PDT","ABC","Grab","Hey Jude","DGPS",,"Overcast",5,"KTS","SW",4,"FT",10,"SW","Calm","None",0,
"4143",7/25/2003 0:00:00,"1526","PDT","ABC","Trawl","Hey Jude","DGPS",,"Overcast",5,"KTS","SW",4,"FT",10,"SW","Calm","None",0,
"4144",8/7/2003 0:00:00,"1053","PDT","MEC","Grab","JB","DGPS",,"Overcast",3,"KTS","SW",3,"FT",10,"SW","Calm","None",0,
"4144",8/14/2003 0:00:00,"1330","PDT","MEC","Trawl","Zephyr","DGPS",,"Partly Cloudy",10,"KTS","W",3,"FT",8,"NW","Calm","None",0,"Strong winds blowing against our direction of travel (SE)."
"4145",7/22/2003 0:00:00,"0750","PDT","MEC","Grab","MEC Avon","DGPS",33.19,"Overcast",2,"KTS","W",0,"FT",0,"XX","Calm","None",0,"Compacted sand, 5 attempts made in AM, successfully resampled further away in PM"
"4146",7/15/2003 0:00:00,"1154","PDT","CLAEMD","Grab","Marine Surveyor","DGPS",-99.00,"Clear",12,"KTS","S",0,"FT",0,"XX","Calm","None",0,
"4146",8/6/2003 0:00:00,"1305","PDT","CLAEMD","Grab","Marine Surveyor","DGPS",-99.00,"Partly Cloudy",10,"KTS","SE",0,"FT",0,"XX","Calm","None",0,
"4146",8/20/2003 0:00:00,"1144","PDT","CLAEMD","Trawl","Marine Surveyor","DGPS",-99.00,"Clear",0,"KTS","XX",0,"FT",0,"XX","Calm","K",1,"depth differential greater than 10% and hump in trawl line."
"4147",8/6/2003 0:00:00,"1007","PDT","ABC","Trawl","Yellowfin","DGPS",,"Partly Cloudy",18,"KTS","W",4,"FT",10,"SW","Choppy","N",1,"Net torn; board broken on first trawl"
"4147",8/18/2003 0:00:00,"1604","PDT","ABC","Grab","Yellowfin","DGPS",,"Clear",12,"KTS","SW",3,"FT",10,"SW","Calm","None",0,
"4148",7/16/2003 0:00:00,"1113","PDT","CSD","Grab","Metro","DGPS",,"Fog",8,"KTS","W",0,"FT",0,"XX","Calm","None",0,
"4148",7/17/2003 0:00:00,"1220","PDT","CSD","Trawl","Monitor III","DGPS",,"Overcast",7,"KTS","E",0,"FT",0,"XX","Calm","None",0,"Trawl track in narrow channel with steep sides. Actual station is untrawlable and has nominal depth of 6m. Adjusted trackline within 100m and has constant depth of 12m. Trawl Hung up on retrieval, but let go before reaching the boat."
"4149",9/2/2003 0:00:00,"0957","PDT","ABC","Grab","Hey Jude","DGPS",,"Fog",7,"KTS","SW",0,"FT",0,"XX","Calm","None",0,
"4149",10/2/2003 0:00:00,"1504","PDT","VRG","Trawl","Yellowfin","DGPS",-99.00,"Overcast",5,"KTS","NW",0,"FT",0,"XX","Calm","None",0,"Red Tide"
"4150",7/21/2003 0:00:00,"0906","PDT","CLAEMD","Grab","La Mer","DGPS",-99.00,"Overcast",6,"KTS","S",2,"FT",12,"SW","Calm","None",0,
"4150",8/11/2003 0:00:00,"0850","PDT","VRG","Trawl","Vantuna","GPS",-99.00,"Partly Cloudy",5,"KTS","NE",2,"FT",8,"W","Calm","None",0,
"4150",8/25/2003 0:00:00,"0738","PDT","CLAEMD","Grab","La Mer","DGPS",-99.00,"Fog",6,"KTS","W",2,"FT",10,"W","Calm","None",0,
"4151",8/5/2003 0:00:00,"0650","PDT","ABC","Trawl","Yellowfin","DGPS",,"Partly Cloudy",8,"KTS","E",2,"FT",10,"SW","Calm","S",0,
"4151",8/18/2003 0:00:00,"0722","PDT","ABC","Grab","Yellowfin","DGPS",,"Clear",8,"KTS","SE",4,"FT",8,"SW","Rough","Other",0,
"4152",8/5/2003 0:00:00,"1335","PDT","MEC","Grab","JB","DGPS",,"Clear",4,"KTS","W",2,"FT",14,"SW","Calm","None",0,
"4152",8/7/2003 0:00:00,"0750","PDT","MEC","Trawl","Zephyr","DGPS",,"Clear",0,"KTS","XX",2,"FT",8,"NW","Calm","None",0,
"4153",7/21/2003 0:00:00,"0055","PDT","CINMS","Grab","McArthur II","DGPS",,"Clear",9,"KTS","W",4,"FT",2,"W","Calm","None",0,"in water 0:56; at bottom 15 min; at surface 1:29 total 33 min"
"4154",7/23/2003 0:00:00,"1255","PDT","OCSD","Grab","Enchanter IV","DGPS",-99.00,"Clear",6,"KTS","SW",1,"FT",10,"SW","Calm","None",0,"This was hand-entered from hardcopy of field sheet 7/31/2003"
"4154",8/26/2003 0:00:00,"0934","PDT","OCSD","Trawl","Yellowfin","GPS",-99.00,"Clear",5,"KTS","W",2,"FT",10,"SW","Calm","I",0,
"4154",8/26/2003 0:00:00,"1408","PDT","OCSD","Trawl","Yellowfin","GPS",-99.00,"Clear",12,"KTS","SW",2,"FT",2,"SW","Choppy","None",0,
